fondly	情柔地
pesterous	讨厌的
phenomenalistic	现象主义
femicide	杀害女人
morphotactics	形态配列论
psammophilous	适沙生物
versailles	凡尔赛
devoted	深爱
womera	澳洲土人用以发射矛箭或标枪的一种器具
vitta	装饰用头带
tab	标号
immunorepressive	抑制免疫力
triaxiality	三轴
hippus	虹膜震颤
protoxide	初氧化物
esterifiable	酯化的
viridity	鲜绿
sheepcot	羊栏
insuperable	不能制胜的
gumption	气概
ai	Intelligence
scholarship	学识
radioecology	放射生态学
lapse	失效
gold	金
ignobly	卑贱
problematic	问题的
mesmerise	迷住
ceuca	Economic
slump	暴跌
reglet	平条
polarimetric	偏振计
exponible	应阐明的命题
underlooker	井下工务员
economical	经济
strepitoso	吵闹
progressionist	社会进步论者
thresher	打谷机
volitant	飞的
macilent	瘦
swanskin	天鹅绒的一种
privateering	掳获商船
schizophreniform	分裂样的
wildness	野生
projecting	突出
wash	耐洗
manipulation	操作
nutty	产坚果
azotize	使氮化
knickers	短裤
pliably	易曲折
hydel	水力发电的
fancywork	刺绣品
valency	价
agrometeorological	农业气候
haemagglutinin	血细胞凝集素
malay	马来西亚
radialization	放射
figuration	定形
outdistance	抛在后头
denunciatory	非难
brooky	河道纵横的
preachify	唠唠叨叨地讲
readopt	再采纳
jobber	做散工者
indefeasible	难使无效的
like	可能
shorefront	沿岸陆
gandhism	=Gandhiism
samba	桑巴舞
tubicolous	管栖的
presell	预售
dript	drip
desmolysis	解链作用
sonnetist	=sonneteer
rural	生活在农村
succedanea	代理人
inby	在附近
goldbrick	偷懒
venous	静脉的
unfitting	不相称的
bemazed	迷惑的
monochromist	单色画家
czarevna	旧俄公主
unescorted	无人护送
perceptible	显而易见的
exe	可执行程序的扩展名
asphyxia	昏厥
slaveholding	蓄奴
washeteria	自助洗车处
pulmonic	由肺进行
homesite	住宅根据
wrest	扭
headline	大字标题
barranquilla	巴兰基利亚
evaluating	评价
nomad	游牧部落的人
abruption	分裂
outdate	使过时
electrodelic	灯光致幻的
heelpost	门柱
micr	磁墨水字符识别
bayern	拜恩州(即巴伐利亚州
verligte	进步分子
disrespect	不尊重
peroxyborate	过硼酸盐
quotiety	系数
alumnus	男毕业生
siren	汽笛
punch	冲床
reconnaissance	侦察
procaryotic	原核的
gambol	雀跃
adumbral	成荫的
stunt	使绝招
enigmatical	难解
antispasmodic	止痉挛的药
screenings	筛后残余的物
qcb	Control
yellowtop	一枝黄花
imminency	急迫
maidenhood	处女性
fruition	实现
laurel	使戴桂冠
mean	平均的
unreversed	不相反
clique	派系
sparsity	稀少
haematothermal	温血
pinup	钉在墙上
unforensic	非法庭的
vibrancy	活跃
bizonia	二战后德国西部的美英占领区
chasmal	似裂罅的
prf	pulse
stodge	狼吞虎咽
prettyish	有点美的
receptorology	受体学
tradesfolk	开商店者及其家属
sejant	伸直前脚而坐的
incumbency	责任
tenderness	敏感
octahedral	有八面
dep	Employment
exaggerative	夸张
midsection	上腹部
ventose	喜欢讲空话的
infirmary	医务室养老院
oceanographic	海洋学
featheredge	削薄……的边
tonstein	白土石
engorge	充盈
ruthless	残忍的
robustious	粗鲁的
aba	毛织物
succedaneum	代用药
craziness	发狂
coelenterate	腔肠动物的
emphatic	语势强的
fossorial	掘地的
contradance	对面舞
unjoined	不连接
tergant	作拱背状的
biology	生物
manger	马槽
drowse	使瞌睡
selflessly	忘我地
tactual	触觉的
pali	巴利语
chrp	Hardware
thereby	在那方面
goethean	歌德派
cervicovaginal	子宫颈阴道
casuistical	决疑的
iatric	药物的
histogen	组织原
piscatorial	渔民
dural	硬脑膜的
backstair	间接的
fiduciary	基于信用
halophilous	适盐质环境生长
dynamotor	发电机
furnishings	服饰用品
lickspittle	低三下四
smokebox	烟箱
derivable	可引出
nongovernment	非政府的
pushover	容易打败的对手
branch	分店
countrymen	乡下人
beestings	牝牛产后的初乳
testify	证明
protrusive	突出的
imperatorial	大将军的
univalve	单壳
computerese	电脑行话电脑语言
at	在
ucla	at
ambulacrum	步带
gloss	欺人的表面
greaten	变伟大
uncontradictable	不能反驳的
supposing	不妨去……吧
towardly	有指望
fluonomist	扫烟囱的人
nephrotoxic	对肾脏有害处的
landtied	陆连
cuspidate	有尖头
jobholder	公务人员
kanu	Union肯尼亚非洲民族联盟
also	同样
revulsive	诱导的
unseeing	没有看到的
gangsterism	犯罪
hera	火箭助推榴弹
stingaree	黄貂鱼
irritably	性急地
vagary	奇想
snollygoster	不讲原则又夸夸其谈的精明人
state	州的
achordate	无脊索的
accumulation	积聚
banco	审判官席
wingtip	翼尖
fellagha	穆斯林游击队战士
slip	Serial
vagueness	含糊
unido	联合国工业发展组织
continual	频繁的
leeriness	猜疑
sustentive	支持
appendiceal	阑尾
relation	故事
paraceisian	帕拉切尔苏斯的追随者
buddhist	佛教
humungous	=humongous
waterloo	滑铁卢
dolorous	忧伤的
hemorrhoids	痔疮
unbacked	未驯服的
earpiece	听筒
mandolin	曼陀林
dysphasic	言语困难
stp	Spanning
physical	物理的
theatricalism	戏剧风格
fatigue	累活
nippy	凛冽
outstare	以目光压倒
somber	忧郁
wampum	金钱
countrymen	同国人
psalmody	赞美诗
keeled	备有龙骨
aspermous	无种子的
moll	歹徒的女帮凶
skyey	天蓝色的
detrimental	有害
bef	Force英国远征军
hairsplitter	吹毛求疵的人
ration	定量
flanneled	穿法兰绒衣服的
piscicultural	养鱼
justle	撞
hyperpnoea	呼吸深快
canalicular	似小管
dogmatic	教条的
hypothetical	假定的
suasive	有说服力的
overproportion	过大的比例
sextupole	六极
haemocytoblast	血细胞
flush	直接
hydrotherapeutic	水疗法
incorruption	清廉洁白
overcolour	着色过浓
dagoba	舍利塔
kithe	显现
aesthete	唯美主义者
ultraliberal	极端自由主义的
rebelliousness	难以控制
image	反映
deposable	可罢黜的
inapposite	不合适
receptive	善于接受的
squash	南瓜
forjudge	=forejudge
lpg	Liquefied
chyme	半流体的消化物
remnant	残留的
fortifier	增强论点力量人
mondain	上流社会绅士
litotes	间接肯定法
intractability	棘手
vagabondize	流浪
phytoflagellate	植物鞭毛虫
saturnism	铅中毒
salvage	抢救财货
flexural	曲折的
andron	古希腊男子专用房间
lithophile	亲石元素
ruttish	春情
misapply	滥用
hydropathy	水疗法
eolic	=Aeolic
homosporous	具同形孢子
infarcted	梗塞的
hate	憎恶
workmanlike	精巧
dizen	穿得漂亮
somatic	肉体
flew	fly的过去式
prancy	腾跃
truncheon	用警棍打
nasa	National
marking	斑纹
sessile	固着
gunnery	射击
ichthyolitic	鱼化石
galvanotropism	向电性
profligate	放荡的
hyenoid	残忍
caller	新鲜
clabber	变酸
diagnostician	诊断医生
lapicide	石工
righteousness	正义
secretively	隐匿
perchloric	高氯
fossilize	使成化石
ishikari	Bay
backstage	向后台
heptavalence	七价
implicit	含蓄的
phyllotactic	叶序
disaster	灾祸
fructification	结实器官
apb	points
auction	拍卖
balding	成为秃头
cosmopolitan	世界性的
yet	益发
uniform	一致的
virulent	充满敌意的
synecious	=synoecious
doll	美丽但无头脑的女子
nucleosome	核小体
resume	摘要
uncharitable	严厉的
nutso	发疯
brecknock	=Brecon
whp	水马力
lordly	有气派
rickets	驼背
zincy	含锌的
freethinker	自由思想家
ontogeny	个体发生学
determined	决定了的
cymose	聚伞花序的
plss	life
newt	蝾螈
poofy	搞同性恋
neanderthaloid	类似尼安德特人的
nrotc	Reserve
fastish	相当快速的
static	静力的
temporal	现世的
effusively	变溢地
prevail	盛行
tass	of
hardly	仅
moppet	宝宝
mre	宗教教育硕士
manganiferous	含锰
reembarkation	重新出发
xxxiv	34
electoralism	选票至上主义
buy	买
marengo	马伦戈式
nonluminous	无光的
pc99	PC99规范
inferential	推论性的
oracular	谜似的
hastate	戟状的
seed	萌芽
unmarry	离婚
pettish	闹情绪
airconditioned	装有空气调节器的
comminjute	粉碎
hegari	非洲高粱
anonym	假名
clypeiform	圆盾
quinze	十五点
purificator	圣杯的抹布
standing	标准
microprogrammable	可编微程序的
fructuous	多果实
nubbly	块状的
avionics	航空电子工学
margaritic	=margaric
unsavory	难吃
pneumatic	风力的
ingenious	机灵的
esophageal	食道的
gumptious	精力充沛
chirograph	教皇的亲笔特许证书
antiform	反传统形式
spoilage	损坏
bighead	自大
causal	因果关系的
skillfully	巧妙地
affranchise	释放
ache	渴望
pettish	易怒的
license	特许
vibrograph	振动计
current	现在的
filmdom	电影界
alloantigen	同种抗原
absently	茫然
contrary	相反
haematoid	血样的
tonsorial	理发的
furry	盖着毛皮
mintmaster	造币厂厂长
managerialism	管理主义
faldstool	跪拜台
submental	颏下的
marblehearted	铁石心肠的
imido	酰亚胺
reboil	使再沸
berat	统治者赐给人民的权利
irtron	星系红外线
histidine	组织氨基酸
adynamic	衰弱
hafnium	铪
intertropical	热带地方之间
disoperative	不合作
antichrist	反对基督者
lusty	健壮的
tuneful	音调谐美
pendency	垂下
pint	品脱
hostility	反对
phlogistic	燃素
fag	努力地工作
zinlac	玉米漆
jul	七月
prey	捕食
mongoloid	蒙古人种
pediform	脚形的
incursive	侵略的
sear	枯萎
uniplanar	同平面的
salted	盐味
lord	作威作福
mammy	保姆
unnoticed	不引人注意
rgt	regiment
upland	高
contiguous	邻近
civil	根据民法
eyesore	眼中钉
purl	潺潺流水
repellence	抵抗性
unstockinged	未穿长袜的
perdurability	持久
formular	公式的
feathered	像鸟般飞得快的
pock	痘痕
ahitophal	亚希多弗
fateful	决定性
seiche	湖震
minus	减去
sissified	女孩子气
becripple	使跛
obtund	使迟钝
itinerant	巡回
timbered	森林的
joyhouse	窑子
pandemonium	喧嚣
vacuum	真空
jag	狂欢
argentina	阿根廷
appellant	上诉
irriguous	可灌溉的
microstomous	小口的
wise	慎虑的
underwriter	保险业者
jake	家伙
scene	道具布置
about	大约
apiarian	蜜蜂
cab	计程车
abrupt	陡峭的
prepensely	故意地
fitch	臭猫
obscurantist	反启蒙主义者的
palisade	木栅
pediculicide	灭虱
wilding	野的
witchery	魅力
biscay	比斯开湾
unforgettable	忘不了
petty	小的
aggressive	有闯劲
assyrian	亚述语
cfc	chlorofluorocarbon
primary	第一位
plump	鼓起的
charcuterie	熟食店
trailside	小径一侧
absolutist	绝对论者
fluke	侥幸成功
doublet	成对的东西
runtishly	矮小地
hereditable	可继承
damnify	损害
fishlike	冷淡的
missouri	密苏里州
charmingly	迷人
bloodline	血统
acmesthesia	针刺感觉
hindoo	印度人
frascati	弗拉斯卡蒂白葡萄甜酒
ither	=other
scythe	长柄镰刀
alabaster	雪花石膏制
thuggish	暗杀的
savvy	理解
ebony	乌木制
posttranslational	转译后的
pathos	痛苦
aulic	宫廷
indonesian	印度尼西亚的
resolvent	分解物
tweeddale	=Peeblesshire
homocercal	正型
rack	折磨
db	database
faveolus	肺泡
certain	确定的
exacting	苛求的
coffie	连锁着被驱赶的一队奴隶
sirian	天狼星的
winded	通风
fossette	酒窝
purebred	纯种
reedit	重新编辑
raft	救生艇
fanum	披肩
lockless	无锁
msphe	Public
democracy	民主政治
representable	能被描绘
rotatory	回转的
assonance	类似的音
manger	牛槽
breviary	摘要
tenet	原则
agaric	伞菌
spiry	螺旋状的
hyperbolist	运用夸张法的人
xenocentric	喜爱外国之文化
cirrhosis	硬化
unseparated	未分隔的
ungalled	未擦伤
nutty	狂热
provisional	临时
cicatrix	叶痕
doss	睡床
averroism	阿威罗伊学说(伊斯兰哲学家阿威罗伊
scordato	变格定弦的
scumble	渐使颜色变浅
feeze	猛撞
fossilization	化石作用
pyrogenation	加热
bronze	青铜
my	马来西亚
hemingwayesque	具有
tintinnabular	丁当响
woman	女人的
overconfidence	自负
rehash	改头换面地重复
tailing	屑
translatable	可转移
remedy	治疗法
strawy	稻草一样
broadloom	织为单色宽幅的
varna	瓦尔纳
hade	垂直倾斜
corsican	科西嘉的
deistic	自然神论
fascinating	着魔的
entertainment	娱乐表演
suitable	适当的
indignant	愤慨
sciurine	像松鼠的
segment	分割
squalidity	脏污
filaceous	丝状
outward	外面的
scalding	尖刻
comradeliness	友情
fenceless	没有围墙
unbloody	未流血的
tzaddik	=zaddik
eunomianism	世纪基督教神学家优诺米
erethism	异常兴奋
dickensian	专门研究狄更斯者
shingle	鹅卵石
infuse	注
inner	里面的
civil	民间的
diazotroph	固氮生物
fusion	熔解
overnight	在前一夜
blossom	开花
aestidurilignosa	夏绿硬叶林
connotive	=connotative
unpolluted	清洁的
inveracious	不真实
gotham	哥谭镇
defoliant	落叶剂
helminthoid	肠虫状的
bombsight	轰炸瞄准器
fatefully	宿命
taig	天主教徒
palisade	用栅栏围护
repousse	金属细工
puppy	自负的青年
document	文档
dialectician	辩证家
transdisciplinary	跨学科
greenstuff	蔬菜
faultiness	有过失
capacious	宽敞的
plateau	高原
taxing	繁重
oarsmanship	划桨技术
vile	恶劣
servite	圣母玛利亚会修士
sprite	小妖精
pore	小孔
bacony	熏肉一样
macrocosmos	=macrocosm
mantlerock	土被
naily	钉有很多钉子
undressed	裸体
festivalgoer	参加节日活动者
endogen	内长茎植物
discord	不和谐
matted	暗淡的
instantiation	实例化
scienter	明知
gripe	激怒
insymbol	输入符号
biomagnification	生物放大
pe	Engineering
confirmedly	坚定
zincography	锌版术
songlike	像歌的
unpleated	无褶
intensivism	集约
parabolic	寓言似的
aob	Any
scleroid	硬质的
interlocutress	女谈话者
conradian	有康拉德特色
slavonic	斯拉夫民族的
jumpily	易变动地
largo	宽广的
stilly	静静地
rampageous	暴跳
runway	河道
endoergic	吸能
lipogenesis	脂肪生成
rawhide	生牛皮
augmentative	增大意义
thriftlessly	挥霍
exteroceptive	感受外界刺激
vulturous	贪婪的
ramp	坡道
araneiform	像蜘蛛
impiety	不虔诚
worshiper	崇拜者
gluttonize	暴食
yump	跃起
plexal	丛的
hookey	逃学
countermine	以计破计
wharf	码头
sluttish	邋遢
invariably	不变
smatter	一知半解
hempen	大麻制的
afoul	碰撞
chromogram	叠合式彩色正像透明片
contiguity	接触
guardsman	州辖预备役部队成员
injured	受损害
directorate	高级职员会
pitch	沥青
chromophil	亲色性的
vicinity	接近
langur	叶猴
cuddly	令人想拥抱
subeditor	副编辑
landgravine	伯爵夫人
ripeness	成熟
immunoreactive	免疫反应性的
grandmotherly	祖母
recalcitrant	反对的
inchoate	早期
connubially	夫妇般地
saucy	漂亮
boarfish	豚鼻鱼
twelvefold	十二倍地
lanceolate	披针状
frontage	房子的正面
insectivore	食虫植物
triclinium	有此种餐桌的餐室
lame	不完全的
universality	普遍性
crochet	钩边
illegally	不法地
ring	声调
iab	Internet架构委员会
cupcake	纸托蛋糕
heaping	堆得很高的
tshiluba	奇卢伯语
railhead	终点
conceivable	想得到
coony	机灵的
extrusion	突出的
thornback	刺鱼
boldness	大胆
skull	头骨
therapsid	兽孔目爬行动物
tearless	无泪
emulational	仿真的
archaeological	考古学的
protrusile	可伸出
unconditioned	无条件的
enzymolysis	酶解
causeless	偶然的
fistiana	拳击界
pop	Office
anury	无尾性
aristotelian	亚里斯多德的
superrational	超理性
nontuplet	九胞胎之一
underachieve	未能发挥学习潜能
infilter	渗进
supernatural	超自然的
dodecagonal	十二角形的
shaving	修胡须
eastwards	东方地
orogeny	山岳之形成
princock	=princox
colitis	大肠炎
unsuccess	无结果
kineticist	动力学家
unimproved	未加改良
hell	地狱中的人
spessartite	斜煌岩
fian	of
hirable	能雇用
worthless	无价值
polymorphism	多形性
hemiplegia	半身麻痹
forethoughtful	深谋远虑的
abstemious	有节制
sbn	Book
causalgic	灼状神经痛的
capricious	反复无常
plastochron	间隔期
betted	bet
mildewy	发霉
reproachless	无可非难
stardom	演员的身份
gynaecology	妇科医学
longness	长度
perceptual	知觉
encarpus	垂花装饰
careen	倾斜
humoristic	幽默
unimpressionable	不易受感动
quick	本质
sexcentenary	六百年
whoop	喘息
titanite	榍石
dcvo	the
evolutional	进展的
flakily	薄而易剥落地
gillyflower	康耐馨
revolutionise	=revolutionize
mohism	墨家思想
italian	意大利的
redtop	小糠草
autoincrement	自动增量
editorship	编辑的地位职位
downstairs	在楼下
infectious	易传染
hiker	徒步旅行者
cuss	家伙
diverticular	憩室
membra	的复数
ameslan	北美式手势语
circumambiency	围绕
ectype	副本
tubbish	肥胖的
overstory	上层林
formfitting	合身
exemplify	例示
genuine	诚恳
mammy	妈咪
sockdolager	决定性的打击
derivational	诱导
slab	把……分成厚片
discussible	可讨论的
accost	对……说话
dockize	为……设码头
ferlie	奇异景象
mutter	嘀咕
megagamete	=macrogamete
mrcp	皇家内科医师学会会员
baggys	宽短裤
downwind	顺风
diabolic	魔鬼似
intervocalic	出现在两个元音间的元音间
gustav	V
metasomatosis	交代
created	创造
ammonia	氨
cockneyism	伦敦人的派头
splotchy	有污点的
subjectless	无主题
enticing	迷人的
persuadable	容易说服的
sedimentologic	沉积学
telepathise	=telepathize
hematoid	血样的
sapless	枯萎
quadrennially	四年一次
rapture	欢天喜
magnitude	广大
isometrical	等大
anathemata	咒逐
edificatory	开导
dissociable	自相矛盾的
caliginous	朦胧
mapmaking	=cartography
hypohepatia	肝功能不全
ruminant	沉思
uncontested	没有人争
pedantic	书生气
emulable	可赶上
qpm	Police
unbidden	未受邀请的
nested	嵌套的
acrospire	旋状幼芽
elliptoid	椭圆
agrobusiness	=agribusiness
cool	凉爽的空气
seronegative	血清反应阴性
quadrisection	分为四等分
macular	有污点的
coxcombical	虚浮的
overcentralized	过于集权的
canyon	峡谷
noncampus	没有校舍的
peak	山顶
ruskinize	罗斯金化
bock	烈性黑啤酒
caul	大网膜
atomix	net
visionally	梦幻般
cylices	的复数
staggeringly	摇晃地
digitated	有趾的
grubstreet	文丐作品式
incendivity	引火性
disruptive	使破裂
tabasco	由非常辣的红辣椒制成的极辛辣的调味料
raised	发酵的
cloddish	土里土气
gabe	加布
lawsoniana	cypress
bailjumper	保释中逃亡之疑犯
giftie	能力
argent	银的
prostitution	卖淫
premise	作出前提
paranormal	超过正常
nightmare	恶梦
chronically	长期地
puckery	易皱的
helluva	很大
out	显露出来
unadvisable	不得当的
betwixt	在其间
treatment	治疗
erode	使变化
quotative	引证的
supralittoral	岸上
typothetae	印刷工
eeoc	Enploymcnt
hemiacetal	半缩醛
cornemuse	风笛
flange	法兰
wearproof	耐用
popularize	普及
cesarian	罗马皇帝的崇拜者
ptilosis	睫毛脱落
tabouret	小凳子
geometric	几何
pieridine	粉蝶科的
concoctive	捏造的
scout	监视
menstrua	menstuum
placental	胎盘
aerodonetics	滑翔术
homicidal	有杀人嗜好
unsuspected	未被怀疑的
cholon	堤岸
bridgeable	可架桥的
destructive	破坏
computeracy	计算机知识
amazedly	惊奇地
promptitude	迅速
slender	苗条的
magellanic	以麦哲伦命名
underslung	重心低的
aerobacter	气杆菌
hedger	作套期保值的人
condition	使达到要求的情况
trinket	琐物
meerschaum	海泡石的烟斗
convolution	回旋
endoglobular	血球内
buccaneering	海盗
securable	可得到的
unlock	开着
ek	Eastman
warp	变弯
disestablishmentarian	主AblIFmEn`teErIEn张政教分离者
caprate	癸酸酯
jaywalking	走路不遵守交通规则
bacchic	狂欢狂饮
epicentral	震中的
postliminy	战后公民资格或财产的恢复权
abyssinian	依索比亚人
notification	布告
unordinary	不平常
splay	张开
polystyle	多柱式
definite	明确
paleocrystic	古结晶的
current	趋势
gunite	喷射的水泥砂浆
tail	在后面的
belted	装甲的
consubstantial	圣体共存说
bizen	ware备前窑陶器
alizarin	茜素
skeeler	三轮滑冰鞋
militant	积极从事或支持使用武力的
poe	Port
conjunction	联合
swagger	漂亮的
tuneable	可协调
consultative	咨询的
coarsely	粗俗
apivorous	食蜂的
wizardly	男巫的
asthenic	衰弱的
oyez	静听
simplehearted	天真无邪
confer	赠与
hep	Plastic
proprieties	礼节
wainscoting	壁板
flexible	易曲的
crinite	有毛发
unjustly	不义地
uat	Aeromaritime
foxhound	猎狐用猎狗
melodramatise	=melodramatize
hobbadehoy	青年
monoaminergic	单胺能
headquarter	以……作总部
mayhem	故意的伤害罪
msj	新闻学硕士
feretrum	圣骨箱
rich	丰富的
godhood	神格
frena	frenum的复数
spiffing	出色的
forgetive	能够创造发明
westerner	美国之西部的人
nasty	污秽的
struma	瘤
crackless	无裂痕
transaxle	驱动桥
seismographic	测震学
thundering	雷一般响亮的
inby	向中心
sulfurous	含有硫磺
gyrodynamics	陀螺动力学
ketolysis	解酮作用
lymphoblastic	成淋巴细胞
blandly	殷勤地
entoptic	眼内的
organic	组织的
vhs	Home
grotesquerie	滑稽可笑
eyeservice	赞赏的目光
wismar	维斯马
interscholastic	校际
importation	进口
ramate	分枝的
yamato	日本人
participate	分担
supermalloy	超透磁合金
heavy	繁重
hdcd	Definition
introspectionism	譳FE`nIstIk/
asc	of
odourless	没有气味的
chaffingly	戏弄
calathiform	凹陷
mavis	梅维斯
laryngitic	喉炎
merited	应
providence	上帝
collie	牧羊狗
sunscald	晒伤
axe	大削减
solstice	至
unlove	停止爱
conventionality	老一套
uae	Arab
nyet	不
planter	耕作者
suety	牛脂一样
strikebreaker	破坏罢工
unattached	独立的
mongrel	混血儿
nana	祖母
shammer	骗子
aquarius	宝瓶座
broad	露骨的
sinecure	闲职
whomp	撞击的声音
roofer	盖屋顶的人
lithic	结石的
rightness	正直
reward	酬劳
twerp	无用之人
frigate	护卫舰
fillet	肉片
spinous	多刺的
ventrad	向腹部
uncontested	无竞争
malleate	压延
jubilate	欢呼
scurrilous	嘴损的
pittypat	快步而行
hufuf	=Hofuf
affiliation	联系
fortification	要塞
mac	介质访问控制
bulkily	巨大地
amazingly	令人惊讶地
indiscretion	欠详虑
flatcar	平台货车
bridewell	牢狱
lighthearted	快乐的
livelock	活锁
instant	即时的
kelly	鲜绿色
harbourer	窝藏
headworker	劳心者
supraspinal	脊椎上
vascar	Visual
crankish	暴躁的
wave	波动
cresylic	甲酚的
analyzer	分析器
knowledgeware'	NULL)
pismire	蚂蚁
crutch	拐杖
ceremonial	正式
sequent	接续而来
unmixed	纯粹的
corneous	角质
mecopteran	长翅目昆虫
greenwood	未枯干的树
swiftlet	金丝燕
filiferous	有丝状物
schanz	小街垒
comtian	孔德的
circumnutation	回旋运动
sugi	日本雪松
gmt	Mean
elaeometer	油重计
aden	亚丁
chaste	有道德的
brazier	黄铜匠
mesothoracic	中胸
trustfully	深信不疑地
usphs	Health
kerygma	福音传道
beethovenian	贝多芬风格
coha	on
heliotropism	向日性
shoreward	面向岸
vegetative	生活呆板单调
disrepair	塌毁
optimistical	乐观的
muttonchop	络腮胡
nobly	高贵地
naughty	顽皮的
eggheaded	书呆子的
howff	居住
grandfatherly	祖父似
clink	发丁当声
ahf	antihemophilic
bailable	可保释的
paralytic	瘫痪病人
cameleer	骆驼夫
leftism	左倾行为
fireboard	壁炉遮板
conjugality	夫妇生活
permittivity	电容率
hermaphrodism	=hermaphroditism
push	奋发
usual	惯例
aerobium	需氧微生物
graciously	和蔼地
recessive	逆行的
matriculant	投考者
bailer	水斗
psammophilous	喜沙生物
bureau	局
routing	行程安排
ablaze	着火的
time	记录……的时间
veiling	罩以面纱
extent	范围
danish	丹麦
biquadratic	四次的
lark	灰黄色
ocap	Platform
amaranthine	不死的
tankfuls	一槽的物
encephalitogen	en`sefE9laItEEn/
resistible	可抵抗
petrolatum	石油冻
pochard	红头潜鸭
galleries	图表种类
myosotis	勿忘我属植物
transpire	使排出
trustily	诚实
anarchic	无法无天的
nobly	豪爽
undiscernible	无法看出
moosewood	条纹槭
racquet	球拍
rook	骗子
impressiveness	令人难忘
solar	太阳
benthamism	功利主义
topograph	X射线物相照片
deep	深的
communicative	无隐讳交谈的
churchianity	教派派性
lampyrid	萤科
numbing	使麻木的
shizuoka	静冈
unsurveyed	未测量过的
lydian	吕底亚
unstressed	无重音的
eutrophy	营养正常
recurrent	再发生的
duopsony	某产品的市场
paraphrastic	改写成容易明白
crush	变形
bespatter	溅污
monterey	蒙特里杰克干酪
regular	有秩序
button	钮扣
rowboat	划艇
recalcitrate	执拗
densometer	透气度测定仪
alinement	排成直线
consubstantiate	成为同体
tirelessly	不屈不挠地
nannyish	正人君子的
rateable	可评价的
underdoctored	医生不足
lenape	德拉瓦人
pocket	财
trailer	拖车
sled	雪橇
firn	粒雪
gonfalonier	旗手
bereave	使失去
coombe	狭谷
mythological	虚构
polygamize	多配偶化
disubstituted	二基取代了
downright	全然
conidial	无性孢子
solebar	底部过梁
aal	Layer
jingly	叮玲响的
extension	客观现实的
extravagantly	挥霍无度
bladder	球胆
surcoat	外套
drop	微量
crawl	徐徐行进
oxygen	氧
cinematheque	影片储藏室
belligerent	交战
discipular	追随者的
unitar	andResearch
soap	Protocol
escheat	承受转归领主的土
following	部下
psf	square
unido	联合国工业开发组织
lawrencium	铹
baudelairean	关于波德莱尔
factious	好搞派系的
washland	河漫滩
prf	recurrence
televisor	电视播放机
slantindicular	有点斜的
neighboring	接壤
horae	霍莉
deflection	偏转
polyonymosity	一物多名
scaddle	易惊
edge	锋
hyracoid	蹄兔
attractive	有魅力
stag	刚长大的雄家禽
unaffectionate	缺乏爱的
unvexed	沉着的
anomalism	变态
curvy	弯曲的
opsonify	=opsonize
zagazig	扎加齐格
lystrosaurus	水龙兽
sdk	Software
vealy	初生牛犊般的
cuish	腿甲
pernicious	有害的
synoptic	对观福音书的
algae	海藻
sasebo	佐世保
rosery	蔷薇园
alongside	横靠
iranian	伊朗
crudeness	天然的状态
deaconship	执事
nuke	以核子武器攻击
unfitted	宽的
chlorella	绿藻的一种
accessary	同谋
ligurian	利古里亚人的
nitty	愚蠢
airsick	晕机的
ghastful	恐怖
iou	借据
singlehanded	单枪匹马
jujutsu	柔术
identically	同一地
sungrazer	掠日彗星
labourite	英国劳工工党党员
epineurium	神经外衣
willowy	多柳树
noisily	吵闹地
bliny	blin
gks	Graphics
rudy	鲁迪
kenny	肯尼
tocopherol	维生素E
rotatory	引起旋转
virginian	弗吉尼亚州的人
firstling	首批东西
cc	Islands
gynaecocracy	女权政治
corpulency	庞大
plasmodium	疟原虫
mirthful	高兴的
deism	自然神教派
strisciando	滑唱的
conscript	被征入伍的士兵
earnest	热心
b2b	to
resplendently	灿烂
leopard	豹
reintroduction	再介绍
gox	gaseous
fluxional	不定的
bev	十亿电子伏
throat	嗓音
adolescent	青春期的
putter	混过
uscgr	States
superficialize	表面化地处理
protea	普罗梯亚木
ristocetin	瑞斯西丁素
nlrb	National
tiptilt	使尖端翘起
dry	变干
claudian	克劳狄的
service	保养
lepton	古希腊的最小硬币
rounding	凑整
lithosol	石质土
lice	虱子
deuterogenesis	后期发生
foregather	偶然碰见
chicanismo	墨西哥裔美国人的强烈民族自尊心
bait	以饵引诱
caesural	休止
pansexual	泛性
mete	边界
haphazardry	随意性
foliicolous	叶上生
pyuria	脓尿
spicy	加香料的
smear	污点
accredited	质量合格
irradicable	根深蒂固
crank	脾气暴燥
isoseismal	等震线的
gph	gallons
misperceive	误解
reiterative	反复的
acock	歪斜着
incandescency	白热
incogitable	无法想像
flay	抢夺
adelantado	州长或副州长
soberminded	自我节制的
goosegog	醋栗
planograph	用平版印
costalgia	肋骨痛
laudation	颂词
polymorphic	多形
fuzzy	失真
qualification	限制
heteronomous	受不同生长规律支配的
shrimp	小虾
eutrophied	超营养作用的
rrb	Railroad
abalienate	移转
marly	泥灰质
twaddle	闲聊
archivist	案卷保管人
teledata'	NULL)
teasy	令人恼火的
theomorphic	似神
stealthy	鬼鬼祟祟
functionality	功能性
sensually	好色
piezoresistivity	压电电阻效应
polygene	多基因
volatilization	发散
driftlessness	无定向
romaic	现代希腊语
bastinade	棒打
unturned	未颠倒的
exoteric	开放的
vocally	用口头
sapor	味道
intuitivist	=intuitionist
cover	涂
mitigatory	减轻的
lcvp	craft
hulled	有船身的
congeniality	同精神
winter	冬季
rosemalt	=rosemaled
pistillate	只有雌蕊
associability	交感性
