advisee	受教授指导选课的学生
harem	闺房
harem	闺房里的妻妾群
harem	为一个雄性动物所控制的许多雌性动物
chrysolite	贵橄榄石
instructive	有益的
instructive	有益
instructive	教育性的
instructive	教育性
waterret	用水浸
lysogen	溶原性细菌
crapola	胡扯
crapola	骗人的大话
placeholder	占位符
formulae	formula的复数
formulae	见formula
autochthonous	本土的
autochthonous	本土
autochthonous	土著的
autochthonous	土著
popularise	=popularize
tintinnabulum	铃
tintinnabulum	小铃铛
partita	变奏曲
partita	组曲
foiling	叶形饰
sovietization	苏维埃化
knockdown	极低的
knockdown	极低
knockdown	猛的
knockdown	猛
knockdown	可拆开的
knockdown	可拆开
knockdown	价格的压低
knockdown	船的破损
ichthyosaurus	鱼龙
andamanese	安达曼人的
andamanese	安达曼人
chipewyan	奇帕维安族
speechway	某种特有的语言方式
blandness	温柔
blandness	爽快
implicate	使牵连其中
implicate	含意
implicate	暗示
implicate	包含的东西
haematic	血的
haematic	血
haematic	作用于血的药物
nondense	疏的
nondense	疏
nondense	无处稠密的
nondense	无处稠密
airward	向上地
airward	向上
airward	朝上地
airward	朝上
pyridoxine	维生素B6
odorimeter	气味计
teleradiography	远距X线照相术
alar	翅状的
alar	翅状
alar	翼的
alar	翼
alar	腋下的
alar	腋下
buchenwald	布痕瓦尔德
bedworthy	值得带上床一起睡觉的
bedworthy	值得带上床一起睡觉
tourney	马上比武
tourney	参加马上比武
curvous	弯曲的
curvous	弯曲
nell	内尔
petalon	金片
addition	加
addition	加起来
addition	增加物
addition	增加
addition	加法
voluntarism	自愿捐助主义
voluntarism	实行志愿兵役制的主张
voluntarism	唯意志论
citrullin	瓜氨酸
menta	mentum的复数
execrably	恶劣地
execrably	恶劣
execrably	可恨地
execrably	可恨
nonreactive	无电抗性的
nonreactive	无电抗性
nonreactive	不反应的
nonreactive	不反应
recipience	领受
recipience	容纳
anele	临终涂油
copacetic	极好的
copacetic	极好
lljj	Lords
lljj	Justices
hispidulous	具短硬毛的
hispidulous	具短硬毛
dactylic	长短格的
dactylic	长短格
unmitigated	未缓和的
unmitigated	未缓和
wrangel	弗兰格尔岛
gallimaufry	杂凑
gallimaufry	搀杂
enate	母系亲戚
enate	母系的
enate	母系
join	参加
join	结合
join	加入
join	连接
join	结合
join	参加
join	加入
join	连接
join	结合
join	接合点
join	用子目录名取代驱动器符
inanimation	没有生命
inanimation	不活动
inanimation	不活泼
vm	Virtual
vm	Machine
vm	虚拟机
victual	食物
victual	给……供应储备食物
victual	吃
victual	贮藏
dicrotisc	二波的
dicrotisc	二波
dicrotisc	量重搏脉的
dicrotisc	量重搏脉
goaltender	守门员
aciculate	有刺的
aciculate	有刺
aciculate	针状的
aciculate	针状
aciculate	粗面的
aciculate	粗面
philippi	腓力比
atoxic	非毒的
atoxic	非毒
sonorously	朗朗地
sonorously	朗朗
sonorously	响亮地
sonorously	响亮
craped	绉纱的
craped	绉纱
craped	戴黑绉纱的
craped	戴黑绉纱
dolefulness	悲哀
dolefulness	寂寞
estrange	疏远
palpal	须的
palpal	须
palpal	须肢的
palpal	须肢
hutchie	临时帐篷
ablepsia	失明
ablepsia	视觉缺失
regressive	回归的
regressive	回归
conditionality	受限制性
conditionality	制约性
fluidonics	射流学
fluidonics	流体学
fluidonics	射流技术
fluidonics	流控技术
psf	pounds
psf	per
psf	square
psf	foot
psf	磅[平方英尺
ruffian	流氓
ruffian	恶棍
ruffian	无赖
ruffian	凶恶的
ruffian	凶恶
ruffian	残暴的
ruffian	残暴
ruffian	无法无天的
ruffian	无法无天
schwa	中性元音的名称
joltily	摇动地
joltily	摇动
academize	使……成为刻板传统的
academize	使……成为刻板传统
faltering	犹豫的
faltering	犹豫
faltering	支吾的
faltering	支吾
faltering	蹒跚的
faltering	蹒跚
dualistic	二元的
dualistic	二元
haida	海达族人
gynecoid	=gynaecoid
monoglot	使用单一语言的
monoglot	使用单一语言
jiff	瞬间
aeolotropy	各向异性
aeolotropy	有方向性
commiserate	怜悯
commiserate	同情
grandiose	宏伟的
grandiose	宏伟
grandiose	堂皇的
grandiose	堂皇
grandiose	宏大的
grandiose	宏大
caroline	卡罗琳
imperialization	帝制
imperialization	帝国主义专横
disfavour	讨厌
disfavour	不赞成
disfavour	失宠
disfavour	不赞成
disfavour	冷待
cadmiferous	含镉的
cadmiferous	含镉
cordial	兴奋剂
cordial	兴奋性饮料
cordial	热忱的
cordial	热忱
cordial	诚恳的
cordial	诚恳
cordial	兴奋的
cordial	兴奋
zoetic	有生命的
zoetic	有生命
zoetic	有生气的
zoetic	有生气
chicom	中共分子
shiner	发光体
shiner	打伤的黑眼圈
notate	以符号表示
notate	把……
notate	写成记号
craniometrical	头盖测量的
craniometrical	头盖测量
tatter	碎布
heteronymously	相关而异名地
heteronymously	相关而异名
debouchment	流出
debouchment	走出
debouchment	河口
bulbiferous	生球根的
bulbiferous	生球根
palmer	朝圣者
palmer	游方僧
poddy	人工喂养的幼畜
extenuative	使减轻的
extenuative	使减轻
extenuative	情有可原的
extenuative	情有可原
carangoid	参科鱼类
phenix	凤凰
phenix	不死鸟
phenix	绝代佳人
comically	滑稽地
comically	滑稽
comically	诙谐地
comically	诙谐
unformat	恢复格式化
unformat	恢复被意外格式化的磁盘
hoggery	养猪场
hoggery	猪一样的贪娈行为
rockfest	摇滚音乐节
fladge	鞭打
seagoing	适于远航的
seagoing	适于远航
backslide	倒退
backslide	倒退
unquestionably	无疑地
unquestionably	无疑
unquestionably	无可非议地
unquestionably	无可非议
flamboyance	华丽
flamboyance	火焰
ceraceous	蜡状的
ceraceous	蜡状
ceraceous	蜡质的
ceraceous	蜡质
awkwardness	笨拙
awkwardness	不雅观
gallbladder	胆囊
laudability	值得赞美
laudability	值得称赞
dst	Drive
dst	Self
dst	Test
dst	驱动器自我测试
whitefish	鲑鱼的一种
whitefish	白色的鱼
glycerol	甘油
glycerol	丙三醇
weatherglass	晴雨表
weatherglass	温度计
palmation	手掌状
wrapping	包装纸
wrapping	包装材料
wrapping	包装用的
wrapping	包装用
daughterhood	女儿身份
daughterhood	女儿时期
monocrat	独裁者
monocrat	独裁主义者
istria	伊斯的利亚
tolerance	公差
tolerance	宽容
tolerance	忍受
tolerance	容忍
tolerance	规定公差
panmunjom	板门店
elusive	难懂的
elusive	难懂
elusive	难捉摸的
elusive	难捉摸
elusive	易忘的
elusive	易忘
breezily	微风地
breezily	微风
breezily	活泼轻松地
breezily	活泼轻松
talky	说话过多的
talky	说话过多
talky	多对话的
talky	多对话
gemmaceous	像芽体的
gemmaceous	像芽体
begob	=begad
bagwash	初洗
bagwash	初洗洗衣店
octodecimo	十八开纸
octodecimo	十八开
substructure	基础
quadrivial	之一
quadrivial	四路交叉的
quadrivial	四路交叉
quadrivial	四高级学科的
quadrivial	四高级学科
artificially	人工
eximious	优良的
eximious	优良
eximious	超凡的
eximious	超凡
eximious	卓越的
eximious	卓越
eximious	杰出的
eximious	杰出
decomposite	再混合物
marsupialize	给……造袋
vitrify	使成玻璃状
vitrify	变成玻璃物体
alcoran	古兰经
manor	领地
manor	领
manor	庄园
dimensional	空间的
dimensional	空间
pyorrhoea	脓漏
pyorrhoea	脓溢
substruction	基础
substruction	下部结构
substruction	地下建筑
coexecutor	共同执行人
amyotrophia	肌萎缩
achaean	亚该亚的
achaean	亚该亚
achaean	希腊的
achaean	希腊
achaean	亚该亚人
achaean	希腊人
flagging	铺砌石板
flagging	铺石材料
flagging	石板路
flagging	下垂的
flagging	下垂
flagging	衰弱的
flagging	衰弱
flagging	委顿的
flagging	委顿
flagging	逐渐衰退的
flagging	逐渐衰退
ermentrude	厄门特鲁德
dinitrophenol	二硝基酚
delaney	amendment
delaney	Delaney
delaney	clause
delaney	德莱尼修正案
noways	一点……也不
noways	决不……
consols	统一公债
methylmercury	甲基水银
rascally	流氓的
rascally	流氓
rascally	无赖的
rascally	无赖
rascally	卑鄙的
rascally	卑鄙
rascally	无赖地
rascally	无赖
magellan	麦哲伦海峡
tripod	三脚桌
tripod	三脚架
procaryotic	原核的
procaryotic	原核
finland	芬兰
regosol	粗骨土
bribability	有贿赂的可能
bribability	易受贿
cetaceum	鲸脑
malayan	马来人的
malayan	马来人
riprap	乱石堆
riprap	用乱石加固
felspathic	长石的
felspathic	长石
felspathic	像长石的
felspathic	像长石
glanders	鼻疽病
glanders	马鼻疽
ragbag	装破布的袋
rainwater	雨水
rainwater	软水
euthermic	发热的
euthermic	发热
principial	最初的
principial	最初
principial	原始的
principial	原始
advocation	拥护
advocation	支持
postirradiation	辐照后的
postirradiation	辐照后
swami	偶像
swami	专家
swami	学者
swami	哲人
prix	奖金
prix	价格
unsharp	钝的
unsharp	钝
unsharp	不锐利的
unsharp	不锐利
unsharp	不清晰的
unsharp	不清晰
unsharp	不明显的
unsharp	不明显
zurich	苏黎世
paracusis	听觉倒错
paracusis	错听
acromegalic	肢端肥大症患者的
acromegalic	肢端肥大症患者
acromegalic	肢端肥大症患者
nutlet	小坚果
nutlet	果仁
censure	责难
censure	责难
wilmer	威尔默
bequest	遗产
bequest	遗赠
foaly	怀驹的
foaly	怀驹
choriamb	扬抑抑扬格
choriamb	长短短长格
sniffle	鼻子哼哼的做声
sniffle	抽鼻涕
sniffle	抽鼻子
lodgment	沉淀
lodgment	贮存
tennist	网球运动员
volant	会飞的
volant	会飞
volant	迅速的
volant	迅速
legibility	易读性
legibility	易辨认
legibility	易理解
pushing	有进取心的
pushing	有进取心
pushing	有冲劲的
pushing	有冲劲
pushing	急切的
pushing	急切
volcanicity	火山性
volcanicity	火山现象
volcanicity	火山活动
baganda	巴干达人
copremic	毒毒血症的
copremic	毒毒血症
unprophetic	非预言的
unprophetic	非预言
unprophetic	非预示的
unprophetic	非预示
unprophetic	非正确预见的
unprophetic	非正确预见
solemnity	严肃
solemnity	一本正经
unable	不能的
unable	不能
unable	不会的
unable	不会
painfully	痛苦地
painfully	痛苦
exclamatory	叫喊的
exclamatory	叫喊
exclamatory	感叹的
exclamatory	感叹
exclamatory	惊叹的
exclamatory	惊叹
devotional	专心的
devotional	专心
devotional	献身的
devotional	献身
devotional	信仰的
devotional	信仰
devotional	虔诚的
devotional	虔诚
devotional	祷告的
devotional	祷告
speediness	快速
speediness	迅速
abaddon	地狱
abaddon	魔鬼
vinification	葡萄酒酿造法
reviler	辱骂者
reviler	漫骂者
runelike	像北欧古文字的
runelike	像北欧古文字
sikh	印度锡克教徒
proprieter	社长
clochard	钟楼
bp	Beep
bp	Pager
bp	呼机
bp	俗称BB机
everlasting	永恒的
everlasting	永恒
everlasting	持久的
everlasting	持久
everlasting	无止境的
everlasting	无止境
everlasting	耐用的
everlasting	耐用
roofscaping	屋顶景观美化
synch	=sync
kinaesthesia	动觉
kinaesthesia	运动感觉
rebutment	辩驳
rebutment	举反证
harelip	兔唇
deathtrap	危险的地方
deathtrap	危险的建筑物
eutomous	有明显解理的
eutomous	有明显解理
eutomous	容易解裂的
eutomous	容易解裂
eutomous	裂隙清楚的
eutomous	裂隙清楚
scapement	擒纵轮
mise	协定
electrosensory	电感的
electrosensory	电感
labe	拉贝河
labe	为Elbe之捷克文名称
problematic	问题的
problematic	问题
problematic	有疑问的
problematic	有疑问
hebron	希布伦(即哈利勒
bytom	比托姆
maldistribution	分布不均
submental	颏下的
submental	颏下
hakka	客家
hakka	客家人
hakka	客家语
sodalist	慈善团体成员
tope	佛塔
tope	翅鲨
tope	豪饮
unperceptive	无识别力的
unperceptive	无识别力
unperceptive	无感觉的
unperceptive	无感觉
animating	鼓舞生气的
animating	鼓舞生气
animating	启发的
animating	启发
nights	夜间
volumetry	容量分析
vera	=very
vera	Vera
vera	维拉
restitute	复原
restitute	归还
eventful	变故多的
eventful	变故多
eventful	重要的
eventful	重要
eventful	多事的
eventful	多事
eventful	多事的
eventful	多事
eventful	充满大事的
eventful	充满大事
interdependent	ly//
interdependent	相互依赖
interdependent	相互依赖的
interdependent	相互依赖
interdependent	坏
interdependent	相互依存地
interdependent	相互依存
planoblast	浮游水母
feneration	高利贷
cardiotoxic	心脏中毒的
cardiotoxic	心脏中毒
hyperkinesis	=hyperkinesia
introgress	基因渗入
introgress	种质渗入
solenoid	螺线管
eastwards	东方地
eastwards	东方
eastwards	向东方地
eastwards	向东方
riddlemeree	胡言乱语
angiosperm	被子植物
apartment	公寓住宅
apartment	单元住宅
apartment	房间
stadia	视距
stadia	视距仪器
stadia	stadium的复数
salishan	萨利希语组
slab	厚平板
slab	厚片
slab	混凝土路面
slab	板层
slab	把……分成厚片
slab	用石板铺
nitwit	笨人
nitwit	傻子
bedell	捧持校长权标的属员
oxaloacetic	草酰乙酸的
oxaloacetic	草酰乙酸
hlf	Heart
hlf	and
hlf	Lung
hlf	Foundation心肺基金会
undermanned	人员不足的
undermanned	人员不足
undermanned	船员不足的
undermanned	船员不足
supe	=super
allpowerful	有无上权力的
allpowerful	有无上权力
allpowerful	最强大的
allpowerful	最强大
allpowerful	全能的
allpowerful	全能
perihelion	近日点
sweepforward	前掠
sweepforward	前掠角
electrophoretogram	电泳图
cornett	=cornetto
noway	一点……也不
noway	决不……
xanthian	赞西亚的的
xanthian	赞西亚
hennery	养鸡场
semisecret	半秘密的
semisecret	半秘密
underactivity	不够活跃
underactivity	缺乏活动
klick	公里
lingam	男性生殖器像
desorb	使……释放出吸收之物
vsat	Very
vsat	Small
vsat	Aperature
vsat	Terminal
vsat	VSAT卫星通信系统
tripinnate	三回羽状的
tripinnate	三回羽状
abm	AntiBallistic
abm	Missile
abm	反弹道导弹
abm	Asynchronous
abm	Balanced
abm	Mode
abm	异步对称模式
dichotomize	对分
dichotomize	二分
transmit	传输
transmit	转送
transmit	传达
transmit	传导
transmit	发射
transmit	遗传
transmit	传播
transmit	发射信号
transmit	发报
sandunga	萨恩杜加舞
bioscience	生物科学
threat	恐吓
threat	凶兆
threat	威胁
wareroom	商品展销室
wareroom	商品储藏室
biquinary	二五混合进制的
biquinary	二五混合进制
hjs	hic
hjs	jacet
hjs	sepultus这里埋葬着
paddington	帕丁顿
motorial	运动的
motorial	运动
motorial	发动的
motorial	发动
motorial	运动神经的
motorial	运动神经
penetration	穿过
penetration	渗透
penetration	突破
stereotype	铅版
stereotype	陈腔滥调
stereotype	老套
stereotype	使用铅版
stereotype	套用老套
stereotype	使一成不变
grandfatherly	祖父似的
grandfatherly	祖父似
grandfatherly	慈祥的
grandfatherly	慈祥
skelter	急匆匆地跑
skelter	往前冲
ostium	口
ostium	门口
sanious	脓液的
sanious	脓液
sanious	由脓液构成的
sanious	由脓液构成
sanious	排出脓液的
sanious	排出脓液
unspoiled	未损坏的
unspoiled	未损坏
unspoiled	未宠坏的
unspoiled	未宠坏
gid	眩倒病
elyseeologist	法国问题专家
ileum	回肠
georgette	一种极薄的透明细纱
georgette	乔其纱
gertie	格蒂
hypophloeodal	生成长在树皮下的
hypophloeodal	生成长在树皮下
hypophloeodal	皮层下的
hypophloeodal	皮层下
mantelet	小斗蓬
keelage	停泊税
keelage	入港税
furfuraceous	似麸的
furfuraceous	似麸
furfuraceous	糠的
furfuraceous	糠
rewire	再接电线
rewire	再打电报
globalism	全球主义
globalism	全球政策
veratric	藜芦酸的
veratric	藜芦酸
unslum	拆除
unoffended	未被冒犯的
unoffended	未被冒犯
unoffended	未被得罪的
unoffended	未被得罪
unoffended	不生气的
unoffended	不生气
aclinic	无倾角的
aclinic	无倾角
aclinic	水平的
aclinic	水平
sonicguide	=sonic
sonicguide	guide
hamhung	咸兴
plush	长毛绒
plush	长毛绒做的
plush	长毛绒做
plush	豪华的
plush	豪华
plush	舒服的
plush	舒服
dprk	Democratic
dprk	People''s
dprk	Republic
dprk	of
dprk	Korea
dprk	朝鲜民主主义人民共和国
affectivity	情感作用
affectivity	情感性的
affectivity	情感性
hoard	储藏
abiogenetic	自然发生的
abiogenetic	自然发生
abiogenetic	偶发的
abiogenetic	偶发
abiogenetic	自然发生论的
abiogenetic	自然发生论
abiogenetic	自然发生的
abiogenetic	自然发生
abiogenetic	无生源说的
abiogenetic	无生源说
forgery	伪造物
forgery	伪造罪
forgery	伪造
hummer	发嗡嗡声的东西
hummer	蜂鸟
gaia	=Gaea
erotological	色情文学的
erotological	色情文学
erotological	色情文艺的
erotological	色情文艺
gunpowder	黑色火药
gunpowder	有烟火药
exclusivism	排外主义
exclusivism	专有主义
monadic	单孢体的
monadic	单孢体
monadic	单细胞生物的
monadic	单细胞生物
expurgatorial	修订的
expurgatorial	修订
while	一会儿
while	时间
while	当……的时候
while	虽然
while	消磨
while	直到
destool	废除
frere	兄弟
frere	团友
salic	撒利族的
salic	撒利族
chickee	棕榈叶顶棚屋
underperform	表现不佳
underperform	工作不如预期
erythrism	红须发
erythrism	异常的红色素沉着
areographer	说明火星形状的人
tway	天汇汉字系统
nephogram	云图
loppy	无力地下垂的
loppy	无力地下垂
testament	遗嘱
handbag	手提包
saxophonist	萨克斯管吹奏者
gunite	压力喷浆
gunite	喷射的水泥砂浆
monroeism	门罗主义
inculcator	教诲者
unlanded	没有地的
unlanded	没有
unlanded	不拥有土地的
unlanded	不拥有土
salvable	可救的
salvable	可救
craze	狂热
flouncing	荷叶边
flouncing	薄纱绉褶边
paleography	古文书
paleography	古文书学
biohazard	生物危害
lamergeyer	髭兀鹰
clearcole	底胶
epicritic	精细觉的
epicritic	精细觉
clicket	弹簧锁
clicket	弹簧锁钥匙
paramagnetism	顺磁性
unimproved	未加改良的
unimproved	未加改良
unimproved	未耕种的
unimproved	未耕种
tardy	拖拉非
electrolyte	电解
electrolyte	电解液
hippophagistical	食马肉的
hippophagistical	食马肉
hypotenuse	直角三角形之斜边
komatik	爱斯基摩人用狗拉雪橇
bushmanship	=bushcraft
hodoscope	描迹仪
hodoscope	宇宙射线描迹仪
comb	梳子
comb	梳
comb	鸡冠
comb	蜂巢
comb	梳
comb	搜索
sleeping	睡眠
sleeping	睡着的
sleeping	睡着
enable	使能够
enable	授予权利或方法
guts	狼吞虎咽
guts	贪婪地吃
guts	飞碟游戏
inspection	检查
inspection	视察
appellation	名称
appellation	称呼
sequin	作衣服饰物用之小金属片
sequin	古威尼斯金币
receptive	善于接受的
receptive	善于接受
receptive	能接纳的
receptive	能接纳
dhole	凶猛的野犬
damoclean	达摩克利斯的
damoclean	达摩克利斯
damoclean	危险临头的
damoclean	危险临头
amur	阿穆尔河
crura	腿
crura	下肢
crura	似腿的部分
anthropophobia	怕与人为伍症
anthropophobia	人类恐怖症
jeepable	可通行吉普车的
jeepable	可通行吉普车
metalware	金属器皿
ruminator	好思考的人
ruminator	沉思默想的人
hussy	贱妇
hussy	轻佻或粗野的女子
creamware	奶油色陶器
granuliform	具颗粒状结构的
granuliform	具颗粒状结构
stringboard	楼梯斜梁侧板
crusado	有十字架花样的银币
thesis	论题
thesis	论文
ideaed	主意多的
ideaed	主意多
zi	zone
zi	of
zi	interior后方地带
zi	美国本土
autism	自我中心主义
autism	孤独症
cassini	卡西尼
steak	肉
steak	鱼
steak	肉片
steak	鱼片
steak	肉排
steak	牛排
acoustic	有关声音的
acoustic	有关声音
acoustic	声学的
acoustic	声学
acoustic	音响学的
acoustic	音响学
plantation	耕地
plantation	耕
plantation	种植园
plantation	大农场
plantation	森林
plantation	人造林
plantation	殖民
slogger	猛击者
slogger	乱打者
hominoid	人科之动物
hominoid	人的
hominoid	人
hominoid	似人猿的
hominoid	似人猿
eucalyptol	桉树脑
eucalyptol	桉油精
desultorily	杂乱无章地
desultorily	杂乱无章
desultorily	散漫地
desultorily	散漫
coulter	犁刀
yesterdayness	近来
pixel	像素
hygiene	卫生
hygiene	卫生学
punctuate	加标点于
punctuate	不时打断
punctuate	使用标点
punctuate	加标点
homostyly	花柱同长
homostyly	花柱等长
swingeing	有力的
swingeing	有力
swingeing	巨大的
swingeing	巨大
swingeing	激烈的
swingeing	激烈
swingeing	猛烈的
swingeing	猛烈
swingeing	极大的
swingeing	极大
concoction	调合
concoction	混合
concoction	调合物
oxidize	氧化
epibolic	外包的
epibolic	外包
coxalgy	=coxalgia
belly	腹部
belly	胃
belly	涨满
corporativism	=corporatism
subjoin	增补
subjoin	附加
overinterpretation	引申过甚的解释
overinterpretation	不够合理的阐释
alleviant	缓和剂
bemud	使迷糊
minipark	小公园
cockspur	鸡距
italian	意大利人
italian	意大利语
italian	意大利的
italian	意大利
italian	意大利语的
italian	意大利语
italian	意大利文化的
italian	意大利文化
misexplain	错误解释
hairnet	发网
windsurf	风帆冲浪
sneery	嗤笑的
sneery	嗤笑
sneery	讥讽的
sneery	讥讽
poloist	马球比赛者
ferdelance	一种大毒蛇
ssafa	Soldiers''
ssafa	Sailors''
ssafa	and
ssafa	Airmen''s
ssafa	Families
ssafa	Association
ssafa	陆海空军三军士兵家属协会
footstock	=tailstock
conceivable	可能的
conceivable	可能
conceivable	想得到的
conceivable	想得到
conceivable	可想像的
conceivable	可想像
agley	斜斜地
agley	斜斜
agley	弯曲地
agley	弯曲
opisthenar	手背
philomena	菲洛米娜
dishpan	洗碟盆
airhop	短程空中旅行
airhop	乘飞机短程旅行
ceorl	自由民中最下层的人
theater	剧场
theater	戏院
theater	电影院
theater	阶梯教室
theater	手术教室
theater	手术室
theater	全体观众
theater	戏剧
toneme	调素
toneme	调位
integrase	整合酶
argent	银
argent	银的
argent	银
argent	银色的
argent	银色
argent	象银的
argent	象银
torrid	热带的
torrid	热带
superheat	使过热
superheat	过热
buses	公共汽车
shippen	牛棚
shippen	牛舍
favourite	特别喜爱的
favourite	特别喜爱
favourite	中意的
favourite	中意
favourite	特别喜爱的
favourite	特别喜爱
contagion	传染
contagion	传染病
contagion	蔓延
contagion	歪风
contagion	腐化
rarified	=rarefied
sericin	丝胶
bubonic	腹股沟腺炎的
bubonic	腹股沟腺炎
spizzerinctum	劲头
spizzerinctum	雄心壮志
eloise	埃勒维兹
wellspring	水源
wellspring	泉源
acoustician	声学家
prealtar	圣坛前的
prealtar	圣坛前
prealtar	祭坛前的
prealtar	祭坛前
hallucinatory	幻觉的
hallucinatory	幻觉
hallucinatory	引起幻觉的
hallucinatory	引起幻觉
osteria	客栈
osteria	旅店
superincumbent	横在上面的
superincumbent	横在上面
superincumbent	在上面的
superincumbent	在上面
superincumbent	自上而下的
superincumbent	自上而下
chagrin	懊恼
chagrin	气愤
chagrin	委屈
inconstantly	易变地
inconstantly	易变
inconstantly	不稳定地
inconstantly	不稳定
orthorhombic	正交的
orthorhombic	正交
orthorhombic	斜方晶系的
orthorhombic	斜方晶系
cock	公鸡
cock	雄鸟
cock	头目
cock	龙头
cock	阴茎
cock	使耸立
cock	使竖起
cock	堆成锥形
cock	大摇大摆地走
cock	翘起
salve	药膏
salve	涂油膏
gastroscope	胃窥镜
gastroscope	胃窥器
fenderless	无防撞物的
fenderless	无防撞物
fenderless	无挡板的
fenderless	无挡板
determinately	确定地
determinately	确定
determinately	有限花序地
determinately	有限花序
semischolastic	半教育的
semischolastic	半教育
semischolastic	半学术的
semischolastic	半学术
boughpot	大花瓶
boughpot	花束
technicalization	技术化
technicalization	专门化
prehistorian	史前史学家
prehistorian	史前学家
tonsillotomy	扁桃体切开术
tonsillotomy	扁桃体部分切除术
stereopticon	立体感幻灯机
stereopticon	立体感投影仪
depressingly	抑压地
depressingly	抑压
depressingly	郁闷地
depressingly	郁闷
piedmontite	红帘石
alimental	食物的
alimental	食物
alimental	富有养分的
alimental	富有养分
pukeko	紫水鸡
fifteenth	第十五的
fifteenth	第十五
preindustrial	未工业化的
preindustrial	未工业化
preindustrial	工业化前的
preindustrial	工业化前
earhole	耳孔
rheologist	流变学家
dhoti	腰布
photophilous	喜光的
photophilous	喜光
photophilous	嗜光的
photophilous	嗜光
photophilous	适光的
photophilous	适光
feticidal	打胎的
feticidal	打胎
feticidal	堕胎的
feticidal	堕胎
underactor	次要演员
sulfuryl	=sulphuryl
severely	严格地
severely	严格
severely	激烈地
severely	激烈
equivalent	相等的
equivalent	相等
equivalent	相当的
equivalent	相当
equivalent	同意义的
equivalent	同意义
equivalent	等价物
equivalent	相等物
dextrous	机巧的
dextrous	机巧
dextrous	巧妙的
dextrous	巧妙
incursionary	侵略的
incursionary	侵略
incursionary	侵犯的
incursionary	侵犯
ecdysone	蜕皮激素
ecdysone	蜕化素
zig	之字形
zig	转弯
atremble	发抖的
atremble	发抖
atremble	颤抖的
atremble	颤抖
atremble	发抖地
atremble	发抖
pulpitry	布道
pulpitry	说教
salvatore	塞尔瓦托
langton	兰顿
horsewhip	马鞭
horsewhip	用马鞭鞭打
horsewhip	惩罚
overkind	过于友好的
overkind	过于友好
overkind	过分仁慈的
overkind	过分仁慈
indefatigably	不厌倦地
indefatigably	不厌倦
indefatigably	不屈不挠地
indefatigably	不屈不挠
mhw	mean
mhw	high
mhw	water
mhw	平均高水位
mhw	平均高潮
deterrence	挽留的事物
deterrence	妨碍物
timberhead	船肋骨端头
biography	传记
valuta	币值
valuta	可使用的外汇总值
atwitter	紧张的
atwitter	紧张
atwitter	兴奋的
atwitter	兴奋
francine	弗朗辛
shallot	葱
galvanoplasty	电版术
galvanoplasty	电铸法
terahertz	太
debeak	切去的嘴尖
debeak	去喙
oreo	"白心"黑人
oreo	奥利奥奶油夹心巧克力饼干
mashlam	=maslin
unlock	开……锁
unlock	开启
unlock	显露
unlock	放开
unlock	开着
unlock	解开
unlock	解出锁定
pincushion	针垫
undertread	底胎面
loon	懒人
loon	笨蛋
loon	潜鸟
virucide	=viricide
ergodic	各态历经的
ergodic	各态历经
baccalaureate	学士学位
baccalaureate	在毕业典礼上对毕业班所作的告别讲话
approximative	近似的
approximative	近似
approximative	接近的
approximative	接近
bandeau	细带
kronshtadt	喀琅施塔得
kronshtadt	喀琅施塔
wraith	鬼魂
noncontent	英国上议院中投反对票的议员
festination	慌张步伐
knotwork	编结工艺品
sinoite	氧氮硅石
actinoid	放射线状的
actinoid	放射线状
nautical	船员的
nautical	船员
nautical	船舶的
nautical	船舶
nautical	海上的
nautical	海上
nautical	航海的
nautical	航海
nautical	海军的
nautical	海军
antichristianism	反基督
antichristianism	反基督教
dofunny	那东西
dofunny	小附件
nailbrush	指甲刷
eggar	=egger
marduk	马杜克
toadeating	谄媚
toadeating	奉承
toadeating	谄媚的
toadeating	谄媚
toadeating	拍马的
toadeating	拍马
gavelkind	一种土地、财产继承制度或习惯
quiescent	静止的
quiescent	静止
unstudied	非娇揉造作的
unstudied	非娇揉造作
unstudied	未学过的
unstudied	未学过
unstudied	不懂的
unstudied	不懂
phonematic	音位的
phonematic	音位
phonematic	音位学的
phonematic	音位学
sinaean	=Chinese
lactam	内酰胺
lactam	乳胺
refix	再设立
refix	重新装设
refutable	可驳倒的
refutable	可驳倒
syndrome	综合病症
aconitine	乌头碱
submersion	淹没
antecessor	前任者
antecessor	前辈
rapeseed	油菜籽
ultracritical	过于批评的
ultracritical	过于批评
ultracritical	吹毛求疵的
ultracritical	吹毛求疵
volcaniclastic	火山碎屑的
volcaniclastic	火山碎屑
jeton	投币电话筹码
kharkov	哈尔科夫
kitchensink	刻划现代生活不光明的一面的
kitchensink	刻划现代生活不光明的一面
ovariotomy	卵巢切开
ovariotomy	卵巢切除
spelunker	业余性质的洞窟探勘者
tenson	吟诗比赛
tenson	论争诗
neilsbed	针床
neilsbed	针座
heatproof	抗热的
heatproof	抗热
wardenship	warden之职权
moratorium	延期偿付
moratorium	延期偿付期间
specializing	专攻
taa	Technical
taa	Assistance
taa	Administration
taa	技术援助管理处
flamboyantism	过份华丽的格调
iniquitious	邪恶的
iniquitious	邪恶
iniquitious	极不公正的
iniquitious	极不公正
leonis	Leo的所有格
rathaus	市议会厅
rathaus	镇议会厅
expiator	偿罪者
expiator	补偿者
gerontophobia	恐老
gerontophobia	赠恨老人
explicitly	明白地
explicitly	明白
