karstology	岩溶学
harpoon	鱼叉
harpoon	用鱼叉叉
harpoon	用鱼叉捕获
minaret	尖塔
workshop	车间
workshop	工场
arabin	阿拉伯树胶酸
stylostixis	=acupuncture
basseterre	巴斯特尔
scincoid	石龙子的
scincoid	石龙子
scincoid	似石龙子的
scincoid	似石龙子
zealousness	热心
zealousness	热忱
overdrop	掉在……的上面
overdrop	悬于……的上方
overdrop	遮暗
overdrop	使相形见绌
hemimetabolism	半变态
starriness	满天星斗
starriness	星一样的闪烁
starriness	星形状
decerebrate	去
shypoo	劣质酒
shypoo	出售劣质酒的小酒店
blowhole	呼吸孔
blowhole	喷水孔
blowhole	通风孔
blowhole	通气孔
dyestuff	染料
bide	居住
bide	滞留
bide	忍受
fiddlesticks	胡说
woodrow	伍德罗
sundog	假日
sundog	幻日
hackberry	朴树的一种
hackberry	朴树材
hackberry	朴树果
ironware	铁器
ironware	金属器具
arsenate	砒酸盐
arsenate	砷酸盐
rehumidify	使再潮湿
outwear	比……经久
outwear	使筋疲力尽
outwear	用旧
filligree	金银细丝工艺
conduction	传导
icelander	冰岛人
halakha	=Halachah
modulability	调制能力
tlac	钱
harmonium	小风琴
harmonium	脚踏式风琴
inflorescence	开花
inflorescence	花
inflorescence	花序
judoman	=judoka
chowhound	贪吃的人
soft	软的
soft	软
soft	柔软的
soft	柔软
soft	温和的
soft	温和
soft	温柔的
soft	温柔
soft	不含酒精的
soft	不含酒精
soft	软件
trivandrum	特里凡得琅
twilight	黎明
twilight	微光
twilight	略知
twilight	微明的
twilight	微明
twilight	黄昏的
twilight	黄昏
twilight	黎明的
twilight	黎明
twilight	模糊的
twilight	模糊
phytotomy	植物解剖学
bloater	腌熏鲱鱼
shortish	稍短的
shortish	稍短
shortish	显得短的
shortish	显得短
comstockian	严格查禁伤风败俗文艺作品的
comstockian	严格查禁伤风败俗文艺作品
biddy	小鸡
biddy	母鸡
biddy	女佣人
avoirdupois	常衡
avoirdupois	重量
avoirdupois	体重
arpnet	argentine
arpnet	science
arpnet	retwork
arpnet	阿根廷科学网
pulpiness	纸浆质
pulpiness	果肉性
pulpiness	浆壮
pulpiness	软糊壮
fertilisation	=fertilization
expectable	能预期的
expectable	能预期
expectable	意料中的
expectable	意料中
devanagari	梵文字母
devanagari	天城体
poofter	脂粉气的男子
poofter	搞同性恋的男子
tattletale	告密者
tattletale	搬弄是非的人
narrowback	爱尔兰裔美国公民
mysterium	神秘物质
multimillion	数百万
federationist	联邦主义者
federationist	联盟主义者
barefisted	赤手空拳的
barefisted	赤手空拳
barefisted	赤手空拳地
barefisted	赤手空拳
preganglionic	神经节前的
preganglionic	神经节前
spermatogenesis	精子发生
raucous	沙哑的
raucous	沙哑
avoidant	回避反应的
avoidant	回避反应
paedeutics	儿童教育学
technicology	=technology
biryani	印度比尔亚尼菜
brasses	铜管乐器
medusan	水母的
medusan	水母
impeach	控告
impeach	检举
impeach	弹劾
impeach	怀疑
wedgy	象楔子的
wedgy	象楔子
wedgy	楔形的
wedgy	楔形
unredeemed	尚未实现的
unredeemed	尚未实现
unredeemed	未履行的
unredeemed	未履行
unredeemed	未得救的
unredeemed	未得救
rhetor	修辞学教师
rhetor	修辞学者
protoderm	表皮原
smitten	smite的过去分词
pseudoscope	幻视镜
innovative	创新的
innovative	创新
innovative	革新的
innovative	革新
mutsuhito	睦仁(日本明治天皇
gobbler	雄火鸡
forcer	强迫的人
forcer	柜子
hexapod	昆虫
hexapod	六脚的节足动物
hexapod	六脚的
hexapod	六脚
stripchart	=strip
stripchart	chart
tonetic	声调的
tonetic	声调
streakiness	有条理
streakiness	易怒
overdraught	上气流
muscadel	葡萄酒的一种
negroid	黑人似的
negroid	黑人似
negroid	黑人系统的
negroid	黑人系统
negroid	黑人
academically	学术上
academically	学理上
lattice	格子
photosynthesis	光合作用
nimite	镍绿泥石
outsweeten	比……更甜
acculturation	文化传入
acculturation	文化适应
thou	你
fago	Fellow
fago	of
fago	the
fago	American
fago	Guild
fago	of
fago	Organists美国风琴师学会会员
orchid	兰
orchid	兰花
orchid	淡紫色
orchid	淡紫色的
orchid	淡紫色
purtenance	内脏
bioceramic	生物陶瓷
deprive	剥夺
deprive	使丧失
kukri	反曲刀
sacrilege	冒渎
sacrilege	亵渎圣物
sacrilege	悖理逆天的行为
sacrilege	渎圣罪
cymene	甲基
cymene	异丙基苯
forfarshire	福法尔郡
hydrae	难以根除的祸害
hydrae	水螅
quindecennial	十五年期间
quindecennial	每十五年发生一次的
quindecennial	每十五年发生一次
quindecennial	持续十五年的
quindecennial	持续十五年
tepoy	=teapoy
entomologist	昆虫学者
taproot	主根
taproot	直根
bedcover	被面
machination	诡计
tripennate	=tripinnate
roarer	咆哮者
roarer	患喘鸣症的马
oversail	用连续突腰层结构屋顶覆盖
oversail	挑出
forecourse	前桅大横帆
pohutukawa	桃金娘科常绿树
curtesy	鳏夫产业
tumefaction	肿胀
nomological	法理学的
nomological	法理学
nomological	法则论的
nomological	法则论
thoracic	胸的
thoracic	胸
metabolise	使物质替换
metabolise	使变形
furthest	最远的
furthest	最远
furthest	最遥远的
furthest	最遥远
furthest	最远地
furthest	最远
furthest	最大程度地
furthest	最大程度
furthest	最大限度地
furthest	最大限度
urbanology	城市学
urbanology	城市问题研究
constitutor	构成者
constitutor	制定者
constitutor	组织者
emmetropia	正常眼
aerostatical	空气静力学的
aerostatical	空气静力学
aerostatical	航空的
aerostatical	航空
signify	表示
signify	意味
signify	要紧
signify	有重要性
signify	颇为重要
signify	表示
synaesthetic	联觉的
synaesthetic	联觉
synaesthetic	牵连感觉的
synaesthetic	牵连感觉
synaesthetic	共同感觉的
synaesthetic	共同感觉
whizbang	爆竹的一种
patricentric	以父亲为中心的
patricentric	以父亲为中心
patricentric	父权的
patricentric	父权
rationing	配给
gemmuliferous	小芽生殖的
gemmuliferous	小芽生殖
carcinogenesis	癌发生
carcinogenesis	致癌作用
chitling	猪肠
precalcic	主要含钙的
precalcic	主要含钙
affiliated	附属的
affiliated	附属
affiliated	有关连的
affiliated	有关连
psychosociological	`psaIkE9sEJsI`JsIE`lCdVIkEl/adClEdVI/
psychosociological	心理社籮
psychosociological	=psychosocial//嵫
epithelioid	上皮状的
epithelioid	上皮状
epithelioid	上皮样的
epithelioid	上皮样
colonitis	结肠炎
interwove	interweave的过去式
ophicleide	一种低音金管乐器
priggism	自负
mnemonic	记忆的
mnemonic	记忆
mnemonic	记忆术的
mnemonic	记忆术
accipitral	鹰的
accipitral	鹰
accipitral	鹰似的
accipitral	鹰似
accipitral	贪婪凶猛的
accipitral	贪婪凶猛
downdraght	下降气流
downdraght	下降的趋势
kraurosis	干枯
kraurosis	干皱
petroglyphy	岩画艺术
petroglyphy	岩画雕刻法
orwellism	奥威尔主义
giantism	巨大症
electroscope	验电器
demarcation	划分
splashplate	防溅挡板
fgcm	field
fgcm	general
fgcm	court
fgcm	martial
fgcm	战地高等军事法庭
antimonyl	锑醯基
herniotomy	疝切开手术
nabam	代森钠
fetlocked	有距毛的
fetlocked	有距毛
fetlocked	约束的
fetlocked	约束
texan	德克萨斯的
texan	德克萨斯
fcc	Federal
fcc	Communications
fcc	Commission
fcc	通信委员会
scotoma	盲点
scotoma	暗点
rabbinist	信仰犹太的法学博士教义的人
orthopteron	直翅类的昆虫
copra	干椰子肉
primp	打扮
primp	装饰
gunny	粗黄麻布
gunny	麻布袋
whoosh	飞快的移动
whoosh	嗖
whoosh	呼
whoosh	咳
vernalization	开花结实促进法
vernalization	种子促熟法
hankow	见Hankou
polynesia	玻利尼西亚
poetically	有诗意地
poetically	有诗意
poetically	用韵文
incontestable	无可争辩的
incontestable	无可争辩
incontestable	无可置疑的
incontestable	无可置疑
incontestable	不可否认的
incontestable	不可否认
budlet	小芽
budlet	小花蕾
sarcode	原生质
ablative	离格的
ablative	离格
ablative	离格
nestorian	基督教教派的
nestorian	基督教教派
nestorian	基督教教派
viand	一件食品
insane	患精神病的
insane	患精神病
insane	精神病患者的
insane	精神病患者
insane	极愚蠢的
insane	极愚蠢
overbearing	傲慢的
overbearing	傲慢
overbearing	专横的
overbearing	专横
multiband	多频带的
multiband	多频带
unhook	从……取下
unhook	解开
gummy	胶粘的
gummy	胶粘
gummy	粘性的
gummy	粘性
gummy	含有树胶的
gummy	含有树胶
gummy	肿的
gummy	肿
gummy	拙劣的
gummy	拙劣
gummy	讨厌的
gummy	讨厌
unc	Universal
unc	Naming
unc	Conversion
unc	通用命名标准
kwh	kilowatt
kwh	hour
kwh	千瓦小时
dressiness	讲究衣着
dressiness	服装时髦
scazon	跛脚抑扬格
wordsmith	词语大师
wordsmith	语言艺术家
mortgagor	抵押人
oxyacid	含氧酸
wickerwork	枝编工艺
cellaret	酒橱
replantation	重新种植
replantation	再植
slaphappy	头昏眼花的
slaphappy	头昏眼花
slaphappy	愚蠢的
slaphappy	愚蠢
slaphappy	轻率的
slaphappy	轻率
caracole	半旋转
caracole	螺旋楼梯
caracole	半旋转
tahsil	区
batfowl	夜晚以灯火诱捕鸟
brierwood	石南科植物之根
rebellow	巨大回响
sheetrock	石膏灰胶纸夹板
depalatalization	腭化消失
taenicide	=taeniacide
portugal	葡萄牙
limewash	粉刷墙壁用的稀石灰粉
limewash	用稀石灰粉刷
lazuli	天青石
lazuli	青金石
booty	战利品
booty	获得之物
reticulosis	=reticulocytosis
anc	African
anc	National
anc	Congress
anc	非洲民族会议
workboard	工作板
importancy	=importance
pelisse	皮上衣
uncinal	=uncinate
hereditary	世袭的
hereditary	世袭
hereditary	遗传的
hereditary	遗传
rockaway	四轮轻便马车
ameliorator	改良者
ameliorator	改良物
declasse	失去社会地位者
declasse	落魄者
declasse	下等社会阶层的
declasse	下等社会阶层
capstan	绞盘
capstan	起锚机
klm	Koninklijke
klm	Luchtvaart
klm	Maatschappij
klm	荷兰航空公司
casefy	变成干酪一般
trump	王牌
trump	法宝
trump	最后大的手段
trump	喇叭
trump	打出王牌赢
trump	胜过
trump	出王牌
trump	吹喇叭
trump	好人
nomad	游牧部落的人
nomad	流浪者
nomad	游牧民
nomad	游牧的
nomad	游牧
secretarial	秘书的
secretarial	秘书
secretarial	书记的
secretarial	书记
phototropy	光
antifungal	抗真菌的
antifungal	抗真菌
antifungal	杀真菌的
antifungal	杀真菌
jaspagate	玛瑙碧玉
banxring	=tree
banxring	shrew
roseanna	罗莎娜
squillagee	=squeegee
vulcanizate	硫化产品
vulcanizate	硫化橡胶
vulcanizate	橡皮
exactness	正确
exactness	精确
referrence	参考
referrence	参见
referrence	谘询
squamose	有鳞片的
squamose	有鳞片
squamose	鳞状的
squamose	鳞状
scepticism	怀疑论
scepticism	怀疑主义
vigorously	精神旺盛地
vigorously	精神旺盛
prelexical	词前的
prelexical	词前
prelexical	词前成分的
prelexical	词前成分
unjust	不公平的
unjust	不公平
velarize	发软腭音
velarize	使软腭化
ecofallow	土地生态休闲法
myofibril	肌原纤维
msha	Master
msha	of
msha	Science
msha	in
msha	Hospital
msha	Administration
msha	医院管理学硕士
sbm	single
sbm	buoy
sbm	moor
sbm	单点系泊
sbm	单浮筒系泊
haplology	重复音略读
spdos	金山汉字系统
endogamy	同族结婚
endogamy	同系配合
endogamy	同系交配
nlaa	National
nlaa	Legal
nlaa	Aid
nlaa	Association
nlaa	全国法律援助协会
claybank	土堤
claybank	棕黄色
lollypop	糖果
lollypop	棒棒糖
mitsein	同在
mitsein	共在
heavier	沉重的
heavier	沉重
heavier	巨大的
heavier	巨大
interstitial	空隙的
interstitial	空隙
interstitial	裂缝的
interstitial	裂缝
interstitial	形成空隙的
interstitial	形成空隙
renominee	再次被提名者
marchman	边境居民
underslung	装于车轴之弹簧上的
underslung	装于车轴之弹簧上
underslung	重心低的
underslung	重心低
tailorship	裁缝业
tailorship	成衣活
cmy	减色系统
matsu	见Mazu
dreamscape	幻景
resumable	可恢复的
resumable	可恢复
lordotic	脊柱前凸的
lordotic	脊柱前凸
lordotic	弓背姿势的
lordotic	弓背姿势
goggle	眼睛睁视
goggle	风镜
goggle	护目镜
goggle	睁眼的
goggle	睁眼
goggle	瞪眼的
goggle	瞪眼
goggle	眼珠转动
goggle	瞪眼看
goggle	使瞪眼
undissolute	不放纵的
undissolute	不放纵
undissolute	不放荡的
undissolute	不放荡
undissolute	生活规矩的
undissolute	生活规矩
duyker	=duiker
lilacky	丁香紫的
lilacky	丁香紫
lilacky	淡紫色的
lilacky	淡紫色
lilacky	淡雪青的
lilacky	淡雪青
esterify	酯化
grison	灰鼬
might	力量
might	威力
might	权力
might	能
might	可能
might	可以
opportunity	机会
opportunity	时机
costful	珍贵的
costful	珍贵
costful	昂贵的
costful	昂贵
framed	加外框
soaraway	腾飞的
soaraway	腾飞
soaraway	进展神速的
soaraway	进展神速
diagonal	斜的
diagonal	斜
diagonal	斜纹的
diagonal	斜纹
diagonal	对角线的
diagonal	对角线
diagonal	对角线
diagonal	斜纹织物
wirephoto	有线传真
liane	藤本植物
liane	蔓生植物
oreography	=orography
hydrozincite	水锌矿
charlene	沙琳
eyepatch	眼罩
islamite	伊斯兰教徒
gangly	身材瘦长的
gangly	身材瘦长
antoine	安托万
tajumulco	塔胡木耳科火山
ponce	靠妓女为生的人
ponce	为妓女拉客的人
ponce	男妓
ponce	Ponce
ponce	庞塞
cembra	瑞士五针松
torte	德国大蛋糕
torte	果子奶油蛋糕
mystique	神秘性
mystique	奥秘
mystique	秘法
maladministration	暴政
maladministration	乱政
sauroid	蜥鱼亚目的鱼
gasthof	小旅馆
gasthof	客栈
namaland	=Namaqualand
termer	服刑者
pustulate	生脓疱
pustulate	生脓疱的
pustulate	生脓疱
finale	最后一场
finale	结局
finale	终了
finale	最后的一个乐章
finale	终曲
flogging	鞭打
factory	工厂
factory	制造厂
factory	商住花园外的代理
wscf	World''s
wscf	Student
wscf	Christian
wscf	Federation
wscf	世界基督教学生同盟
saturnic	铅毒的
saturnic	铅毒
patras	佩特雷
cameral	有关立法或司法机构之一院的
cameral	有关立法或司法机构之一院
supersonic	超音波的
supersonic	超音波
supersonic	超声波
supersonic	超声频
twain	两
twain	双
twain	二
twain	一对
osteolite	土磷灰石
cerdar	雪松类植物
untrodden	杳无人迹的
untrodden	杳无人迹
untrodden	未受践踏的
untrodden	未受践踏
fargoing	范围广泛的
fargoing	范围广泛
untruthful	爱说谎的
untruthful	爱说谎
untruthful	不真实的
untruthful	不真实
untruthful	虚伪的
untruthful	虚伪
untruthful	不诚实的
untruthful	不诚实
leukoplakia	黏膜白斑病
raisonneur	说教者
vesiculate	小泡的
vesiculate	小泡
vesiculate	小泡状的
vesiculate	小泡状
buckjumper	跃腾使骑者跌落的马匹
notchwing	卷叶蛾
foreboding	预感
foreboding	先兆
foreboding	预兆
foreboding	预感的
foreboding	预感
foreboding	预兆的
foreboding	预兆
foreboding	不祥之兆的
foreboding	不祥之兆
retrogress	退步
thalami	脑丘
paleogeology	古地质学
interpandemic	流行病两次暴发之间的
interpandemic	流行病两次暴发之间
ladified	有贵妇人风度的
ladified	有贵妇人风度
ussuriisk	乌苏里斯克
flesh	肉
flesh	使肥
flesh	赋以血肉
flesh	长胖
saithe	=pollack
styron	肉桂塑料
turbot	大比目鱼
caseinogen	酪蛋白原
branch	枝
branch	分枝
branch	分部
branch	分店
branch	分科
branch	部门
branch	支流
branch	支脉
branch	出现分歧
exorbitant	过度的
exorbitant	过度
exorbitant	过高的
exorbitant	过高
exorbitant	昂贵的
exorbitant	昂贵
evagination	外翻
evagination	外翻部份
enalite	变铀钍石
perisperm	外胚乳
lookit	听着!
lookit	看
pytheas	皮西亚斯
hepatopathy	肝病
valorously	勇敢地
valorously	勇敢
valorously	无畏地
valorously	无畏
eruditely	饱学
eruditely	博学
metallurgic	冶金学的
metallurgic	冶金学
racquetball	短网拍墙球
racquetball	手球式墙球
piggin	汲水桶
piggin	长柄杓
departure	启程
departure	出发
departure	离开
coxal	基节的
coxal	基节
coxal	腰节的
coxal	腰节
varietist	与常人不同的人
varietist	有怪癖的人
nonaddict	无瘾吸毒者
instant	立即的
instant	立即
instant	直接的
instant	直接
instant	紧迫的
instant	紧迫
instant	刻不容缓的
instant	刻不容缓
instant	速溶的
instant	速溶
instant	方便的
instant	方便
instant	即时的
instant	即时
spontaneity	自发性
inulin	菊粉
sealless	未盖印的
sealless	未盖印
dollop	块
dollop	团
marginalize	使处于社会边缘
marginalize	使脱离社会发展进程
marginalize	忽视
marginalize	排斥
radioprotective	避免受辐射影响的
radioprotective	避免受辐射影响
radioprotective	辐射防护的
radioprotective	辐射防护
postiche	仿造品
postiche	硬加的
postiche	硬加
postiche	画蛇添足的
postiche	画蛇添足
discommode	使不方便
discommode	使为难
discommode	使不自由
pilsener	比尔森啤酒
pilsener	高级啤酒
binnacle	罗盘箱
mirthquake	令人捧腹大笑的表演
suggestible	耳根软的
suggestible	耳根软
suggestible	可建议的
suggestible	可建议
suggestible	容易受暗示影响的
suggestible	容易受暗示影响
vulcanize	硫化
vulcanize	硬化
vulcanize	热补
sidenote	旁注
electrotonic	电紧张的
electrotonic	电紧张
this	这
this	这个
this	今
this	本
this	pro
this	这
this	这个
somersault	翻筋斗
somersault	翻筋斗
impressional	印象的
impressional	印象
everybody	每个人
everybody	人人
detruncation	切
detruncation	截短
indophenol	靛酚
indophenol	靛酚染料
tensegrity	无一定尺寸限制的结构
inexpectant	未预期的
inexpectant	未预期
inexpectant	不期待的
inexpectant	不期待
misogynous	厌恶女人的
misogynous	厌恶女人
glaucous	绿灰色的
glaucous	绿灰色
glaucous	覆有白粉的
glaucous	覆有白粉
glaucous	蓝绿色的
glaucous	蓝绿色
osteoarthritis	骨关节炎
psychotherapy	精神疗法
psychotherapy	心理疗法
regret	遗憾
regret	悔恨
regret	抱歉
regret	歉意
regret	为……感到遗憾
regret	后悔
regret	惋惜
regret	哀悼
regret	懊悔
regret	感到抱歉
conjoin	联合
roed	腹内充满卵的
roed	腹内充满卵
autocar	汽车
portly	健壮的
portly	健壮
portly	肥胖的
portly	肥胖
portly	魁伟的
portly	魁伟
portly	一表人材的
portly	一表人材
semiscientific	半科学的
semiscientific	半科学
semiscientific	不十分科学化的
semiscientific	不十分科学化
ina	艾娜
ranchette	小牧场
ranchette	小农场
pish	表示轻蔑
pish	嫌恶而发的声音
pish	叫一声哼
complaining	诉苦的
complaining	诉苦
complaining	抱怨的
complaining	抱怨
agreed	已经过协议的
agreed	已经过协议
agreed	同意的
agreed	同意
unselfishness	不自私
unselfishness	慷慨
emmeline	埃米琳
pereiopod	胸部附器
bubblehead	笨蛋
staggard	4岁的雄性赤鹿
pyrolater	拜火者
demist	为……除雾
papalize	教皇制度化
kvell	吹牛
kvell	扬扬得意:
blunge	掺水拌
ascendency	优势
ascendency	优越
ascendency	权势
effusiveness	吐露
effusiveness	唠叨
hooverize	节约厉行节约
underwater	在水下的
underwater	在水下
underwater	在水中的
underwater	在水中
underwater	在水下
underwater	在水线以下
underwater	水面下的水
moniliasis	念珠菌病
novel	小说
novel	长篇故事
novel	新奇的
novel	新奇
novel	新颖的
novel	新颖
novel	异常的
novel	异常
phreak	盗用电话线路
maternity	母性
maternity	母道
maternity	孕妇的
maternity	孕妇
maternity	产妇的
maternity	产妇
maternity	产科的
maternity	产科
pretor	执政官
pretor	长官
punner	夯
punner	夯具
veratrize	用藜芦混碱麻醉
lauryl	alcohol月桂醇
lauryl	十二醇
subpolar	近极的
subpolar	近极
subpolar	靠近北极或南极的
subpolar	靠近北极或南极
hypothecation	担保契约
thanatophoric	导致死亡的侏儒症的
thanatophoric	导致死亡的侏儒症
furzy	像荆豆属植物的
furzy	像荆豆属植物
unenvied	不受人妒忌的
unenvied	不受人妒忌
delawarean	特拉华州人
delawarean	特拉华州的
delawarean	特拉华州
nogging	壁砖
brandade	奶油烙鱼
brandade	鱼羹
arthrotomy	关节切开
mansion	大厦
mansion	官邸
mansion	公寓
perinephrium	肾周膜
perinephrium	肾外膜
phycology	藻类学
jugulum	翅轭
cephalization	头部集中化
channelize	使形成沟渠
channelize	疏导
billhook	钩镰
diphenylaminechlorarsine	二苯胺氯胂
diphenylaminechlorarsine	亚当氏毒气
spinneret	喷丝头
longhead	头颅长的人
deface	损伤外观
deface	丑化
deface	使失面子
acouphone	微音传达器
antiskid	防滑装置
froufrou	衣服的沙沙声
froufrou	大量的装饰
corrodent	腐蚀的
corrodent	腐蚀
corrodent	刻毒的
corrodent	刻毒
bircher	伯奇主义分子
detrusion	推出
detrusion	推落
cynocephalous	似狗头的
cynocephalous	似狗头
cynocephalous	似犬面的
cynocephalous	似犬面
unburnt	=unburned
antibiotics	抗生素
antibiotics	抗生学
nysa	=Neisse
polysyllabic	多音节的
polysyllabic	多音节
resitting	再次开会
resitting	再次开庭
interrogation	审问
interrogation	问号
haulabout	煤船
aeolian	风神
aeolian	Aeolus
aeolian	伊奥利亚人的
aeolian	伊奥利亚人
aeolian	风的
aeolian	风
aeolian	风蚀的
aeolian	风蚀
livid	铅色的
livid	铅色
livid	青紫色的
livid	青紫色
chemist	化学家
chemist	药剂师
judaeophobia	对犹太人的恐惧
judaeophobia	对犹太人的憎恨
uranology	天文学
uranology	天体学
decubital	卧姿的
decubital	卧姿
decubital	褥疮的
decubital	褥疮
teleological	目的论的
teleological	目的论
gelatiniform	胶状的
gelatiniform	胶状
hernioplasty	疝根治手术
pakistani	巴基斯坦的
pakistani	巴基斯坦
pakistani	巴基斯坦人
kinetosis	运动病
ontologize	以本体论表达
ontologize	用本体论的观点看待
impressive	给人深刻印象的
impressive	给人深刻印象
impressive	感人的
impressive	感人
hygrophyte	=hydrophyte
walhalla	=Valhalla
ipsu	IP
ipsu	Setup
ipsu	Utility
ipsu	IP地址配置工具
psg	platoon
psg	sergeant
gobemouche	轻易听信的人
swastika	纳粹党所用的十字记号
industrially	企业地
industrially	企业
eraser	擦除器
eraser	尤指墨水消除剂
eraser	橡皮
linlithgowshire	林利思戈郡
antiserum	抗血清
unfeeling	无情的
unfeeling	无情
hydromantic	水占术的
hydromantic	水占术
trippant	抬起前蹄行走的
trippant	抬起前蹄行走
cissoid	凹边的
cissoid	凹边
cissoid	蔓叶线的
cissoid	蔓叶线
uncombed	未梳理过的
uncombed	未梳理过
uncombed	蓬乱的
uncombed	蓬乱
imminency	迫切
imminency	急迫
persicaria	=redshank
parameter	参数
parameter	参量
parameter	起限定作用的因素
dioptre	屈光度
wabbly	摆动的
wabbly	摆动
wabbly	不稳定的
wabbly	不稳定
beneficent	慈善的
beneficent	慈善
beneficent	仁慈的
beneficent	仁慈
beneficent	善行的
beneficent	善行
hushaby	乖乖睡!
appurtenances	附属物
fillipeen	=philopena
lokoum	=locoum
tristful	悲哀的
tristful	悲哀
tristful	阴沉的
tristful	阴沉
romanaccio	罗马方言
romanaccio	罗马话
aujus	带原汁的
aujus	带原汁
calipers	弯脚器
calipers	测径器
nannie	乳母
nannie	奶妈
lenience	宽厚
lenience	仁慈
caprine	公山羊的
caprine	公山羊
naskhi	阿拉伯文草体
synroc	合成岩
outseg	主张比……更强烈的种族隔离政策
policier	侦察影片
tripleheaded	三头的
tripleheaded	三头
tripleheaded	有三个头的
tripleheaded	有三个头
tutsan	土三金丝桃
tirelessly	不知疲倦地
tirelessly	不知疲倦
tirelessly	不屈不挠地
tirelessly	不屈不挠
jock	苏格兰高原地方的士兵
jock	运动员
enunciator	声明者
enunciator	宣言者
enunciator	发音清晰者
cubic	立方体的
cubic	立方体
cubic	立方的
cubic	立方
diffusive	散布性的
diffusive	散布性
diffusive	扩及的
diffusive	扩及
diffusive	普及的
diffusive	普及
frosted	被霜覆盖的
frosted	被霜覆盖
frosted	受霜害的
frosted	受霜害
rct	Royal
rct	Corps
rct	of
rct	Transport
rct	皇家运输部队
chronically	慢性地
chronically	慢性
chronically	习惯性地
chronically	习惯性
chronically	长期地
chronically	长期
embog	使陷入泥沼
embog	使不能动弹
transparence	透明
transparence	透明度
fan	扇子
fan	鼓风机
fan	风扇
fan	迷
fan	狂热者
fan	爱好者
fan	煽动
fan	刺激
fan	扇
fan	吹拂
fan	飘动
fan	成扇形散开
resultingly	由于
resultingly	因此
predestine	预定
predestine	注定
sexploit	对……进行性利用
yager	狙击兵
hermitship	隐居
hermitship	遁世
theism	有神论
theism	一神论
theism	茶中毒
anam	=Annam
section	部分
section	断片
section	部件
section	节
section	项
section	区
section	地域
section	截面
bioplasma	生物原生质
bill	帐单
bill	钞票
bill	票据
bill	清单
bill	议案
bill	法案
bill	广告
bill	用海报宣传
bill	把……列成表
bill	给……开帐单
ammunition	军火
ammunition	弹药
unartistic	非艺术的
unartistic	非艺术
unartistic	与艺术无关的
unartistic	与艺术无关
rudderpost	舵轴
rudderpost	舵柱
littery	杂乱的
littery	杂乱
tricoloured	有三色的
tricoloured	有三色
tricoloured	三色的
tricoloured	三色
doorjamb	门框两侧的直木
rapper	叩击者
rapper	敲门者
zeroth	零的
zeroth	零
ponderance	重量
ponderance	分量
ponderance	严重性
ponderance	重要性
glossary	术语表
deistic	自然神论的
deistic	自然神论
toast	烤面包
toast	使暖和
toast	烤暖
toast	烤火
toast	烘
audion	三极管
undersleeve	内袖
trematode	吸虫
trematode	吸虫的
trematode	吸虫
acrid	辛辣的
acrid	辛辣
acrid	刻薄的
acrid	刻薄
unthinking	无思想的
unthinking	无思想
unthinking	不留心的
unthinking	不留心
unthinking	未加思虑的
unthinking	未加思虑
wadmal	瓦德麦尔呢
hopper	单足跳者
trailing	泥浆彩饰
trailing	拖尾的
trailing	拖尾
trailing	曳尾的
trailing	曳尾
trailing	被拖动的
trailing	被拖动
trailing	蔓延的
trailing	蔓延
wolfsbane	附子草
wolfsbane	牛扁
undesirous	不存想望的
undesirous	不存想望
undesirous	无欲望的
undesirous	无欲望
rdac	radioactinium
misbound	装订失当的
misbound	装订失当
misbound	装订错误的
misbound	装订错误
unsaturated	没有饱和的
unsaturated	没有饱和
unsaturated	不饱和的
unsaturated	不饱和
koblenz	科布伦次
lazyish	有点儿懒惰的
lazyish	有点儿懒惰
lazyish	懒洋洋的
lazyish	懒洋洋
polaris	北极星
maukin	=malkin
zoograft	动物体素之移植
impetigo	脓疱病
speltz	=spelt
benzene	苯
tellurometer	微波测距仪
projective	投影的
projective	投影
projective	投射的
projective	投射
pretensive	=pretentious
lavatory	厕所
lavatory	洗脸盆
lavatory	浴室
senryu	川柳
bagged	松弛下垂的
bagged	松弛下垂
passenger	乘客
passenger	旅客
rightfulness	公正
rightfulness	合理
enophthalmos	眼球内陷
phenomenalistic	现象主义的
phenomenalistic	现象主义
assimilado	同化民
instamatic	"傻瓜"照相机
downright	明白的
downright	明白
downright	显明的
downright	显明
downright	率直的
downright	率直
downright	全然
downright	完全
downright	彻底
forward	早的
forward	早
forward	迅速的
forward	迅速
forward	前进的
forward	前进
forward	转寄
forward	促进
forward	运送
forward	向前地
forward	向前
forward	向将来
forward	前锋
scintillate	发出火花
scintillate	闪耀光芒
caricaturist	讽刺画家
caricaturist	漫画家
nodous	多节的
nodous	多节
decontamination	净化
decontamination	排除污染
dobsonfly	蛇蜻蜓
phytotron	人工气候室
weaken	削弱
weaken	变弱
cirsotomy	曲张静脉切除术
factor	因素
factor	要素
factor	因数
factor	代理人
lapsible	易变的
lapsible	易变
lapsible	应消失的
lapsible	应消失
overgreat	过大的
overgreat	过大
overgreat	过于重大的
overgreat	过于重大
dissepiment	隔膜
dissepiment	隔壁
zugunruhe	迁徙兴奋
jauk	拖延
jauk	偷懒
stoniness	冷漠
stoniness	一文不名
beaconing	信标
reinstate	恢复
pshaw	表示不耐烦
pshaw	轻蔑时的叫声
pshaw	啐声
pshaw	哼声
pshaw	发啐声
libyan	利比亚的
libyan	利比亚
libyan	利比亚人的
libyan	利比亚人
libyan	代利比亚语的
libyan	代利比亚语
