mis	管理情报系统
shearwater	海鸥类飞鸟
starlit	星光的
starlit	星光
ketonuria	酮尿
yappy	喜欢叫嚷的
yappy	喜欢叫嚷
yappy	粗汉的
yappy	粗汉
gerundival	动形词的
gerundival	动形词
zoomorphic	动物形像的
zoomorphic	动物形像
zoomorphic	表现动物形像的
zoomorphic	表现动物形像
babyless	没子女的
babyless	没子女
babyless	未带孩子的
babyless	未带孩子
codfish	鳕
iron	铁
iron	熨斗
iron	坚强
iron	烙铁
iron	镣铐
iron	烫平
iron	熨
iron	用铁装备
iron	烫衣服
amiability	和蔼可亲的
amiability	和蔼可亲
amiability	亲切的
amiability	亲切
amiability	友善的
amiability	友善
stimulative	刺激
stimulative	促进因素
stimulative	刺激的
stimulative	刺激
stimulative	激励的
stimulative	激励
stimulative	促进的
stimulative	促进
yourselves	pro
yourselves	你们自己
machine	机器
machine	机械
machine	机动车辆
machine	机构
machine	设计
machine	机械般工作的人
machine	领导集团
machine	核心组织
machine	机器制造
machine	用车床加工
budworm	蚜虫
phloxin	根皮红
phloxin	四溴二氯荧光黄
squaloid	似鲨鱼的
squaloid	似鲨鱼
avaunt	滚
avaunt	走开
rustiness	生锈
rustiness	声音沙哑
peastick	豌豆支架
backbreaking	非常辛劳的
backbreaking	非常辛劳
coinage	造币
coinage	货币制度
coinage	创造
coinage	新造的字及其语等
afge	American
afge	Federation
afge	of
afge	Government
afge	Employees
afge	美国政府雇员联合会
houselights	观众席的照明灯光
deadlock	死锁
deadlock	僵局
svalbard	斯瓦尔巴特群岛
pneumogram	呼吸描记图
pneumogram	充气造影照片
downslope	下坡的
downslope	下坡
downslope	向着坡下
cabbies	计程车司机
cabbies	出租马车的车夫
tabbouleh	塔博勒色拉
digamy	再婚
snowfall	降雪
snowfall	降雪量
personification	化身
herodlas	希罗底
infinitival	不定词的
infinitival	不定词
minimalism	最低纲领
minimalism	极保守行动
immesurable	不可测的
immesurable	不可测
undogmatic	非教条的
undogmatic	非教条
undogmatic	非武断的
undogmatic	非武断
ciao	见面时致意之用语
ciao	再见
pistareen	比塞塔里恩
illuminatingly	照亮地
illuminatingly	照亮
illuminatingly	启蒙地
illuminatingly	启蒙
usnach	乌斯纳克
goose	鹅
goose	雌鹅
goose	鹅肉
goose	熨斗
goose	突然加大油门
goose	嘘骂
formalist	形式主义者
formalist	形式主义的
formalist	形式主义
ibo	伊博人
zooarchaeology	动物考古学
inventive	善于创造的
inventive	善于创造
inventive	发明的
inventive	发明
depersonalise	=depersonalize
crudely	照自然状态
crudely	不成熟地
crudely	不成熟
crudely	粗杂地
crudely	粗杂
tried	经过试验的
tried	经过试验
tried	可靠的
tried	可靠
unauthoritative	非权威性的
unauthoritative	非权威性
overbridge	天桥
overbridge	陆桥
geratologous	衰老学的
geratologous	衰老学
geratologous	老年医学的
geratologous	老年医学
platynite	硫硒铋铅矿
cothurnus	悲剧
cothurnus	悲剧风格
syndet	合成洗涤剂
epenthesis	插字
epenthesis	插音
overwithhold	过多扣留
onslaught	冲击
sanguinariness	大出血
sanguinariness	嗜杀
sanguinariness	残忍
plectron	拨子
plectron	琴拨
plectron	拨弦片
cyprinoid	鲤鱼
cyprinoid	鲤鱼的
cyprinoid	鲤鱼
infestation	群袭
infestation	出没
infestation	横行
moveless	静止的
moveless	静止
moveless	不动的
moveless	不动
ketosis	酮症
introversion	内向性
introversion	内省性
egotistic	自我本位的
egotistic	自我本位
egotistic	任性的
egotistic	任性
egotistic	自高自大的
egotistic	自高自大
sipunculan	星虫
hydrics	水学
acaudate	没有尾巴的
acaudate	没有尾巴
defalcator	委托金亏空者
entreasure	保藏
lapful	满膝
lapful	满兜
slopy	倾斜的
slopy	倾斜
nile	尼罗河
landsmal	兰茨莫尔语(即尼诺斯克语
leif	Ericsson即
leif	Ericsson
leif	Leif
diaphoretic	促进发汗的
diaphoretic	促进发汗
diaphoretic	发汗剂
filmscript	电影剧本
talien	大连
provocative	煽动的
provocative	煽动
provocative	刺激物
palmy	多棕榈的
palmy	多棕榈
palmy	繁荣的
palmy	繁荣
palmy	棕榈状的
palmy	棕榈状
resalable	可转卖的
resalable	可转卖
resalable	可再卖的
resalable	可再卖
joskin	村夫
joskin	蠢汉
joskin	乡下佬
joskin	庄稼汉
irremovable	无法移动的
irremovable	无法移动
irremovable	无法除去的
irremovable	无法除去
pleiotypic	多型的
pleiotypic	多型
iodise	=iodize
beading	玻璃珠
beading	珠细工
mediatory	斡旋的
mediatory	斡旋
mediatory	调解的
mediatory	调解
spiffy	好看的
spiffy	好看
spiffy	漂亮的
spiffy	漂亮
spiffy	出色的
spiffy	出色
spiffy	利落的
spiffy	利落
spiffy	绝妙的
spiffy	绝妙
chilkat	奇尔卡特人
morphiomania	吗啡中毒
allhallowmas	万圣节
allhallowmas	万圣节宴
firewood	木柴
firewood	柴火
raininess	多雨
plimsole	=plimsoll
abeyance	暂时无效
abeyance	中止
abeyance	归属待定
labor	劳动
labor	努力
labor	工作
labor	劳工
labor	分娩
labor	阵痛
labor	劳动
labor	努力争取
labor	苦干
labor	详细分析
labor	麻烦
isf	信息系统加工线
isf	信息系统工厂
semiosis	指号过程
nonparticipating	`nCnpB:9tIsI`eItIN/
nonparticipating	不付红peIFEn/
nonparticipating	不参与
nonparticipating	利的
nonparticipating	利
galatine	一种滤去骨的冷冻食品
everdurimg	永久的
everdurimg	永久
everdurimg	持久的
everdurimg	持久
navarch	古希腊舰队指挥官
adrienne	艾德丽安
tidehead	感潮界限
protandrous	雄蕊先熟的
protandrous	雄蕊先熟
winterbourne	间歇河
pastiness	发粘
pastiness	发青
binocular	用两眼的
binocular	用两眼
binocular	给两眼用的
binocular	给两眼用
binocular	双目并用的
binocular	双目并用
eburnean	象牙的
eburnean	象牙
eburnean	似象牙的
eburnean	似象牙
toastee	被祝酒的人
interionic	离子间的
interionic	离子间
yill	麦芽酒
hyposensitivity	弱敏
hyposensitivity	敏感度减弱
ropemaking	编绳术
ropemaking	制绳
northeastward	东北
northeastward	在东北
northeastward	在东北方的
northeastward	在东北方
disturb	弄乱
disturb	打乱
disturb	打扰
disturb	扰乱
disturb	扰乱
politics	政治
politics	政治学
politics	政纲
politics	政见
shouldna	=should
shouldna	not
butte	孤立的丘
norevert	无法恢复
csb	chemical
csb	stimulation
csb	of
csb	the
csb	brain
csb	脑化学刺激
disseminative	散布的
disseminative	散布
disseminative	传播的
disseminative	传播
nicene	小亚细亚旧都尼西亚的
nicene	小亚细亚旧都尼西亚
matriline	母系
fuchsia	晚樱科植物
fuchsia	紫红色
go	离去
go	走
go	进行
go	变成
go	趋于
go	达到
go	求助于
go	诉诸
go	以……打赌
go	忍受
go	出产
go	去
go	进行
axiomatic	自明的
axiomatic	自明
placer	冲积矿
placer	放置者
succession	连续
succession	继承
succession	继任
succession	演替
succession	轮栽
succession	连续性
bemoisten	弄湿
bemoisten	淋湿
strop	皮带
bornholm	disease流行性胸痛
cannibalism	嗜食同类
cannibalism	食人
cannibalism	自相残杀
cannibalism	人吃人的
cannibalism	人吃人
kephalin	为cephalin之变体
hyperaemia	充血
cowlick	额前蓬乱的一绺头发
periodontia	periodotium的复数
periodontia	=periodontics
rostrated	有喙状突起的
rostrated	有喙状突起
rostrated	有喙状装饰的
rostrated	有喙状装饰
nugae	无价值的事
nugae	无聊事
nugae	琐事
clericature	教士之地位或权威
nlf	National
nlf	Liberation
nlf	Front
expel	驱逐
expel	开除
expel	排出
expel	发射
rapacious	掠夺的
rapacious	掠夺
rapacious	贪婪的
rapacious	贪婪
chilopod	蜈蚣
slating	批评
diagnoses	诊断
diagnoses	评价
diagnoses	调查分析
unindicted	未被告发的
unindicted	未被告发
unindicted	未被起诉的
unindicted	未被起诉
caress	爱抚
caress	接吻
caress	抚爱
nuyorican	=Neorican
together	共同
together	一起
together	合起来
together	集拢地
together	集拢
judicious	明智的
judicious	明智
nonuniformity	不一致
nonuniformity	不均匀
zizith	披肩流苏
angulate	有角的
angulate	有角
angulate	使有角
releaser	释放者
releaser	排气装置
ayahuasca	死藤水
vatful	满满一大桶
inwinter	护饲在室内过冬
vaporiform	蒸气形态的
vaporiform	蒸气形态
tricontinental	三个大陆的
tricontinental	三个大陆
viva	万岁的欢呼
viva	欢呼声
materiel	物料
materiel	军品
nowt	邪恶
nowt	恶人
furiously	狂暴地
furiously	狂暴
furiously	猛烈地
furiously	猛烈
frazil	n片冰
frazil	屑冰
gramarie	=gramarye
klavern	三K党的地方支部
klavern	三K党开会的地方
lordling	老爷
lordling	大人
harmoniser	=harmonizer
lipper	涟漪
lipper	浪花
simplification	简化
immunosorbent	免疫吸收剂
nullproc'	NULL)
dishabilitate	取消……的资格
somatotopical	躯体特定区的
somatotopical	躯体特定区
feathery	生有羽毛的
feathery	生有羽毛
feathery	柔软如羽毛的
feathery	柔软如羽毛
taphonomy	埋葬学
utopian	乌托邦的
utopian	乌托邦
utopian	理想化的
utopian	理想化
reeducation	再教育
vermouth	味美斯酒
vermouth	苦艾酒
midmorning	早晨
midmorning	上午
unobjectionable	不会招致反对的
unobjectionable	不会招致反对
unobjectionable	不惹人讨厌的
unobjectionable	不惹人讨厌
unobjectionable	难反对的
unobjectionable	难反对
unobjectionable	婉转的
unobjectionable	婉转
coumarin	香豆素
overparted	分配担任力不胜任的角色的
overparted	分配担任力不胜任的角色
overparted	演过多个角色的
overparted	演过多个角色
interpellant	质询者
fractious	易怒的
fractious	易怒
fractious	倔强的
fractious	倔强
fractious	脾气不好的
fractious	脾气不好
effulgence	光辉
effulgence	灿烂
gnomical	=gnomic
intuitional	直觉的
intuitional	直觉
intuitional	直观的
intuitional	直观
rediscount	再打折扣
rediscount	重贴现
rediscount	再折扣
rediscount	重新贴现
rediscount	重贴现后的票据
furibund	愤怒的
furibund	愤怒
furibund	狂怒的
furibund	狂怒
countrywoman	农妇
countrywoman	村姑
walrus	海象
walrus	海象胡须
picked	精选的
picked	精选
picked	摘下的
picked	摘下
cool	凉爽
cool	凉爽的空气
cool	凉爽
cool	冷静的
cool	冷静
cool	无所顾虑的
cool	无所顾虑
cool	淡漠的
cool	淡漠
cool	使冷
cool	使镇定
shrunken	缩小的
shrunken	缩小
shrunken	shrink的过去分词
unforeseen	无法预料的
unforeseen	无法预料
avery	艾弗里
virilia	男生殖器
laminose	压成薄板的
laminose	压成薄板
laminose	薄板的
laminose	薄板
autoindex	自动索引
autoindex	自动变址
restauration	修复
restauration	修缮
nonpolicy	非政策
barkhan	=barchan
zilch	微不足道的事物
zilch	小人物
zilch	无
zilch	零
zilch	无价值之物
golfer	打高尔夫球的人
forswore	为forswear的过去式
enlace	捆扎
enlace	缠绕
myricin	蜂蜡素
myricin	软脂酸蜂酯
readily	乐意地
readily	乐意
readily	欣然
readily	容易地
readily	容易
spezia	斯培西亚
ichthyosarcotoxism	鱼肉中毒
concuss	使猛烈摇动
concuss	震动
roz	=rozzer
citybred	在城市的
citybred	在城市
plafond	装饰的天花板
plafond	天花板画
strabismus	斜视
canonical	规范的
canonical	规范
endosarc	内质
kalmia	美国石南科
blastoderm	胚盘
choledochostomy	总胆管造口术
ascanius	阿斯卡尼俄斯
condensator	冷凝器
condensator	电容器
est	东部时区
carrefour	道路交叉点
carrefour	叉路
machineable	=machinable
superpersonality	超人格存在
superpersonality	神
undetermined	未确定的
undetermined	未确定
undetermined	未解决的
undetermined	未解决
shreveport	什里夫波特
gluttonous	暴食的
gluttonous	暴食
gluttonous	饕餮的
gluttonous	饕餮
gluttonous	贪吃的
gluttonous	贪吃
muggletonian	马格莱顿教派信徒
prorogation	休会
retrospectively	回顾地
retrospectively	回顾
diestock	螺丝攻
metropolitan	首都的
metropolitan	首都
metropolitan	主要都市的
metropolitan	主要都市
metropolitan	大城市
semibarbaric	半野蛮的
semibarbaric	半野蛮
rashly	轻率地
rashly	轻率
rashly	无见识地
rashly	无见识
desuperheat	减温
misallocation	错误的分配
misallocation	分配不当
formulaic	公式的
formulaic	公式
formulaic	用俗套话堆砌成的
formulaic	用俗套话堆砌成
formulaic	刻板的
formulaic	刻板
surprise	惊奇
surprise	诧异
surprise	惊人之事
surprise	奇袭
surprise	使惊奇
surprise	奇袭
surprise	令人惊讶的
surprise	令人惊讶
astrocyte	星细胞
astrocyte	星形胶质细胞
transpose	调换
transpose	颠倒顺序
transpose	移项
transpose	进行变换
transpose	转置阵
aeromancy	气候占卜学
commonplace	平凡的事
commonplace	平常话
commonplace	平凡的
commonplace	平凡
russki	=Russian
hydrolytic	水解的
hydrolytic	水解
hydrolytic	产生水解
isomorphic	同形的
isomorphic	同形
isomorphic	同构的
isomorphic	同构
thankful	感谢的
thankful	感谢
thankful	感激的
thankful	感激
divinatory	占卦的
divinatory	占卦
dayton	代顿
perrier	毕雷矿泉水
singular	单数
singular	单一的
singular	单一
singular	非凡的
singular	非凡
singular	异常的
singular	异常
singular	持异议的
singular	持异议
thyself	pro
thyself	你自己
deflection	偏斜
deflection	偏转
deflection	偏差
iteration	反复
phonolite	响石
phonolite	响岩
biochemistry	生物化学
microsegment	小音段
sparkling	闪烁的
sparkling	闪烁
sparkling	闪闪发光的
sparkling	闪闪发光
sparkling	发泡的
sparkling	发泡
xylylene	亚二甲苯基
persifleur	爱挖苦人的人
bukovina	布科维纳
nonorgasmic	不能进入情欲高潮的
nonorgasmic	不能进入情欲高潮
styptical	止血的
styptical	止血
styptical	收敛的
styptical	收敛
saponated	用皂处理过的
saponated	用皂处理过
saponated	与皂化合的
saponated	与皂化合
saponated	皂化的
saponated	皂化
melkite	=Melchite
micr	Magnetic
micr	Ink
micr	Character
micr	Recognition
micr	磁墨水字符识别
protoxide	低氧化物
protoxide	初氧化物
vaccinal	疫苗的
vaccinal	疫苗
coryphaeus	合唱团主唱
coryphaeus	主唱
coryphaeus	领导者
quarterdeck	后甲板
oviduct	输卵管
aggravation	加重
aggravation	更恶化
aggravation	恼怒
thermel	热电温度计
educationalist	教育家
educationalist	教育学者
attic	阁楼
attic	顶楼
phosphoresce	发出磷光
diamond	钻石
diamond	菱形
duteously	守本分地
duteously	守本分
hypobenthos	深海生物
phelps	费尔普斯
flexuose	曲折的
flexuose	曲折
flexuose	弯曲的
flexuose	弯曲
capitulant	投降者
slosh	泥泞
slosh	溅泼声
slosh	溅
slosh	泼
dogged	顽固的
dogged	顽固
dogged	顽强的
dogged	顽强
schoolbook	教科书
prohibitor	禁止者
prohibitor	阻止者
lethargize	使昏睡
lethargize	使无生气
lmg	light
lmg	machine
lmg	gun
rutabaga	芜菁甘蓝
rutabaga	1美元
sdh	同步数字系列
crossgrained	纹理不规则的
crossgrained	纹理不规则
crossgrained	固执的
crossgrained	固执
shortening	缩针
shortening	简写
kushitic	古西地克语
dizzy	使人晕眩的
dizzy	使人晕眩
orthodox	正统的
orthodox	正统
orthodox	传统的
orthodox	传统
orthodox	习惯的
orthodox	习惯
orthodox	保守的
orthodox	保守
orthodox	东正教的
orthodox	东正教
dutchman	荷兰人
bontbok	南非白纹大羚羊
mythus	神话
saloonist	=saloonkeeper
puppetize	使傀儡化
puppetize	使成傀儡
keystone	重点
keystone	要旨
keystone	基本原理
keystone	拱心石
keystone	楔石
garlandage	以花圈做的装饰品
nether	下面的
nether	下面
nether	下层社会的
nether	下层社会
ferrara	阔刃剑
sorption	吸附作用
declamation	雄辨
iridocyclitis	虹膜睫状体炎
mesovarium	卵巢系膜
homocercal	正型的
homocercal	正型
brood	一伙
brood	孵
brood	沉思
lesion	损害
lesion	身体上的伤害
anterolateral	在前面偏一边的
anterolateral	在前面偏一边
unremitting	不懈的
unremitting	不懈
cheerleader	啦啦队队长
regard	关心
regard	注意
regard	尊敬
regard	尊重
regard	致意
regard	问候
regard	关系
regard	看待
regard	当作
regard	重视
regard	尊敬
regard	关系
pediococcus	足球菌
pediococcus	小球菌
rheogoniometer	流变测角计
jinnee	神灵
jinnee	神仙
desultory	散漫的
desultory	散漫
desultory	不连贯的
desultory	不连贯
desultory	断断续续的
desultory	断断续续
buttonless	没有钮扣的
buttonless	没有钮扣
negritude	黑人文化传统的认同
negritude	对黑人文化传统的自豪感
negritude	黑人的品质素养
impertinently	不切题地
impertinently	不切题
impertinently	不恰当地
impertinently	不恰当
impertinently	不礼貌地
impertinently	不礼貌
tophus	痛风石
tzarevitch	=czarevitch
endoarteritis	=endarteritis
computation	计算
computation	估计
biopotency	生物效能
xanthochroous	呈淡黄色的
xanthochroous	呈淡黄色
xanthochroous	带黄色的
xanthochroous	带黄色
uncorrupted	未腐败的
uncorrupted	未腐败
vancouver	范库弗峰
seamanlike	海员般的
seamanlike	海员般
seamanlike	熟练水手似的
seamanlike	熟练水手似
physiatrics	物理疗法
woodcarving	木雕
woodcarving	木刻
woodcarving	木雕品
increasing	渐增的
increasing	渐增
increasing	越来越多的
increasing	越来越多
nonconforming	非一致性的
nonconforming	非一致性
loiasis	=loaiasis
feretory	圣骨箱
feretory	棺架
renominate	再提名
renominate	再任命
gospodin	先生
anemography	测风术
anemography	风论
runback	持球跑动进攻
carburettor	汽化器
gingery	姜味的
gingery	姜味
animate	鼓舞
animate	生气勃勃的
animate	生气勃勃
sapraemia	败血病
sapraemia	腐血症
elena	埃琳娜
chainman	测量时拿尺的人
chainman	司链员
ending	结尾
ending	结局
feverous	发烧的
feverous	发烧
feverous	热病的
feverous	热病
abuse	滥用
abuse	虐待
abuse	辱骂
abuse	陋习
abuse	弊端
abuse	滥用
abuse	虐待
abuse	辱骂
moselle	法国摩泽尔河流域产白葡萄酒
camisole	女背心
indentureship	服务契约期间
indentureship	学徒契约期间
patriarchic	=patriarchal
wreckful	造成失事的
wreckful	造成失事
wreckful	导致破灭的
wreckful	导致破灭
aftercrop	后作
aftercrop	第二次的收获
scotometer	暗点计
acinus	小核果
acinus	浆果
acinus	葡萄状腺
streptococci	streptococcus
streptococci	的复数形
jumpily	跳跃地
jumpily	跳跃
jumpily	易变动地
jumpily	易变动
aquiver	颤抖的
aquiver	颤抖
aquiver	兴奋的
aquiver	兴奋
ppe	Philosophy
ppe	Ploitics
ppe	Economics
ppe	哲学、政治学、经济学统称
miscounsel	误劝
unstatutable	与法令相反的
unstatutable	与法令相反
unstatutable	不符合法令的
unstatutable	不符合法令
unstatutable	非法定的
unstatutable	非法定
prosateur	散文作家
partialness	部分的
partialness	部分
partialness	不公平的
partialness	不公平
partialness	偏爱的
partialness	偏爱
fletch	装上羽毛
pivotman	策应队员
capricornus	摩羯星座
capricornus	摩羯宫
byplot	旁节
lumisome	发光体
pentateuch	摩西五书
buddha	佛
benthos	海底生物
benthos	海底的动植物群
forktailed	尾巴开叉的
forktailed	尾巴开叉
buchmanism	道德重整运动
urbanity	有礼貌
urbanity	文雅
equaliser	=equalizer
grubber	挖掘者
grubber	孜孜工作的人
loxodromics	斜航法
vitellogenous	卵黄的
vitellogenous	卵黄
retention	保持力
unattained	未达到的
unattained	未达到
unattained	未获得的
unattained	未获
kynewulf	即Cynewulf
geoid	大地水准面
laurence	男子名
pintoricchio	即
pintoricchio	Pinturicchio
haussa	=Hausa
guana	鬣蜥
guana	巨蜥
backfall	将对方压制倒地背着垫子以取胜的手法
kilobar	千巴
gobble	火鸡叫声
gobble	狼吞虎咽
gobble	贪食
gobble	咯咯叫声
overly	过度地
overly	过度
overly	极度地
overly	极度
afterdeck	后甲板
intime	=intimate
exhortative	劝告的
exhortative	劝告
exhortative	劝勉的
exhortative	劝勉
wilma	威尔玛
hypergeusesthesia	味觉过敏
phono	留声机
phono	唱机
jerboa	跳鼠
assyriologist	亚述研究者
assyriologist	亚述专家
relieved	放心的
relieved	放心
gadgeteering	精巧机件的发明
pneumogastric	肺和胃的
pneumogastric	肺和胃
pneumogastric	迷走神经的
pneumogastric	迷走神经
haemorrhage	出血
haemorrhage	溢血
planer	刨工
planer	刨机
couchy	茅草丛生的
couchy	茅草丛生
couchy	茅草的
couchy	茅草
flavourless	无味的
flavourless	无味
flavourless	无趣味的
flavourless	无趣味
quadrangular	四边形的
quadrangular	四边形
unmined	未开采的
unmined	未开采
engorgement	暴饮暴食
engorgement	充血
bailment	寄托
bailment	保释
nettlesome	恼人的
nettlesome	恼人
tsunyi	遵义
tsunyi	见Zunyi
lamprophony	声音的响亮和清晰
trichomonal	毛滴虫的
trichomonal	毛滴虫
trichomonal	毛滴虫引起的
trichomonal	毛滴虫引起
homopause	均质层顶
fretful	烦燥的
fretful	烦燥
fretful	起波纹的
fretful	起波纹
fretful	焦躁的
fretful	焦躁
fissilingual	舌头裂开的
fissilingual	舌头裂开
polloi	=hoi
tarn	小湖
triantelope	澳洲扁体大蜘蛛
unauspicious	=inauspicious
pancarditis	全心炎
pancarditis	心包内膜炎
slumberland	睡乡
slumberland	梦乡
ephelis	雀斑
topocentric	以地面上的某点为中心的
topocentric	以地面上的某点为中心
topocentric	地面点的
topocentric	面点
larcener	盗窃犯
skiagraphy	X
skiagraphy	光照像术
xerophthalmia	眼球干燥症
anaculture	细菌混合培养
unaware	不知道的
unaware	不知道
unaware	没觉察到的
unaware	没觉察到
malta	马耳他
foredo	杀
foredo	毁
permanganate	高锰酸
suctorian	吸管类动物
observingly	注意地
observingly	注意
zoomorphosed	似动物造型的
zoomorphosed	似动物造型
ungated	无门的
ungated	无门
ungated	无闸门的
ungated	无闸门
intranasal	鼻内的
intranasal	鼻内
unifoliate	单叶的
unifoliate	单叶
unifoliate	有单叶的
unifoliate	有单叶
museque	贫民区
adularia	冰长石
adularia	月长石
mesocecum	盲肠系膜
salvationism	救世军之教义
atavistic	隔代遗传的
atavistic	隔代遗传
atavistic	返祖性的
atavistic	返祖性
rocketry	火箭学
rocketry	火箭技术
rocketry	火箭
portray	描绘
epidendrum	美洲石斛
efficient	生效的
efficient	生效
efficient	有效率的
efficient	有效率
efficient	能干的
efficient	能干
roweite	硼锰钙石
telereference	远程咨询
cosmography	宇宙志
cosmography	宇宙学
mucosa	=mucous
mucosa	membrane
overvalue	对……定价过高
overvalue	估计过高
gwyn	Eleanor
gwyn	格温
lisping	口齿不清的发音
lisping	口齿不清的
lisping	口齿不清
lisping	咬舌的
lisping	咬舌
coloured	有彩色的
coloured	有彩色
coloured	有色的
coloured	有色
nucleus	核子
ashram	修行的处所
ashram	聚会所
ashram	嬉皮群居村
circumspectly	慎重地
circumspectly	慎重
circumspectly	留心地
circumspectly	留心
buddybuddy	亲热的
buddybuddy	亲热
buddybuddy	非常友好的
buddybuddy	非常友好
midwifery	助产术
midwifery	产科学
midwifery	催生
midwifery	促成
lesbianism	女性同性恋关系
seric	中国的
seric	中国
seric	中国人的
seric	中国人
abominator	憎恶者
abominator	嫌恶者
initializing	正在初始化
cecrops	刻克洛普斯
wilton	威尔顿机织绒头地毯
wadable	可涉水过的
wadable	可涉水过
colorimetric	色度的
colorimetric	色度
colorimetric	比色的
colorimetric	比色
striptease	脱衣舞
striptease	跳脱衣舞
ethnomethodology	民族方法学
bronchia	支气管
plasmogamy	胞质融合
plasmogamy	胞质配合
cryptanalyst	密码破译者
cryptanalyst	密码专家
hispania	西班牙
naggish	有点爱唠叨的
naggish	有点爱唠叨
naggish	劣等的
naggish	劣等
breastplate	胸甲
breastplate	胸革带
breastplate	腹甲
uterine	子宫的
uterine	子宫
uterine	同母异父的
uterine	同母异父
uterine	母系的
uterine	母系
cramp	抽筋
cramp	腹部绞痛
cramp	月经痛
cramp	狭窄的
cramp	狭窄
cramp	难解的
cramp	难解
cramp	使抽筋
cramp	以铁箍扣紧
plunderage	抢夺
plunderage	掠夺
bowery	有亭子的
bowery	有亭子
bowery	象亭子的
bowery	象亭子
bowery	树荫的
bowery	树荫
aestidurilignosa	夏绿硬叶林
aestidurilignosa	夏绿硬叶木本群落
downfall	衰败
downfall	垮台
downfall	大雨
downfall	落下
firehorse	拉救火车的马
fold	折
fold	羊栏
fold	折痕
fold	信徒
fold	折叠
fold	包
fold	合拢
fold	抱住
fold	笼罩
fold	调入
fold	交迭
fold	折叠起来
fold	彻底失败
plead	辩护
plead	恳求
plead	为……辩护
plead	借口
plead	托称
hyperglycaemia	多糖症
hyperglycaemia	高血糖症
scleroblast	骨针细胞
belizean	伯利兹的
belizean	伯利兹
unprecedented	空前的
unprecedented	空前
chlorofluoromethane	氯氟甲烷
rachiodont	具喉齿的
rachiodont	具喉齿
rachiodont	具脊齿的
rachiodont	具脊齿
subentry	分项
subentry	内条
subentry	副条目
exhausted	耗尽的
exhausted	耗尽
exhausted	疲惫的
exhausted	疲惫
lh	左手
lh	LH
lh	:
lh	把驻留程序装入高端内存
bloodletting	放血
intimist	喜欢描写个人情感的画家
intimist	描写个人情感的
intimist	描写个人情感
mizoram	米佐拉姆
camorra	克莫拉秘密组织
gardant	面部正对观看者的
gardant	面部正对观看者
legman	采访助手
legman	资料搜集助手
renomination	再提名
renomination	再任命
turgor	细胞的膨胀
turgor	肿胀
turgor	浮夸
turgor	夸张
marsupialise	=marsupialize
contrariwise	反之
contrariwise	顽固地
contrariwise	顽固
realistic	现实的
realistic	现实
ruth	怜悯
ruth	悲哀
ruth	Ruth
ruth	鲁思
probably	大概
probably	或许
enneagon	九角形
enneagon	九边形
tanniferous	含丹宁酸的
tanniferous	含丹宁酸
tanniferous	生丹宁酸的
tanniferous	生丹宁酸
futz	闲荡
futz	闲混
medlar	欧楂
medlar	欧楂属植物
medlar	欧楂果
subliminal	下意识的
subliminal	下意识
subliminal	潜在意识的
subliminal	潜在意识
unvaryingly	恒久地
unvaryingly	恒久
unvaryingly	从无变化地
unvaryingly	从无变化
volitant	能飞的
volitant	能飞
volitant	飞的
volitant	飞
volitant	活动的
volitant	活动
mina	古代希腊的金额单位
mina	古代希腊的重量单位
homophonic	同音的
homophonic	同音
homophonic	齐唱的
homophonic	齐唱
bunkmate	同寝室伙伴
spinachy	具菠菜特点的
spinachy	具菠菜特点
cmh	Congressional
cmh	Medal
cmh	of
cmh	Honor
cmh	国会荣誉勋章
gearshift	变速排档
spectropolarimeter	分光偏振计
potman	酒馆的侍者
gallionic	迦流的
gallionic	迦流
gallionic	不问事的
gallionic	不问事
pulpous	果肉状的
pulpous	果肉状
pulpous	纸浆状的
pulpous	纸浆状
marish	沼泽
marish	沼泽的
marish	沼泽
redshank	红脚鹬
phytochrome	光敏色素
cig	香烟
cig	雪茄烟
lachlan	拉克兰河
perdure	持久
perdure	继续
ultrarapid	超速的
ultrarapid	超速
predate	提早日期
predate	居先
towards	向
towards	朝
towards	对面
towards	接近
towards	对
towards	有助于
imprudently	鲁莽地
imprudently	鲁莽
imprudently	不小心地
imprudently	不小心
dentin	象牙质
dentin	牙质
mailclad	穿盔甲的人
drownproofing	浮水法
drownproofing	防溺法
ustulate	烤焦
ustulate	烧焦
cavecanem	小心恶犬
postbase	派生后缀
postbase	词根后语素
cinnamene	苯乙烯
allium	葱属植物
sympathizer	同情者
sympathizer	支持者
sympathizer	同感者
sympathizer	同意者
laurel	月桂树
laurel	桂冠
laurel	殊荣
laurel	使戴桂冠
laurel	授予荣誉
krameria	=rhatany
magnify	放大
magnify	扩大
magnify	赞美
magnify	夸大
magnify	夸张
magnify	有放大能力
nitrogenous	氮的
nitrogenous	氮
nitrogenous	含氮的
nitrogenous	含氮
fusicoccin	壳梭孢素
baize	厚羊毛毯
baize	台面呢
baize	粗呢
semilustrous	半光泽的
semilustrous	半光泽
semilustrous	略有光泽的
semilustrous	略有光泽
malignancy	恶意
floatman	花车管理员
embroidery	刺绣品
embroidery	粉饰
embroidery	刺绣
embroidery	装饰
alleyway	小巷
alleyway	窄街
alleyway	通道
sexton	寺庙里的杂役
sexton	教堂司事
heroise	=heroize
wry	扭歪的
wry	扭歪
wry	歪曲的
wry	歪曲
wry	歪斜的
wry	歪斜
wry	扭曲
wry	扭歪
distad	向远侧
distad	在末梢
odea	odeum的复数
exceed	超越
exceed	胜过
