desoxycorticosterone	=deoxycorticosterone
ellie	埃莉
passer	旅客
passer	考试通过的人
chiliasm	锡利亚说
chiliasm	千禧年说
removability	可移动性
removability	可解职
lichenin	苔粉
lichenin	地衣多糖苔藓
dominator	支配者
dominator	支配力
dominator	统治者
urate	尿酸盐
codistor	静噪稳压器
scintillogram	闪烁图
jutka	单驾双轮轻便马车
pretermit	忽略
negation	否定
negation	拒绝
jamesian	亨利·詹姆斯或其作品的
jamesian	亨利·詹姆斯或其作品
jamesian	威廉·詹姆斯或其哲学的
jamesian	威廉·詹姆斯或其哲学
jamesian	亨利·詹姆斯的研究者
jamesian	威廉·詹姆斯哲学的拥护者
endocardiac	心内的
endocardiac	心内
endocardiac	心内膜的
endocardiac	心内膜
ayesha	即Aisha
myoid	肌样的
myoid	肌样
wigwag	摆动
hasidic	哈西德派的
hasidic	哈西德派
cartogram	比较统计地图
dendriform	树状的
dendriform	树状
togue	湖红点鲑
deontology	义务论
deontology	道义论
hexasyllabic	六音节的
hexasyllabic	六音节
disputant	争论者
disputant	争论的
disputant	争论
antetype	原型
depthometer	深度计
trampoline	蹦床
trampoline	蹦床
trampoline	弹床
messiah	弥赛亚
ampul	安瓿
soochow	苏州
bacat	载驳双体船
aia	American
aia	Institute
aia	of
aia	Architects
aia	美国建筑师联合会
neurilemmal	神经膜的
neurilemmal	神经膜
neurilemmal	神经鞘的
neurilemmal	神经鞘
updraft	上升气流
incitation	刺激
incitation	激励
frikadel	炸肉丸
frikadel	烤肉丸
radiotelegrapm	无线电报
unnavigable	不可通航的
unnavigable	不可通航
thigmotropism	向触性
gubernatorial	统治者的
gubernatorial	统治者
gubernatorial	地方长官的
gubernatorial	方长官
gubernatorial	州长的
gubernatorial	州长
gubernatorial	总督的
gubernatorial	总督
protagonist	主角
protagonist	领导者
protagonist	积极参加者
praia	普拉亚
thousandth	第一千的
thousandth	第一千
thousandth	千分之一的
thousandth	千分之一
laqueus	蹄系
laqueus	绾带
politest	有礼貌的
politest	有礼貌
politest	优雅的
politest	优雅
interrogee	被问者
interrogee	受审者
ramble	漫游
ramble	漫游
barbarian	粗鲁无礼的人
barbarian	野蛮人
barbarian	野蛮的
barbarian	野蛮
barbarian	粗鲁的
barbarian	粗鲁
jucar	胡加河
siphunculate	有腹管的
siphunculate	有腹管
floccose	有丛毛的
floccose	有丛毛
floccose	羊毛状的
floccose	羊毛状
countess	伯爵夫人
countess	女伯爵
lossless	无损的
lossless	无损
benumbed	麻木的的
benumbed	麻木
benumbed	僵的
benumbed	僵
suable	可控告的
suable	可控告
suable	应被起诉的
suable	应被起诉
suable	应控告的
suable	应控告
antepenultimate	倒数第三音节的
antepenultimate	倒数第三音节
successfully	顺利地
successfully	顺利
successfully	成功地
successfully	成功
parapet	栏杆
parapet	低墙
parapet	扶手
parapet	胸墙
armlock	锁臂勾腿
tune	曲调
tune	调子
tune	和谐
tune	合调
tune	调音
tune	调整
tune	拨收
tune	收听
tune	知道或察觉他人所说的话或表现的情绪
intracellular	细胞内的
intracellular	细胞内
dreibund	三国同盟(尤指德、奥、意三国缔结的同盟
livelong	整个的
livelong	整个
spokespeople	众发言人
spokespeople	众代言人
epinephrine	肾上腺素
chelicera	前肢之螯
misdescription	错误的描写
separatum	单行本
separatum	抽印本
sextuplet	一胎六子中的一人
sextuplet	六个一组
alphorn	=alpenhorn
transylvania	特兰西瓦尼亚
sludgeworm	正颤蚓
plaint	悲叹
plaint	感叹
plaint	抱怨
plaint	诉苦
fecit	……画
fecit	……作
greenwood	绿林
greenwood	未枯干的树
lionhearted	勇猛的
lionhearted	勇猛
lionhearted	豪胆的
lionhearted	豪胆
esophagitis	食道炎
under	在……之下
under	在……之内
under	在……领导下
under	低于
under	假借
under	在下
forecastleman	在前甲板值勤的水手
swinepox	猪痘
supercontinent	超大陆
bndd	Bureau
bndd	of
bndd	Narcotics
bndd	and
bndd	Dangerous
bndd	Drugs麻醉品和危险药品管理局
calla	马蹄莲
calla	水芋
calla	荷兰海芋
funky	胆战心惊的
funky	胆战心惊
damningness	定罪
hifalutin	=highfalutin
fra	兄弟
detinue	非法占有
alary	翼状的
alary	翼状
endodontist	牙髓学
longe	练马长绳
longe	使用练马绳练马
longe	用练马绳训练马的各种步态
hexode	六极管
heelball	鞋油的一种
lankiness	又瘦又高的
lankiness	又瘦又高
lankiness	过分细长的
lankiness	过分细长
undoable	不能做不了的
undoable	不能做不了
broadside	舷侧
broadside	较宽的一面
broadside	全面的
broadside	全面
broadside	侧面地
broadside	侧面
screed	冗长的句子
screed	样板
screed	泥水匠用的匀泥尺
screed	刮板
spilt	spill的过去式及过去分词
infallibly	绝对无误地
infallibly	绝对无误
meanings	含义
syllabary	字音表
syllabary	音节文字表
urus	野牛
bobbly	跳动的
bobbly	跳动
bobbly	不平的
bobbly	不平
bobbly	圆块状的
bobbly	圆块状
footstone	基石
wimble	锥
wimble	钻孔器
flop	砰然落下
flop	拍击声
flop	失败
flop	扑拍
flop	跳动
flop	脚步沉重地走
flop	笨重地摔
flop	猛落
flop	笨拙地抛下
flop	噗地一声
flop	恰巧
intrench	用壕沟围绕
intrench	固守
intrench	使起皱纹
osteology	骨学
sapphiric	像蓝宝石的
sapphiric	像蓝宝石
sapphiric	蓝宝石质的
sapphiric	蓝宝石质
subtangent	次切距
herniation	形成疝
unbed	把……从花坛
unbed	起床
traymobile	手推托盘车
ofris	Old
ofris	Frisian
subcollege	准大学程度的
subcollege	准大学程度
chou	周
chou	甘蓝
chou	心爱的人
derma	真皮
derma	皮肤
derma	烤牛香肠
autocontrol	自动控制
cameralistic	财政的
cameralistic	财政
cameralistic	财政或经济的
cameralistic	财政或经济
bronzesmith	青铜匠
cantabrize	效仿英国剑桥或剑桥大学
disseisin	侵占
leno	纱罗织法
leno	纱罗织物
friend	朋友
friend	赞助者
friend	助手
pitch	程度
pitch	斜度
pitch	树脂
pitch	投掷
pitch	定调
pitch	前后颠簸
pitch	倾斜
pitch	沥青
pitch	投
pitch	掷
pitch	向前倾跌
pitch	定位于
pitch	用沥青涂
pitch	扎营
pitch	搭帐篷
pitch	投掷
pitch	坠落
pitch	倾斜
embolic	插子的
embolic	插子
embolic	栓子的
embolic	栓子
turbojet	涡轮喷气飞机
stylo	尖管状的自来水笔
unmurmuring	不发牢骚的
unmurmuring	不发牢骚
unmurmuring	不咕咕哝哝的
unmurmuring	不咕咕哝哝
haji	赴麦加朝圣过的伊斯兰教徒
drencher	大雨
drencher	灌药器
drencher	倾盆大雨
odour	气味
odour	香味
odour	臭味
odour	意味
odour	名声
proletaire	无产者
stalagmite	石笋
chamaephyte	地上芽植物
labialization	唇发音
labialization	唇音化
unfriendly	不友善地
unfriendly	不友善
unfriendly	不利地
unfriendly	不利
cameleer	赶骆驼的人
cameleer	骆驼夫
neoclassic	新古典主义的
neoclassic	新古典主义
prosodial	=prosodic
trochometer	车程计
scant	缺乏的
scant	缺乏
scant	不足的
scant	不足
scant	将近的
scant	将近
scant	欠缺的
scant	欠缺
scant	限制
scant	节省
scant	减少
anopheles	按蚊
anopheles	疟蚊
unfished	非钓鱼用的
unfished	非钓鱼用
deuce	两点
deuce	平分
deuce	平手
mysticlsm	神秘主义
extensor	伸肌
hyetology	降雨量学
hyetology	降水学
autoregulative	自动调整的
autoregulative	自动调整
marlin	枪鱼
marlin	青枪鱼
marlin	四鳃旗鱼
bohemianism	玩世不恭之作风或思想
utp	Unshielded
utp	Twisted
utp	Paired
utp	非屏蔽双绞线
jocko	黑猩猩
jocko	猴
superinduce	增添
passionflower	西番莲
passionflower	西番莲的花
passionflower	西番莲科的
passionflower	西番莲科
overweighted	重量超过的
overweighted	重量超过
overweighted	超载的
overweighted	超载
farrier	蹄铁匠
farrier	马医
farrier	兽医
farrier	骑兵中管理马匹的下士
unfinishable	结束不了的
unfinishable	结束不了
excitory	易刺激的
excitory	易刺激
pothouse	酒馆
fanfare	喇叭或号角嘹亮的吹奏声
fanfare	吹牛
inexhaustible	无穷无尽的
inexhaustible	无穷无尽
plss	portable
plss	life
plss	support
plss	system
plss	携带式生命保障系统
takamatsu	高松
pseudonymity	使用假名
spermatogenic	=spermatogenetic
fibrocyte	纤维细胞
scent	气味
scent	香味
scent	香水
scent	线索
scent	嗅觉
scent	臭迹
scent	闻出
scent	嗅
scent	发觉
scent	循着遗臭追踪
scent	使充满气味
scent	嗅猎
scent	发出气味
femininely	女人似地
femininely	女人似
femininely	娇弱地
femininely	娇弱
unconcernedly	不在乎地
unconcernedly	不在乎
unconcernedly	漠不关心地
unconcernedly	漠不关心
dreep	=drip
foreigner	外国人
foreigner	外地人
embracive	无所不包的
embracive	无所不包
embracive	全部包围的
embracive	全部包围
huntingdonshire	亨廷登郡
onliest	=only
kirlian	基尔良的
kirlian	基尔良
leftward	在左方的
leftward	在左方
leftward	在左侧的
leftward	在左侧
leftward	在左方
leftward	在左侧
jameson	詹姆士
porky	猪肉的
porky	猪肉
porky	肥胖的
porky	肥胖
stagger	摇晃
stagger	蹒跚
stagger	交错
stagger	摇摇摆摆
stagger	交错的
stagger	交错
conch	贝壳
conch	海螺壳
retarded	智力迟钝的
retarded	智力迟钝
retarded	发展迟缓的
retarded	发展迟缓
homoiotherm	恒温动物
indumentum	羽毛
indumentum	毛状外被
factice	油膏
factice	油胶
egoistically	利己地
egoistically	利己
egoistically	任性地
egoistically	任性
dysprosody	言语声律障碍
crista	羽冠
crista	脊
nacrite	珍珠陶土
vitriolate	把……变成硫酸
prerecord	事先录音
sericate	丝的
sericate	丝
sericate	如丝的
sericate	如丝
nonnutritive	没有营养
nonnutritive	与营养无关
piped	拷边的
piped	拷边
piped	滚边的
piped	滚边
zaratite	翠镍矿
referend	=referent
pulsar	脉冲星
lienal	脾的
lienal	脾
crusian	=crucian
crusian	carp
egoboo	自我赏识
charlatanry	吹牛
charlatanry	骗子行为
pentyl	戊基
authenticator	证明者
authenticator	认证者
diehard	顽固分子
duffel	粗呢
duffel	露营用具
recessional	议会休会的
recessional	议会休会
recessional	后退的
recessional	后退
recessional	撤回的
recessional	撤回
recessional	退场的赞美歌
melting	熔化的
melting	熔化
melting	融化的
melting	融化
melting	溶解的
melting	溶解
melting	混合的
melting	混合
electrodynamometer	电测力计
ahg	antihemophilic
ahg	globulin抗血友病球蛋白
automaker	汽车制造商
oxaloacetate	草酰乙酸盐
electron	电子
coterie	同行
coterie	圈内人
coterie	伙伴
avalanche	雪崩
avalanche	雪崩
hedger	种植树篱者
hedger	推卸回避的人
hedger	骑墙派
hedger	作套期保值的人
hedger	两方下注者
connected	连接
connected	连接
travertin	石灰华
travertin	钙华
podzolise	=podzolize
consequent	作为结果的
consequent	作为结果
consequent	随之发生的
consequent	随之发生
guido	太空飞行工程师
guido	导航控制中心负责人
lambent	闪烁的
lambent	闪烁
uncopiable	不能抄写的
uncopiable	不能抄写
uncopiable	不能复制的
uncopiable	不能复制
uncopiable	无法模仿的
uncopiable	无法模仿
gypsophila	麦的一种
endsville	最好的
endsville	最好
endsville	首屈一指的
endsville	首屈一指
mathematical	数学的
mathematical	数学
mathematical	精确的
mathematical	精确
clx	climax
clx	最高潮
stallman	摊贩
pyrocellulose	焦纤维素
pyrocellulose	高氮硝化纤维素
simoleon	1元
palaeoanthropic	古人的
palaeoanthropic	古人
offscouring	废物
offscouring	垃圾
zedonk	斑驴
piscicultural	养鱼的
piscicultural	养鱼
bretagne	=Brittany
nida	尼达
oppugnant	反对的
oppugnant	反对
oppugnant	敌对的
oppugnant	敌对
ocso	Order
ocso	of
ocso	Cistercians
ocso	of
ocso	the
ocso	Strict
ocso	Observance
ocso	西多会
halberdier	戟兵
bifid	两半的
bifid	两半
bifid	两裂的
bifid	两裂
malamute	爱斯基摩狗
rocksy	地质学家
parentheses	圆括号
parentheses	插入语
parentheses	插曲
dexterous	灵巧的
dexterous	灵巧
dexterous	惯用右手的
dexterous	惯用右手
unfrequented	人迹罕到的
unfrequented	人迹罕到
pyrrhonist	Pyrrho
pyrrhonist	怀疑论信徒
pyrrhonist	绝对怀疑论者
unbitt	解下
chinchona	=cinchona
sequitur	推断
sequitur	推理
sequitur	结论
prenomen	=praenomen
giraffe	长颈鹿
giraffe	鹿豹座
saliferous	含盐的
saliferous	含盐
honier	honey的比较级
patronage	保护人的身份
patronage	保护
patronage	赞助
patronage	光顾
bucksaw	木锯
riancy	快乐
riancy	兴高采烈
reconcile	使和解
reconcile	使和谐
reconcile	使顺从
lombrosianism	龙勃罗梭的犯罪学说
procurement	获得
procurement	获
procurement	取得
procurement	取
spoony	痴情的
spoony	痴情
spoony	多愁善感的
spoony	多愁善感
spoony	笨的
spoony	笨
spoony	愚蠢的
spoony	愚蠢
spoony	痴情的人
spoony	轻佻的情人
spoony	笨瓜
spoony	傻子
jildi	忽忙
jildi	迅速
unweakened	未削弱的
unweakened	未削弱
unweakened	未减弱的
unweakened	未减弱
foreran	forerun的过去式
autopsy	尸体解剖
autopsy	验尸
girondist	Gironde
girondist	党员
girondist	Gironde
girondist	党的
girondist	党
troche	药片
troche	片剂
ultramicrobalance	超微量天平
porcellanic	=porcelanic
hypothermia	降低体温
shellback	老水手
galumph	意气扬扬地走
kantist	康德学派的人
uropygia	uropygium的复数
rhombencephalon	后脑
embossment	浮雕工作
embossment	浮凸装饰
embossment	浮雕
pulpitis	牙髓炎
kainite	钾盐镁矾
received	被一般承认的
received	被一般承认
received	被认为标准的
received	被认为标准
elope	私奔
elope	潜逃
elope	出走
knawel	纱球草
feterita	非洲芦粟
flirtatious	爱调戏的
flirtatious	爱调戏
flirtatious	轻浮的
flirtatious	轻浮
heresimach	与异教
heresimach	积极斗争的人
tantalization	逗弄
tantalization	使干着急
thracian	色雷斯人
thracian	色雷斯的
thracian	色雷斯
gaffsail	斜桁帆
pmpo	峰值音乐输出功率
parallel	平行的
parallel	平行
parallel	相同的
parallel	相同
parallel	类似的
parallel	类似
parallel	并联的
parallel	并联
parallel	平行线
parallel	平行面
parallel	类似
parallel	相似物
parallel	相应
parallel	平行
morphogeny	=morphogenesis
miri	mir的复数
bellpull	钟的拉索
bellpull	钟绳
bellpull	铃扣
skice	迅速奔跑
skice	匆匆而行
skice	疾行
metencephalon	后脑
bibliology	圣经学
bibliology	书目学
barbaric	野蛮的
barbaric	野蛮
barbaric	粗野的
barbaric	粗野
barbaric	毫无约束的
barbaric	毫无约束
barbaric	肆无忌惮的
barbaric	肆无忌惮
bibiolatrist	书籍崇拜者
bibiolatrist	圣经崇拜者
autoplastic	自体移植的
autoplastic	自体移植
autoplastic	自体成形术的
autoplastic	自体成形术
thuck	嚓声
pillowcase	枕头套
destructivity	破坏能力
destructivity	摧毁能力
schematise	=schematize
bundu	未开化的乡区
bundu	未开发的地方
bundu	荒野
astringer	驯鹰师
pigment	色素
pigment	颜料
calorescence	热光
parasitic	寄生的
parasitic	寄生
unmerciful	不仁慈的
unmerciful	不仁慈
unmerciful	无情的
unmerciful	无情
unmerciful	残酷的
unmerciful	残酷
grantee	受让人
grantee	受颁赠者
aiee	美国电机工程学会
oxyhydrogen	氢氧的
oxyhydrogen	氢氧
vamoose	匆匆离开
vamoose	跑掉
defang	拔去……的尖牙
amadou	火绒
sleigh	雪橇
sleigh	乘雪橇
sleigh	用雪橇运输
piracy	海盗行为
piracy	侵犯版权
piracy	非法翻印
piracy	盗版
grave	墓穴
grave	坟墓
grave	严重的
grave	严重
grave	低沉的
grave	低沉
grave	雕刻
grave	铭记
firebase	重火力点
despondence	沮丧
despondence	悲观
skinny	皮的
skinny	皮
skinny	似皮的
skinny	似皮
skinny	膜状的
skinny	膜状
skinny	小的
skinny	小
handled	有把手的
handled	有把手
handled	有把柄的
handled	有把柄
fixative	固定的
fixative	固定
fixative	防发挥的
fixative	防发挥
fixative	定色的
fixative	定色
fixative	定色料
fixative	定色剂
fixative	定影液
levity	轻率
levity	轻浮
levity	不稳定
levity	多变
auric	金的
auric	金
auric	含金的
auric	含金
auric	似金的
auric	似金
auric	正金的
auric	正金
auric	三价金的
auric	三价金
promethean	Prometheus
promethean	独创性的
promethean	独创性
telium	冬孢子堆
gaga	天真地
gaga	天真
gaga	愚蠢的
gaga	愚蠢
gaga	非常起劲的
gaga	非常起劲
gaga	狂热的
gaga	狂热
form	形状
form	形态
form	外形
form	表格
form	形式
form	形成
form	构成
form	排列
form	组成
thermodiffusion	热扩散
dysuria	排尿困难
intuitionalism	直觉说
intuitionalism	直观论
whipping	鞭打
whipping	笞刑
acceptee	被接受的人
fateful	宿命的
fateful	宿命
fateful	重大的
fateful	重大
fateful	决定性的
fateful	决定性
fateful	致命性的
fateful	致命性
fateful	预言性的
fateful	预言性
cybele	西布莉
scorzonera	鸦葱
invariablenes	不变
invariablenes	恒定
beechwood	山毛榉材
promotee	被提升者
promotee	获晋级者
stagflation	不景气状况下之物价上涨
anglesite	硫酸铅矿
chilblain	冻疮
cham	可汗
hydropsy	水肿病
hydropsy	=dropsy
if	要是
if	是否
if	即使
if	条件
if	设想
gap	缺口
gap	裂口
gap	间隙
gap	缝隙
gap	差距
gap	隔阂
dunnite	D型炸药
dunnite	高性能炸药
whipworm	鞭虫
atmologist	水蒸气学者
quadricycle	四轮车
quadricycle	四轮的
quadricycle	四轮
ripely	成熟地
ripely	成熟
ripely	圆通地
ripely	圆通
polymery	多出式
augsburg	奥格斯堡
electrothermics	电热学
trinkum	=trinket
fallacious	谬误的
fallacious	谬误
fallacious	靠不住的
fallacious	靠不住
fallacious	虚妄的
fallacious	虚妄
fallacious	令人失望的
fallacious	令人失望
fallacious	虚伪的
fallacious	虚伪
fallacious	使人误解的
fallacious	使人误解
fallacious	不合理的
fallacious	不合理
toddy	棕榈汁
toddy	棕榈酒
noncombat	非战斗的
noncombat	非战斗
cardigan	开襟羊毛衫
wasteful	浪费的
wasteful	浪费
wasteful	不经济的
wasteful	不经济
chloroethene	氯乙
minsk	明斯克
prefect	长官
prefect	各类官员
restively	倔强地
restively	倔强
restively	难以驾御地
restively	难以驾御
preselective	预选式的
preselective	预选式
tehran	德黑兰
amidone	=methadone
overstrength	人员超编的
overstrength	人员超编
overstrength	超额的
overstrength	超额
argentite	辉银矿
institutional	制度上的
institutional	制度上
barrelful	一桶之量
barrelful	大量
anacom	分析计算机
human	人
human	人类
human	人的
human	人
human	人类的
human	人类
human	人性的
human	人性
human	有同情心的
human	有同情心
liberte	egalite
liberte	fraternite
liberte	自由、平等、博爱
gardenia	栀子
gardenia	2栀子花
sexcentenary	六百周年纪念
sexcentenary	六百年的
sexcentenary	六百年
tweedy	粗花呢制的
tweedy	粗花呢制
tweedy	爱穿粗花呢服装的
tweedy	爱穿粗花呢服装
chromo	多彩石印版
euroclear	欧洲银行票据交换所
dray	运货马车
dray	一种撬
dray	以运货马车运
dray	用马车运载
sciolto	自由地
sciolto	自由
sciolto	断音地
sciolto	断音
abolitionist	废除主义者
abolitionist	废奴主义者
carragheenin	=carrageenan
pectase	果胶酶
sureshot	神枪手
orate	演说
orate	大言不惭的演说
abreaction	消散
abreaction	发泄
turista	旅游者腹泻
vectorgraph	立体电影
vectorgraph	矢量图
xylem	木质部
geographic	地理学的
geographic	理学
geographic	地理的
geographic	理
apteryx	新西兰人
enlarger	放大机
enlarger	扩大者
enlarger	增补者
granitic	花岗石的
granitic	花岗石
granitic	由花岗岩形成的
granitic	由花岗岩形成
njorth	分配财富之神
woopie	"幄庇士"
woopie	富有的退休人士
vertumnus	威耳廷努斯
comix	连环漫画
architecturally	建筑上
cylindromatous	圆柱瘤的
cylindromatous	圆柱瘤
heresy	异端
heresy	异教
smooch	接吻
smooch	接吻
papillose	有小乳头突起的
papillose	有小乳头突起
papillose	多疣的
papillose	多疣
erosion	腐蚀
erosion	侵蚀
misbehave	行为不端
idiolect	个人习语
attaintment	=attainder
gaussage	以高斯为单位的磁场强度
caritative	博爱的
caritative	博爱
citrous	柑橘属植物的
citrous	柑橘属植物
endwise	末端朝前或向上的
endwise	末端朝前或向上
endwise	向前的
endwise	向前
mollify	平息
spermatophyte	种子植物
complementarity	补充
complementarity	补足
skill	技能
skill	技巧
skill	熟练
skill	巧妙
panoramist	全景画家
pranidhana	愿
palearctic	=Palaearctic
tartarous	酒石的
tartarous	酒石
tartarous	含酒石的
tartarous	含酒石
tartarous	酒石似的
tartarous	酒石似
kinsey	金赛
kinsey	Alfred
kinsey	Charles
kinsey	Kinsey
kinsey	金赛教授
unreckonable	不可计算的
unreckonable	不可计算
unreckonable	难预测的
unreckonable	难预测
fightback	回击
fightback	反攻
clary	鼠尾草属的植物
cookroom	厨房
beacher	浪涛
carnal	肉体的
carnal	肉体
carnal	肉欲的
carnal	肉欲
carnal	性欲的
carnal	性欲
carnal	色欲的
carnal	色欲
carnal	淫荡的
carnal	淫荡
informosome	信息体
biparty	两党连合的
biparty	两党连合
fluctuant	变动的
fluctuant	变动
fluctuant	起伏的
fluctuant	起伏
fluctuant	波动的
fluctuant	波动
excrescency	瘤
excrescency	赘生物
excrescency	自然长出物
atempo	以原来的速度
atempo	还原速度
refusal	拒绝
refusal	推却
refusal	优先取舍权
refusal	优先取舍的机会
associate	使发生联系
associate	使联合
associate	交往
associate	结交
associate	合作人
associate	同事
associate	副的
associate	副
avianize	使禽化
avianize	通过在鸡胚中重复培养减轻的毒力
strunzite	纤磷锰铁矿
cot	轻便小床
cot	帆布床
converted	更换信仰的
converted	更换信仰
converted	修改的
converted	修改
sneaky	鬼祟的
sneaky	鬼祟
sneaky	卑鄙的
sneaky	卑鄙
baddeleyite	斜锆石
ryan	赖安
providing	倘若
scarecrow	稻草人
scarecrow	衣衫褴褛的人
mendicancy	乞丐
mendicancy	托钵
mendicancy	行乞修道士
congregant	聚会者
congregant	召集人
woodbin	木柴箱
xenomania	外国迷
xenomania	外国狂
vraic	海草
vraic	海草灰肥料
illumine	照明
illumine	点亮
illumine	使明艳照人
illumine	启发
caip	计算机辅助索引程序
caip	Cable
caip	Over
caip	IP
caip	基于有线电视的IP网通信
abdomen	腹
abdomen	腹部
holder	持有者
holder	占有者
holder	支持物
holder	固定器
removal	移动
removal	免职
removal	切除
indubitable	不容置疑的
indubitable	不容置疑
indubitable	确实的
indubitable	确实
indubitable	明白的
indubitable	明白
camisard	十八世纪初反叛法王路易十四的法国新教徒
inventress	发明家
inventress	女发明家
eucalypti	桉树
aneuria	脑力衰退
aneuria	精力衰竭
sailor	海员
sailor	水手
sailor	不大会晕船的人
sailor	船员
innuendo	暗讽
innuendo	影射
innuendo	旁敲侧击地表达
innuendo	暗示
oneirocritical	解梦的
oneirocritical	解梦
punition	=punishment
shave	剃
shave	刮
shave	削刮
shave	刨
shave	削
shave	刮脸
arrenotokous	雄性生殖的
arrenotokous	雄性生殖
onward	向前的
onward	向前
onward	向前
onward	在前面
accounting	会计学
accounting	清算帐目
oxidant	氧化剂
cryptoanalysis	密码分析学
disenable	使不能
disenable	使丧失资格
poop	船尾
poop	船尾楼
poop	傻子
poop	真实的消息
poop	冲打
poop	使精疲力尽
poop	疲乏
restrictive	限制性的
restrictive	限制性
fasciolar	小束的
fasciolar	小束
grallatores	涉水禽类
gink	家伙
gink	怪人
gink	人
homocercality	正尾
themis	西弥斯
shvartzer	=schvartze
cripple	跛子
cripple	削弱
commercialese	商业用语
commercialese	商业语言
armour	盔甲
armour	装甲钢板
armour	装甲部队
spicebush	山胡椒
spicebush	洋腊梅
spicebush	西美腊梅
pulsimeter	脉搏计
undynamic	精力不够的
undynamic	精力不够
undynamic	无生气的
undynamic	无生气
undynamic	无活力的
undynamic	无活力
vigesimal	第二十的
vigesimal	第二十
vigesimal	二十分之一的
vigesimal	二十分之一
vigesimal	以20为基数的
vigesimal	以20为基数
moistness	湿
sleeveless	无袖的
sleeveless	无袖
reedy	芦苇丛生的
reedy	芦苇丛生
reedy	芦苇做的
reedy	芦苇做
reedy	芦苇状的
reedy	芦苇状
reedy	细长的
reedy	细长
reedy	脆弱的
reedy	脆弱
reedy	尖声的
reedy	尖声
reedy	似笛声的
reedy	似笛声
protonate	使质子化
protonate	给……加质子
anhui	安徽
manifer	护手铠甲
heliotropin	胡椒醛
heliotropin	向日葵香精
proleg	前脚
proleg	幼虫的腹脚
relaunch	重新发动
relaunch	重新发射
ergometrine	麦角新碱
safeblowing	炸开保险箱行窃的行为
boxful	一箱的
boxful	一箱
angelino	洛杉矶人
dismission	免职
dismission	解雇
dismission	不予考虑
arala	印度产的鹳类
scalogram	量图
tahine	芝麻酱
euthanasia	安乐死
scumble	将色彩变淡
scumble	渐使颜色变浅
scumble	渐淡
scumble	薄涂
rhinal	鼻的
rhinal	鼻
rhinal	鼻腔的
rhinal	鼻腔
photooxidation	光致氧化
siding	铁路的侧线
siding	旁轨
tabi	日本式厚底短袜
thalassochemical	海洋化学的
thalassochemical	海洋化学
rabbin	犹太教教士
rabbin	拉比
phenylephrine	苯肾上腺素
thermomagnetic	热磁的
thermomagnetic	热磁
protopope	首席神父
protopope	主教士
karma	因缘
karma	因果报应
greenhorn	生手
greenhorn	缺乏经验的人
greenhorn	不懂世故的人
atabal	铜鼓
atabal	小鼓
haciendado	庄园或农场等的主人
trichiniasis	=trichinosis
neuropathist	神经病学家
neuropathist	神经病专家
quinnat	salmon
quinnat	大鳞大麻哈鱼
nucleonics	核子学
nucleonics	原子核物理学
untearable	不能撕开的
untearable	不能撕开
untearable	扯不破的
untearable	扯不破
untearable	拔不掉的
untearable	拔不掉
curacoa	柑桂酒
curacoa	柑香酒
vociferate	大声叫
vociferate	大叫
vociferate	喊叫
singlehanded	单手的
singlehanded	单手
singlehanded	单独的
singlehanded	单独
singlehanded	独力的
singlehanded	独力
singlehanded	单枪匹马的
singlehanded	单枪匹马
collateralize	以……作抵押
amply	充足地
amply	充足
amply	详细地
amply	详细
emma	艾玛
emma	女子名
pleonasm	烦冗
pleonasm	冗长
pansexualism	泛性论
magistrate	文职官员
magistrate	地方官员
hitchhiking	搭乘
heteroduplex	异源双链核酸分子
lend	借给
lend	贷
cybernetical	控制论的
cybernetical	控制论
hyperchlorhydria	胃酸过多症
teleoperator	远距离操纵器
teleoperator	遥控操纵装置
teleoperator	遥控机器人
silkaline	仿丝薄棉布
physiological	生理学的
physiological	生理学
physiological	生理学上的
physiological	生理学上
breccia	角砾岩
breccia	角蛮岩
endosternite	腹内骨
sole	单独的
sole	单独
sole	唯一的
sole	唯一
sole	脚底
sole	鞋底
sole	基础
sole	换鞋底
headstrong	不听命令的
headstrong	不听命令
headstrong	顽固的
headstrong	顽固
headstrong	刚愎的
headstrong	刚愎
headstrong	任性的
headstrong	任性
lithe	柔软的
lithe	柔软
lithe	易弯的
lithe	易弯
gardenless	无花园的
gardenless	无花园
wantage	缺少
deovolente	如蒙上帝恩允
deovolente	若一切顺利
ceterach	一种羊齿植物
wolfbane	=wolfsbane
race	种族
race	种族气质
race	种族特征
race	赛跑
race	急流
race	姜根
race	赛跑
race	疾走
race	与……赛跑
race	使空转
harare	哈拉雷
autorotation	自动旋转
autorotation	自转
coatrack	衣帽架
timidly	胆小地
timidly	胆小
timidly	羞怯地
timidly	羞怯
grafter	嫁接的人
grafter	贪污者
grafter	收贿者
mudslide	徐缓黏滞泥流
mudslide	泥流
predestinarian	命运注定论的信徒
predestinarian	命运注定的
predestinarian	命运注定
crybaby	爱哭的人
crybaby	软弱容易哭的人
nerts	呸
nerts	胡说
strum	乱弹的声音
strum	乱弹
strum	乱奏
juglandaceous	胡桃科属的
juglandaceous	胡桃科属
juglandaceous	与胡桃科有关的
juglandaceous	与胡桃科有关
odorless	无嗅的
odorless	无嗅
diarize	记日记
mendable	可修理的
mendable	可修理
mendable	可改进的
mendable	可改进
mendable	可更正的
mendable	可更正
hexapartite	分六部分的
hexapartite	分六部分
hexapartite	由六部分构成的
hexapartite	由六部分构成
