scholasticism	经院哲学
chestertonian	切斯特顿式
chestertonian	有切斯特顿作品风格的
chestertonian	有切斯特顿作品风格
racemic	外消旋的
racemic	外消旋
triglot	使用三种语言的
triglot	使用三种语言
triglot	包含三种语言的
triglot	包含三种语言
triglot	使用三种语言的书
allegation	主张
allegation	断言
allegation	辩解
gombeen	高利贷
lucas	卢卡斯
invitingly	动人地
invitingly	动人
semiporous	半多孔的
semiporous	半多孔
taranto	塔兰托
taranto	塔兰托湾
rheophyte	流水植物
overran	overrun的过去式
photoreactivation	光
photoreactivation	复活作用
ululation	吠声
ululation	啼声
ululation	嗥
recoup	赔偿
recoup	补偿
recoup	扣除
recoup	补偿损失
hyperexcitability	兴奋过度
hyperexcitability	超兴奋性
saralasin	肌丙抗增压素
latinate	从拉丁文衍生的
latinate	从拉丁文衍生
latinate	类似拉丁文的
latinate	类似拉丁文
fishplate	鱼尾板
subteenager	13岁左右的少年
epimer	差向
epimer	异构体
haemocytometer	血球计
riddance	摆脱
riddance	除去
riddance	驱逐
riddance	解除
diophantine	equation
diophantine	丢番图方程
maoize	使毛泽东主义化
dourine	媾疫
pentothal	喷妥撒
clip	夹子
clip	回形针
clip	子弹夹
clip	夹住
clip	剪短
clip	修剪
kaoline	高岭土
kaoline	瓷土
inflump	=slumpflation
prototype	原型
cacodaemon	恶鬼
cacodaemon	恶人
emulatively	争着
theogony	神谱
theogony	神统系
theogony	记述神的史诗
pleurite	侧片
pleurite	侧板
seabird	海鸟
countryman	农村人
countryman	同胞
paradisiacal	天堂的
paradisiacal	天堂
paradisiacal	天堂似的
paradisiacal	天堂似
paradisiacal	乐园的
paradisiacal	乐园
fatherliness	父亲的风度
fatherliness	父亲的慈爱
castnet	撒网
bipartisan	两党连立的
bipartisan	两党连立
bambino	小孩
bambino	婴孩
nowadays	现今
nowadays	现在
industry	工业
industry	产业
industry	行业
industry	勤奋
triptich	三联画
registry	注册
registry	登记
registry	注册处
registry	登记处
registry	船舶的国籍
hackamore	驯马用的一种笼头
convener	会议召集人
pall	棺罩
pall	幕
pall	遮盖物
pall	走味
pall	覆盖
pall	使平淡无味
pall	使生厌
pall	感到腻烦
newbuilding	新造的船
newbuilding	造船
twelve	十二
fixature	发胶
metalize	使金属化
metalize	使……硬化
ctenoid	栉状的
ctenoid	栉状
ctenoid	有栉齿状边缘的
ctenoid	有栉齿状边缘
ctenoid	栉齿鳞科的
ctenoid	栉齿鳞科
ctenoid	栉鳞鱼
educational	教育的
educational	教育
educational	教育性的
educational	教育性
chilian	智利人
chilian	智利人所说的西班牙语
leukoderma	白斑病
leukoderma	白变病
marcella	玛塞勒
marcella	凹凸纹细布
cosmopolitanize	使大同化
cosmopolitanize	使国际化
biosphere	生物圈
woodfibre'	NULL)
intestine	内部的
intestine	内部
intestine	国内的
intestine	国内
intestine	肠
based	立基于
based	基于……
based	以……为基础
based	建立
based	装置
upholsterer	装饰业者
upholsterer	家具商
entoutcas	雨后快干的
entoutcas	雨后快干
entoutcas	全天候的
entoutcas	全天候
retine	抑细胞素
sundew	茅膏菜
guaiacol	愈疮木酚
guaiacol	愈创木酚
guaiacol	邻甲氧基苯酚
toponomy	=toponymy
safari	旅行
safari	狩猎远征
safari	旅行队
safari	旅行队及装备
yemeni	也门人
yemeni	也门的
yemeni	也门
yemeni	也门人的
yemeni	也门人
decision	决定
decision	决心
decision	决议
decision	结果
decision	果断
decision	坚定
phone	电话
phone	电话机
phone	打电话
aerophone	空中探音机
aerophone	管乐器
hemal	血液的
hemal	血液
hemal	血管的
hemal	血管
trinitrobenzene	三硝基苯
italic	斜体的
italic	斜体
italic	印欧语系
italic	意大利语族
italic	斜体字
italic	斜体
diminishingly	逐渐减小地
diminishingly	逐渐减小
subconscious	下意识的
subconscious	下意识
permeameter	磁导计
pleiad	七明星
pleiad	七巨头
improve	改善
improve	改进
aitken	艾特肯(即
analogism	类比推理
neurocoele	神经管腔
neurocoele	脑脊髓管
endocrine	内分泌
innsbruck	因斯布鲁克
interdependence	互相依赖
disamenity	不舒适
disamenity	不愉快
disamenity	麻烦
alternatively	做为选择
alternatively	二者择一地
alternatively	二者择一
aquaplane	滑木板
aquaplane	骑滑水板游戏
macrosporangium	=megasporangium
iaba	International
iaba	Amateur
iaba	Boxing
iaba	Association
iaba	国际业余拳击协会
ferromanganese	锰铁
ferromanganese	铁锰齐
sculler	摇桨
sculler	划船者
sculler	比赛用的小船
monocerous	独角的
monocerous	独角
monocerous	一角动物的
monocerous	一角动物
signorino	少爷
signorino	年青男子
lamplight	灯火
nfc	National
nfc	Football
nfc	Conference
nfc	国家足球联盟
tiros	气象观测卫星
bushman	澳大利亚丛林中的居民
bushman	林区的人
stele	石碑
stele	石柱
stele	匾额
bookstore	书店
trilateration	三边测量
pawky	狡诈的
pawky	狡诈
pawky	顽皮的
pawky	顽皮
pawky	机警的
pawky	机警
walkdown	慢慢走近
philosophic	哲学的
philosophic	哲学
philosophic	贤明的
philosophic	贤明
grower	栽培者
grower	生长物
supplier	供应者
supplier	补充者
supplier	厂商
supplier	供给者
ellachick	云石鱼
exophthalmia	突眼
exophthalmia	眼球突出
instructively	教育地
instructively	教育
instructively	有益地
instructively	有益
siouan	苏族
siouan	苏人的
siouan	苏人
informal	不正式的
informal	不正式
informal	不拘礼节的
informal	不拘礼节
eruption	爆发
eruption	火山灰
eruption	出疹
detect	察觉
detect	发觉
detect	侦查
detect	探测
detect	发现
condescending	谦逊的
condescending	谦逊
condescending	故意屈尊的
condescending	故意屈尊
condescending	叫人欠情似的
condescending	叫人欠情似
pariah	贱民
upwind	逆风的
upwind	逆风
upwind	逆风地
upwind	逆风
tuna	金枪鱼
tuna	鲔鱼
bandana	花色丝质大手帕
josephson	effect约瑟夫森效应
poecilitic	=poikilitic
southeasterly	来自东南的
southeasterly	来自东南
southeasterly	往东南的
southeasterly	往东南
southeasterly	来自东南
southeasterly	往东南
shipman	船员
shipman	船长
meto	Middle
meto	East
meto	Treaty
meto	Organization
meto	中东条约组织
reticuloendothelial	网状内皮组织的
reticuloendothelial	网状内皮组织
disimperialism	推翻帝国主义统治
disimperialism	获得独立
wrap	外套
wrap	围巾
wrap	包裹
wrap	秘密
wrap	约束
wrap	限制
wrap	包装
wrap	卷
wrap	缠绕
wrap	包
wrap	覆盖
wrap	裹
wrap	遮蔽
wrap	隐藏
wrap	缠绕
wrap	重叠
wrap	穿外衣
wrap	包起来
euromoney	欧洲货币
heteroautotrophic	异质自养的
heteroautotrophic	异质自养
sauna	桑拿浴
sauna	蒸汽浴
pentabasic	五元的
pentabasic	五元
pentabasic	五基的
pentabasic	五基
placability	易抚慰
placability	易宽恕
placability	温和
analgetic	止痛剂
analgetic	镇痛剂
analgetic	止痛的
analgetic	止痛
superfluous	多余的
superfluous	多余
superfluous	过剩的
superfluous	过剩
superfluous	过量的
superfluous	过量
plumule	幼芽
plumule	棉毛
barrett	巴雷特
syllabub	奶油葡萄酒
noiseproof	防噪音的
noiseproof	防噪音
wenlockian	温洛克组的
wenlockian	温洛克组
carbuncular	有酒刺的
carbuncular	有酒刺
carbuncular	似红玉的
carbuncular	似红玉
drang	压力
drang	迫切要求
consortium	社团
consortium	协会
consortium	联盟
consortium	财团
consortium	配偶的权利
consortium	大学联盟协定
mulley	去角的牲畜
mulley	无角的
mulley	无角
surface	表面
surface	外表
surface	水面
surface	表面的
surface	表面
surface	肤浅的
surface	肤浅
biddable	顺从的
biddable	顺从
biddable	可叫牌的
biddable	可叫牌
affectingly	令人感动地
affectingly	令人感动
affectingly	令人伤心地
affectingly	令人伤心
ideality	理想
riau	Archipelago
disentomb	发掘
anoxemic	缺氧血症的
anoxemic	缺氧血症
anoxemic	血缺氧的
anoxemic	血缺氧
tankage	桶槽的租费
tankage	桶槽的容量
consequential	结果的
consequential	结果
consequential	相因而生的
consequential	相因而生
bavarian	巴伐利亚的
bavarian	巴伐利亚
bavarian	巴伐利亚人的
bavarian	巴伐利亚人
bavarian	巴伐利亚人
bavarian	巴伐利亚方言
equilibrator	保持平衡物
equilibrator	平衡装置
polypidom	=polypary
mondain	上流社会绅士
mondain	凡夫俗子
poon	胡桐
unlawfully	非法地
unlawfully	非法
unlawfully	不正当地
unlawfully	不正当
manipulator	操作者
manipulator	操纵者
manipulator	操纵器
degrease	脱脂
degrease	除油污
hake	鳕鱼类
indefeasible	难使无效的
indefeasible	难使无效
indefeasible	不能废弃的
indefeasible	不能废弃
tomboy	行为似男孩的顽皮姑娘
glider	滑行
glider	滑翔机
thermic	热的
thermic	热
thermic	由于热造成的
thermic	由于热造成
nacred	真珠质的
nacred	真珠质
mercilessly	无慈悲地
mercilessly	无慈悲
mercilessly	残忍地
mercilessly	残忍
retractation	收回
whitsuntide	圣神降临周
raggy	=ragged
peacemonger	和平贩子
peacemonger	和事佬
sailmaker	修帆工
symmetrize	使相称
symmetrize	使对称
symmetrize	使均衡
gat	手枪
gat	狭航道
gat	get
gat	的过去式
boleyn	Anne博林
irrationally	不合理地
irrationally	不合理
irrationally	无理性地
irrationally	无理性
photoheliograph	太阳
photoheliograph	照相仪
autofit	最适合的行高
volte	回
volte	次
euploidy	整倍性
skiagram	=sciagram
lamellate	有薄层的
lamellate	有薄层
lamellate	薄片形的
lamellate	薄片形
doubleheader	双车头火车
doubleheader	连赛
discaire	选播迪斯科唱片的人
sparkler	闪烁发光物
sparkler	宝石
psychodynamic	心理动力的
psychodynamic	心理动力
psychodynamic	精神动力的
psychodynamic	精神动力
pe	Product
pe	Engineering
pe	产品工程
pe	体育课
pe	体能训练
pe	PE
thespis	泰斯庇斯
eleoptene	轻油精
eleoptene	挥发油精
contraceptive	避孕的
contraceptive	避孕
contraceptive	避孕品
contraceptive	避孕用具
bastile	城堡
bastile	监狱
inshoot	内曲线球
confrontment	=confrontation
unidentifiable	无法辨认的
unidentifiable	无法辨认
unidentifiable	无法识别的
unidentifiable	无法识别
unidentifiable	无法鉴定的
unidentifiable	无法鉴定
usher	引座员
usher	招待员
usher	传达员
usher	前驱
usher	引导
usher	展示
usher	作招待员
stank	stink的过去式
goat	山羊
goat	替罪羊
stateswoman	妇女政治家
electrovalent	电价的
electrovalent	电价
defunct	死了的
defunct	死了
epistolary	书信的
epistolary	书信
epistolary	书信体的
epistolary	书信体
epistolary	用书信的
epistolary	用书信
nonperiodic	非周期的
nonperiodic	非周期
hesitative	支吾其辞的
hesitative	支吾其辞
ladronism	有组织的抵抗
exponence	说明
jowl	颌
jowl	颚骨
jowl	面颊
garran	矮小结实的载重马
quintuplet	五个一组
quintuplet	五件一套
finnesko	挪威鹿皮靴
aborigines	土著
aborigines	原居民
aborigines	群
demonologically	鬼神学地
demonologically	鬼神学
suky	=sukey
heteromorphy	=heteromorphism
comptometer	高速度计算机之一种
comptometer	其商标名
international	国际的
international	国际
international	世界的
international	世界
international	国际性组织
international	国际比赛
oecumenicity	=ecumenicity
sins	ship''s
sins	inertial
sins	navigation
sins	system
sins	船舶惯性导航系统
unnatural	不自然的
unnatural	不自然
geobotany	植物地理学
extraventricular	室外的
extraventricular	室外
conglomeration	团块
conglomeration	聚集
conglomeration	混合物
nesting	嵌套
insnare	落于陷阱
insnare	诱入圈套
crustification	=incrustation
rhabdovirus	棒状病毒
sailer	船
stoneman	石匠
stoneman	石工
stoneman	石冢
entablature	柱上楣构
entablature	柱顶线盘
entablature	支柱
snaky	蛇一般的
snaky	蛇一般
snaky	弯弯曲曲的
snaky	弯弯曲曲
snaky	阴险的
snaky	阴险
snaky	多蛇的
snaky	多蛇
mating	杂交
sibilation	齿擦音发音
sibilation	咝咝作响
calkin	蹄铁上的防滑尖铁
calkin	蹄铁的折曲端
calkin	鞋底铁掌
padnag	款步而行的马
blacksploitation	=blaxploitation
minacious	威吓的
minacious	威吓
arbitrage	仲裁
arbitrage	套汇
arbitrage	套利交易
sphinges	天蛾
sphinges	神秘的人
galleryful	楼座所能容纳的人数
ancipital	剑形的
ancipital	剑形
chronogram	纪年铭
chronogram	计时器所作的记录
fucker	傻瓜
fucker	笨蛋
octan	每隔八日发一次的
octan	每隔八日发一次
octan	八日热
confectionery	糖果
confectionery	糖果店
diagnosis	诊断
cole	油菜
cole	小菜
fyke	长袋网
hedonism	快乐论
hedonism	快乐主义
beat	敲打
beat	拍子
beat	巡逻区域
beat	打
beat	打败
polonize	使波兰化
polonize	使成波兰风格
suprahuman	=superhuman
anemochorous	由风散布种子的
anemochorous	由风散布种子
gelsenkirchen	盖尔森基兴
scribe	抄写员
scribe	作者
scribe	划线器
scribe	犹太法学家
scribe	担任抄写员
scribe	用划线器划
seething	沸腾的
seething	沸腾
seething	火热的
seething	火热
orthoepy	正确法
orthoepy	正音学
brunch	早午餐
blueness	蓝色
blueness	蓝
blueness	青
menorrhagia	月经过多
claudia	克劳迪娅
fusion	熔化
fusion	熔解
fusion	熔合
fusion	熔接
diethyltoluamide	避蚊胺
diethyltoluamide	二乙茎甲苯酰胺
augmentor	起扩大推力增强装置
interlacement	交织
interlacement	交错
homozygously	同型结合地
homozygously	同型结合
homozygously	纯合子地
homozygously	纯合子
tav	希伯莱语的第二十三个字母
blitzkrieg	闪电战
blitzkrieg	奇袭战法
clubbed	棒状的
clubbed	棒状
cremate	火葬
cremate	焚化
indeterministic	非命运论者的
indeterministic	非命运论者
indeterministic	非定命论者的
indeterministic	非定命论者
ruche	褶带
ruche	褶饰
stayer	滞留者
stayer	耐性极强的人
stayer	支持者
stayer	抑制物
ontologist	存在论者
feretrum	圣骨箱
feretrum	尸架
monophyllous	单叶的
monophyllous	单叶
monophyllous	具一叶的
monophyllous	具一叶
flako	喝醉的
flako	喝醉
microvillus	微绒毛
microvillus	微小突起物
microvillus	指状突
conscientiously	良心上
pitt	Street
pitt	Farmer皮特街"农夫"
envenomation	毒液螫入
shelter	掩蔽处
shelter	身避处
shelter	掩蔽
shelter	保护
shelter	庇护所
shelter	掩体
shelter	掩蔽
shelter	躲避
catarrhal	鼻黏膜炎的
catarrhal	鼻黏膜炎
catarrhal	卡他的
catarrhal	卡他
smallpox	天花
ebullient	冒泡的
ebullient	冒泡
ebullient	沸腾的
ebullient	沸腾
ebullient	热情的
ebullient	热情
ebullient	热情洋溢的
ebullient	热情洋溢
opiumism	鸦片中毒
opiumism	鸦片瘾
balefire	野火
balefire	烽火
balefire	焚化尸体的柴堆
juncture	接合点
acetanilid	止痛剂
gutturalize	颚音
gutturalize	使发颚音
gutturalize	使颚音化
granum	叶绿体基粒
seignior	封建制度的君主
seignior	藩王
sofar	水底测音装置
polytonalism	多调法
polytonalism	多调理论
repulse	拒绝
repulse	排斥
repulse	反驳
repulse	击退
repulse	憎恶
repulse	拒斥
repulse	击退
repulse	严拒
refrigeration	冷藏
refrigeration	致冷
refrigeration	冷却
chuckwalla	大型蜥蜴
noninflammable	=nonflammable
vermonter	佛蒙特州人
pinetum	松树园
cowk	干呕
cowk	作呕
cowk	恶心
cholane	胆烷
frictionize	摩擦
frictionize	使受摩擦
tarradiddle	谎话
tarradiddle	处罚
favorer	爱顾者
favorer	保护者
unifactorial	单基因的
unifactorial	单基因
grass	草
kendo	剑道
kendo	剑术
octahedrite	=anatase
arithmetical	算术的
arithmetical	算术
arithmetical	算术上的
arithmetical	算术上
disruptive	使破裂的
disruptive	使破裂
disruptive	分裂性的
disruptive	分裂性
autogenesis	无生源说
autogenesis	自然发生说
autogenesis	自发发生说
insectifuge	驱虫剂
commutate	使方向转换
commutate	整流
shinkansen	新干线
mutter	咕哝
mutter	嘀咕
mutter	咕哝
mutter	嘀咕
isogenic	同基因的
isogenic	同基因
quintessential	精萃的
quintessential	精萃
quintessential	精髓的
quintessential	精髓
manumission	解放
serrulate	细锯齿状的
serrulate	细锯齿状
serrulate	细锯齿边的
serrulate	细锯齿边
tupelo	多花紫树
tupelo	蓝果树
tupelo	紫树木材
apophyge	蜗牛形柱墩
apophyge	柱身之凹
toric	环形圆纹曲面的
toric	环形圆纹曲面
toric	环面的
toric	环面
insula	脑岛
result	结果
result	成效
result	计算结果
result	起因
result	由于
result	以……为结果
result	导致
manicure	修指甲
manicure	修剪
lapis	石
talweg	=thalweg
multilane	多车道的
multilane	多车道
stagehand	舞台管理
etcher	蚀刻师
etcher	腐蚀铜版制作者
tactic	策略
tactic	战略
tactic	按顺序的
tactic	按顺序
tactic	排列的
tactic	排列
cyclamate	一种有害的糖精
machera	=machaira
bazaari	商人
bazaari	店主
exorability	容易说服
exorability	心肠软
padrone	主人
padrone	旅馆老板
padrone	船主
padrone	包工头
phe	Public
phe	Health
phe	Engineer
phe	公共卫生工程师
koranic	可兰经的
koranic	可兰经
managerialist	经理主义拥护者的
managerialist	经理主义拥护者
homestay	在当地居民家居住的时期
lamblike	小羊似的
lamblike	小羊似
lamblike	温驯的
lamblike	温驯
cyanopathy	发绀
cyanopathy	绀色
hygienically	卫生地
hygienically	卫生
nasogastric	鼻饲的
nasogastric	鼻饲
appersonation	对一个知名人物下意识做的假想
intine	内壁
nictitate	眨眼
maris	玛丽斯
dragoniye	使变成龙
dragoniye	龙般地守护
lasable	可受激光照射的
lasable	可受激光照射
overfeeding	吃得过多
overfeeding	过量食物
pauperdom	=pauperism
toparch	小国统治者
toparch	小王国君主
clearance	清除
tercom	terrain
tercom	contour
tercom	matching
tercom	地形匹配
tortious	侵权行为的
tortious	侵权行为
tortious	侵权行为性质的
tortious	侵权行为性质
pinery	菠萝园
matlo	海员
matlo	水手
scythia	锡西厄
pepsin	胃蛋白酶
pepsin	胃液素
melodia	笛管音栓
breechblock	尾栓
breechblock	闩体
breechblock	螺体
pipa	负子蟾
endothelium	内种皮
antiepileptic	抗
amphigenous	生于叶子两旁的
amphigenous	生于叶子两旁
morcellate	切碎
morcellate	分碎
comber	梳者
comber	梳机
comber	卷浪
comber	拍岸浪
electronarcosis	电气麻醉
crazed	疯狂的
crazed	疯狂
crazed	癫狂的
crazed	癫狂
unculture	无文化
flowery	多花的
flowery	多花
flowery	绚丽的
flowery	绚丽
flowery	华丽的
flowery	华丽
flowery	花的
flowery	花
flowery	象花一样
angakok	爱斯基摩人的巫医
irrepressible	镇压不住的
irrepressible	镇压不住
irrepressible	抑制不住的
irrepressible	抑制不住
enzygotic	同孵性的
enzygotic	同孵性
osf	Order
osf	of
osf	St
osf	Francis
osf	方济各会
spelldown	拼字比赛
wysiwyg	What
wysiwyg	You
wysiwyg	See
wysiwyg	Is
wysiwyg	What
wysiwyg	You
wysiwyg	Get
wysiwyg	所见即所得
wysiwyg	所见即所
telegraph	电报机
telegraph	电报
telegraph	打电报
telegraph	发电报
telegraph	打电报说
march	行军
march	步伐
march	进行曲
march	进军
march	前进
march	使行军
march	使行进
domainal	=domanial
tradesman	零售商
tradesman	工匠
spatioperceptual	空间知觉的
spatioperceptual	空间知觉
flsa	Fair
flsa	Labor
flsa	Standards
flsa	Act公平劳动标准法
untenanted	无人租赁的
untenanted	无人租赁
untenanted	未被租用的
untenanted	未被租用
untenanted	未被租赁者占用的
untenanted	未被租赁者占用
asphyxiation	窒息
busman	公共汽车司机
busman	售票员
vext	=vexed
fructiferous	结果实的
fructiferous	结果实
counterespionage	反间谍
counterespionage	策反
criminative	使负罪的
criminative	使负罪
criminative	控告的
criminative	控告
hecla	=Hekla
circumgyration	回转
circumgyration	旋转
circumgyration	翻斤斗
elegy	悲歌
elegy	挽歌
localize	地方化
localize	停留在一地方
garron	=garran
invisible	看不见的
invisible	看不见
invisible	无形的
invisible	无形
overchoice	过多的选择余地
overchoice	过多的选择余
sensually	官能地
sensually	官能
sensually	好色地
sensually	好色
mettlesome	精神饱满的
mettlesome	精神饱满
mettlesome	勇敢的
mettlesome	勇敢
catastrophism	n
catastrophism	劫数难逃论
catastrophism	灾变说
fame	名声
fame	名望
fame	传说
fame	传闻
fame	使闻名
fame	使有名望
fame	盛传
overfulfil	超额完成
monkship	=monkhood
poofy	脂粉气的
poofy	脂粉气
poofy	搞同性恋的
poofy	搞同性恋
anamorphic	失真的
anamorphic	失真
anamorphic	变形的
anamorphic	变形
hooker	渔船
mulierty	婚生
mulierty	嫡生
wb	World
wb	Bank
wb	世界银行
bistort	拳参
gastrin	胃泌激素
naughtily	顽皮地
naughtily	顽皮
naughtily	无礼地
naughtily	无礼
vasa	=Vaasa
vasa	vas的复数
choybalsan	乔巴山(旧称克鲁伦
tachyphylaxis	快速抗药反应
chivaree	笑闹音乐
chivaree	嘈杂
ukrainian	乌克兰人的
ukrainian	乌克兰人
pauperise	=pauperize
workroom	工场间
workroom	工作室
sazerac	萨泽拉克鸡尾酒
rebelliousness	造反
rebelliousness	难以控制
mrcp	Member
mrcp	of
mrcp	the
mrcp	Royal
mrcp	College
mrcp	of
mrcp	Physicians
mrcp	皇家内科医师学会会员
msdn	Microsoft
msdn	Developper
msdn	Network
msdn	微软的开发商网络
schistosomicide	杀血吸虫药
asbestos	石棉
speakerphone	喇叭扩音器
endeavor	努力
endeavor	尽力
endeavor	尽力
endeavor	努力
deutoplasm	滋养质
deutoplasm	卵滋养质
insulinize	用胰岛素治疗
manipulation	处理
manipulation	操作
manipulation	操纵
manipulation	被操纵
jazziness	爵士
jazziness	喧闹
cation	阳离子
cried	cry
cried	的过去式及过去分词
echovirus	ECHO
echovirus	virus艾柯病毒
echovirus	人肠道孤病毒
echovirus	人肠细胞病变孤儿病毒
urnflower	瓮花草属植物
civies	便服
rifeness	流行
rifeness	普遍
rifeness	充满
polychroism	多向色性
polychroism	多色性
monographer	专题论文作者
gautama	释迦牟尼之俗姓
quasar	恒星状球体
quasar	类星体
iioilo	怡朗
gushy	流出的
gushy	流出
gushy	易动感情的
gushy	易动感情
unbar	拔去门闩
unbar	打开
capitulaitonist	投降者
capitulaitonist	主张投降者
capitulaitonist	投降主义的
capitulaitonist	投降主义
gunfire	炮火
insipidity	枯燥无味
insipidity	清淡
insipidity	无精神
aldermanry	市府议员或参事之职位
nondrinker	戒酒的人
nondrinker	不喝酒的人
cleansing	清洁
cleansing	使清洁的人或物
cleansing	有去污作用的
cleansing	有去污作用
conglutination	粘附
conglutination	胶粘
conglutination	粘连
macrocephalus	巨头人
macrocephalus	巨头
forester	林务官
forester	森林人
semimythical	半神话的
semimythical	半神话
odalisque	女奴隶
odalisque	婢妾
kindy	幼儿园
hunchbacked	驼背的
hunchbacked	驼背
gnaw	咬
gnaw	啃
gnaw	啮
gnaw	使苦恼
gnaw	消耗
gnaw	折磨
gnaw	侵蚀
melancholious	=melancholic
eteocles	厄特俄克勒斯
playshoe	游乐鞋
playshoe	轻便鞋
echoencephalography	脑回波描记术
unclasp	解开扣子
unclasp	打开
gct	Greenwich
gct	Civil
gct	Time
forewarning	预先警告的
forewarning	预先警告
organizer	组织者
organizer	建立者
organizer	筹办者
brachydactylic	短指的
brachydactylic	短指
brachydactylic	短趾的
brachydactylic	短趾
tasmanian	塔斯马尼亚的
tasmanian	塔斯马尼亚
absurdist	荒诞主义者
mustang	野马
mustang	海军行伍出身的军官
argonautic	Argo
argonautic	号船员的
argonautic	号船员
argonautic	Argo
argonautic	号远征的
argonautic	号远征
undefendable	无法防御的
undefendable	无法防御
undefendable	不能保卫的
undefendable	不能保卫
undefendable	不可辩解的
undefendable	不可辩解
promisor	契约者
cephalometer	头部测量器
lacunate	=lacunal
akademi	学术团体
akademi	学会
riverine	河的
riverine	河
riverine	河流的
riverine	河流
riverine	河边的
riverine	河边
powerword	金山词霸
cellulase	木纤维质酵素
cellulase	纤维素酶
scopolamine	东莨菪碱
deemster	法官
drifting	漂流的
drifting	漂流
drifting	飘动的
drifting	飘动
implosive	内破发音
implosive	内破裂形成的
implosive	内破裂形成
implosive	闭塞的
implosive	闭塞
arthropod	节肢动物
arthropod	节肢动物的
arthropod	节肢动物
parathyroid	副甲状腺的
parathyroid	副甲状腺
handrail	栏杆
handrail	扶手
renationalize	重新收归国有
hyposulfurous	次硫酸的
hyposulfurous	次硫酸
touraco	蕉鹃
tyre	轮胎
tyre	装轮胎于
unpleasing	不愉快的
unpleasing	不愉快
unpleasing	讨厌的
unpleasing	讨厌
osteotome	骨凿
hydrargyric	汞的
hydrargyric	汞
hydrargyric	水银的
hydrargyric	水银
areole	=areola
lucius	卢修斯
rhinopolypus	鼻息肉
lichenometry	地衣测量年代法
uncontested	没有人争的
uncontested	没有人争
uncontested	无竞争的
uncontested	无竞争
uncontested	无异议的
uncontested	无异议
precedent	先例
targeman	持盾者
scenic	舞台的
scenic	舞台
scenic	布景的
scenic	布景
scenic	景色优美的
scenic	景色优美
scenic	戏剧性的
scenic	戏剧性
scenic	风景照片
scenic	风景影片
prediabetes	前驱糖尿病
mammogen	激乳腺素
mammogen	乳腺发育激素
asphaltum	沥青
asphaltum	柏油
solutizer	硫醇溶解加速剂
solutizer	助溶剂
simulacrum	像
simulacrum	影
simulacrum	幻影
simulacrum	模拟物
simulacrum	假的东西
byroad	间道
byroad	侧道
bondage	奴役
bondage	束缚
resinoid	树脂状的
resinoid	树脂状
resinoid	象树脂的
resinoid	象树脂
resinoid	树脂状物质
cyproterone	去乙酰环丙氯地孕酮
paroxysmic	=paroxysmal
wince	退缩
eminence	出众
eminence	显赫
eminence	崇高
epidemical	传染病的
epidemical	传染病
epidemical	流行的
epidemical	流行
wahabi	瓦哈比教派的教徒
gastrology	烹饪学
gastrology	美食家
thitherwards	向那边
electric	电的
electric	电
electric	导电的
electric	导电
electric	电动的
electric	电动
electric	电气
reinstallment	重新装配
reinstallment	再装置
sulfureous	硫磺的
sulfureous	硫磺
sulfureous	硫磺质的
sulfureous	硫磺质
sulfureous	硫磺一般的
sulfureous	硫磺一般
bergen	卑尔根
pentose	戊糖
circlewise	环形地
circlewise	环形
recurved	内弯的
recurved	内弯
recurved	后弯的
recurved	后弯
spermatocyte	精母细胞
endearment	亲爱
endearment	钟爱
troposcatter	=tropospheric
troposcatter	scatter
microhabitat	=microenvironment
dynaturtle'	NULL)
bracteal	苞的
bracteal	苞
bracteal	似苞的
bracteal	似苞
flaunty	虚华的
flaunty	虚华
dakoit	强盗帮员
mummy	妈妈
mummy	木乃伊
mummy	干瘪的人
narita	成田机场
eleventhly	在第十一号
geocide	地球的毁灭
narcosis	昏迷状态
narcosis	麻醉
phytane	植烷
reprovision	再给食品
reprovision	补充粮食
silverware	银器
corneal	角膜的
corneal	角膜
weazand	=weasand
miladi	夫人
miladi	时髦妇女
quirkiness	诡诈
quirkiness	离奇
wheezy	气喘声的
wheezy	气喘声
wheezy	老生常谈的
wheezy	老生常谈
oligophagous	寡食性的
oligophagous	寡食性
oligophagous	狭食性的
oligophagous	狭食性
snickersnee	短刀
liechtenstein	列支敦士登的
liechtenstein	列支敦士登
hispanidad	西班牙主义
hispanidad	西班牙文明至上主义
whirlicote	豪华型大马车
ahf	antihemophilic
ahf	factor抗血友病因子
banknote	钞票
tarsometatarsus	跗跖骨
mother	母亲
mother	妈妈
flatcar	无盖货车
flatcar	平台货车
inertion	迟钝
inertion	无行动
nepali	尼泊尔语
triplicate	三倍的
triplicate	三倍
triplicate	三重的
triplicate	三重
triplicate	三乘的
triplicate	三乘
triplicate	三分之一
triplicate	三份中之一
triplicate	三个一幅
triplicate	三个一幅中之一
peloid	疗效泥
neutralist	中立主义者
pouched	袋形的
pouched	袋形
pouched	有袋的
pouched	有袋
vesuvian	耐风火柴
vesuvian	火山的
vesuvian	火山
vesuvian	突然爆发的
vesuvian	突然爆发
tarok	塔罗克纸牌戏
managing	管理的
managing	管理
managing	节约的
managing	节约
solderability	软焊性
solderability	可焊性
sheeplike	绵羊般的
sheeplike	绵羊般
sheeplike	温顺的
sheeplike	温顺
islamise	=Islamize
fancy	奇特的
fancy	奇特
fancy	异样的
fancy	异样
fancy	想象
fancy	设想
fancy	认为
fancy	爱好
fancy	自负
fancy	爱好
fancy	迷恋
