ovulatory	排卵
saza	萨扎
apogamy	无配子生殖
podge	矮胖的人
podge	短粗的东西
ayc	American
ayc	Youth
ayc	Congress美国青年代表大会
protistology	原生生物学
tollkeeper	通行税征收人
galways	络腮胡子
slave	奴隶
slave	辛勤努力
muscicolous	苔上生的
muscicolous	苔上生
muscicolous	苔间生的
muscicolous	苔间生
trf	tuned
trf	radio
trf	frequency射频调谐
dispensability	可分配
dispensability	可特别恕免
dispensability	可宽恕
forgettable	容易被忘的
forgettable	容易被忘
forgettable	可忘记的
forgettable	可忘记
inhibit	抑制
inhibit	约束
inhibit	抑制
telodendron	终树突
heather	石南花
heather	杂色的
heather	杂色
heather	似石南的
heather	似石南
heather	Heather
heather	希瑟
demoniac	魔鬼的
demoniac	魔鬼
demoniac	恶魔的
demoniac	恶魔
demoniac	着魔的
demoniac	着魔
demoniac	疯狂的
demoniac	疯狂
demoniac	着魔的人
dredger	挖泥机
dredger	挖泥船
dredger	捞网
dredger	撒粉器
ginkgo	银杏树
hyetography	雨量图法
hyetography	雨量分布学
seadrome	海面机场
seadrome	水上机场
middlesex	米德尔塞克斯郡
evade	规避
evade	逃避
evade	躲避
formulary	公式集
formulary	处方一览表
formulary	公式
formulary	规定的
formulary	规定
eaglet	小鹰
tay	泰河
muntjac	麂
muntjac	毛冠鹿
anthropophilic	好食人肉的
anthropophilic	好食人肉
anthropophilic	好吸人血的
anthropophilic	好吸人血
riverboatman	河船工
riverboatman	河船水手
portmanteau	旅行皮箱
portmanteau	混成词
tyrotoxicon	干酪毒碱
tyrotoxicon	氢氧化重氮苯
inconclusive	非决定的
inconclusive	非决定
underfoot	在脚下面
underfoot	碍事
djajapura	查亚普拉
adjutage	喷射管
neurular	神经轴胚的
neurular	神经轴胚
neurular	神经芽的
neurular	神经芽
adventruous	喜欢冒险的
adventruous	喜欢冒险
adventruous	大胆的
adventruous	大胆
adventruous	惊险的
adventruous	惊险
isotopy	同位素性质
isotopy	同位素现象
syntonic	共振的
syntonic	共振
syntonic	谐振的
syntonic	谐振
undipped	未把远光调为近光的
undipped	未把远光调为近光
moquette	一种有绒毛的厚地毯科
dwell	居住
dwell	踌躇
conjunctivitis	结膜炎
stabilitate	使稳定
stabilitate	使稳固
lath	木板条
lath	条板
matric	大学入学许可
oxydation	=oxidation
unmodulated	未调整的
unmodulated	未调整
unmodulated	未调制的
unmodulated	未调制
resinography	树脂学
bedight	装饰
mote	尘埃
mote	微粒
parboil	煮半熟
parboil	使过热
roborant	起强壮作用的
roborant	起强壮作用
roborant	强壮剂
exergue	钱币等背面花样和边缘之间
exergue	该处之刻记
kike	犹太人
turmoil	骚动
turmoil	混乱
algum	檀香树
unpretentious	不骄傲的
unpretentious	不骄傲
unpretentious	谦逊的
unpretentious	谦逊
cics	客户信息控制系统
haustorial	吸器的
haustorial	吸器
haustorial	有吸器的
haustorial	有吸器
realise	觉悟
realise	明白
coltish	轻佻的
coltish	轻佻
coltish	不受拘束的
coltish	不受拘束
coltish	小马似的
coltish	小马似
estonia	爱沙尼亚
overgrow	长满
overgrow	长得超过
overgrow	长满
overgrow	长得过大
podophyllum	盾叶鬼臼的根茎
demise	死亡
demise	君权的转移或授与
demise	让位
demise	禅让
demise	让渡
demise	遗赠
demise	转让
outflank	翼侧包围
insomniac	失眠症患者
goatherd	牧山羊者
goatherd	牧羊人
pliable	易曲折的
pliable	易曲折
pliable	柔软的
pliable	柔软
pliable	圆滑的
pliable	圆滑
pliable	柔韧的
pliable	柔韧
zendo	禅宗之沉思室
zendo	默念室
halobiont	适盐生物
halobiont	喜盐生物
kurdish	库尔德人的
kurdish	库尔德人
kurdish	库尔德语
disaccord	不一致
disaccord	不和
disaccord	相争
disaccord	不一致
disaccord	不同意
disaccord	不和
maihem	=mayhem
veratridine	藜芦定
keynoter	政党方针的演说人
shrivel	束手无策
theiss	=Tisza
loft	阁楼
feministic	主张男女平等的
feministic	主张男女平等
feministic	女权运动的
feministic	女权运动
salford	索尔福德
alcaide	狱吏
gillnet	以刺网捕鱼
imparl	商议
imparl	协商
imparl	庭外调解
ensemble	全体
ensemble	合唱曲
ensemble	全体演出者
initialization	设定初值
initialization	初
initialization	files//
initialization	初蓟
depositor	寄托者
depositor	存款人
systematical	组织性的
systematical	组织性
systematical	系统的
systematical	系统
cryoscopic	冰点测定法的
cryoscopic	冰点测定法
capercaillye	北欧产雷鸟之一种
microfaction	小集团
lass	少女
lass	爱人
lass	情妇
lass	女佣
decastich	十行之诗或诗节
housemistress	女主人
housemistress	女舍监
housemistress	主妇
switzer	瑞士人
switzer	瑞士雇佣兵
croupous	患格鲁布性之病的
croupous	患格鲁布性之病
croupous	格鲁布性的
croupous	格鲁布性
irradiate	照射
owenism	欧文主义
flippant	能说会道的
flippant	能说会道
flippant	轻率的
flippant	轻率
flippant	没礼貌的
flippant	没礼貌
flippant	嘴碎的
flippant	嘴碎
iiian	伊利昂的
iiian	伊利昂
retrace	折回
sepulcher	坟墓
sepulcher	埋葬所
sepulcher	宗教圣物储藏所
sepulcher	埋
sepulcher	葬
lungyi	腰布
lungyi	头巾
teutomania	条顿狂
teutomania	亲德
lignitic	褐煤的
lignitic	褐煤
lignitic	含褐煤的
lignitic	含褐煤
whack	重打
whack	击败
whack	重击
parrotlet	南美小鹦鹉
ranunculaceous	毛莨科的
ranunculaceous	毛莨科
dilettanteism	浅薄涉猎
cockatrice	传说中的一种毒蛇
lumpen	失业流浪的
lumpen	失业流浪
lumpen	破落户的
lumpen	破落户
widget	小器具
widget	装饰品
widget	窗口小部件
tanta	坦塔
slagging	造渣
despairing	绝望的
despairing	绝望
despairing	失望的
despairing	失望
unwearable	不适合穿戴的
unwearable	不适合穿戴
unwearable	破旧的
unwearable	破旧
unwearable	不合身的
unwearable	不合身
scratchy	潦草的
scratchy	潦草
scratchy	凌乱的
scratchy	凌乱
scratchy	刺痛的
scratchy	刺痛
scratchy	发痒的
scratchy	发痒
scratchy	凑合的
scratchy	凑合
scratchy	发刮擦声的
scratchy	发刮擦声
bearer	送信人
bearer	搬运者
mechanise	机械化
mechanise	使用机械装置
case	事
case	病例
case	案例
case	情形
case	场合
case	讼案
case	容器
case	格
hoplite	古代希腊的重装备步兵
hygrometer	湿度计
inescapability	不可避免
inescapability	必然性
lineally	直系地
lineally	直系
lineally	嫡系地
lineally	嫡系
abba	神父
dismountable	可拆卸的
dismountable	可拆卸
newspaper	报纸
indifferency	漠不关心
indifferency	不在乎
cryptanalysis	密码分析学
cryptanalysis	密码翻译法
qef	quod
qef	erat
qef	faciendum
ascorbate	抗坏血酸盐
exordial	绪言的
exordial	绪言
exordial	绪论的
exordial	绪论
exordial	开端的
exordial	开端
nonbusiness	与商业无关的
nonbusiness	与商业无关
nonbusiness	非商业的
nonbusiness	非商业
anoxia	缺氧症
middorsal	背部中央的
middorsal	背部中央
stu	斯图
shopkeeping	店务管理
winery	葡萄酒酿造厂
navajoite	钒矿
coemption	囤积
coemption	搜刮
pipeage	=pipage
womb	子宫
womb	发源地
womb	发源
womb	包含
womb	容纳
demean	举止
demean	贬低身份
noncommitted	不表态的
noncommitted	不表态
noncommitted	不承担义务的
noncommitted	不承担义务
noncommitted	不结盟的
noncommitted	不结盟
countersignature	副署
countersignature	连署
tessella	特塞拉
tessella	小块镶嵌大理石
tessella	镶嵌地砖
planisphere	平面天球图
planisphere	星座图
resaddle	再装子
pinkey	=pinky
trinitrocresol	三硝基甲酚
happen	发生
happen	碰巧
happen	偶然
happen	发生
happen	恰巧
happen	偶然发现
demigod	半神半人
demigod	受崇拜的人
demigod	小神
outre	越出常轨的
outre	越出常轨
outre	过度的
outre	过度
fertilise	=fertilize
pokeweed	美洲商陆
transsexual	换性者
transsexual	有异性转化欲的
transsexual	有异性转化欲
roque	短柄槌球
dreikanter	三棱石
contractility	收缩性
contractility	缩小性
contractility	伸缩力
wriggly	蠕动的
wriggly	蠕动
wriggly	回避的
wriggly	回避
goldleaf	金箔
boldhearted	大胆的
boldhearted	大胆
boldhearted	勇敢的
boldhearted	勇敢
polyphony	复调音乐
polyphony	多音
uncinus	缘齿
mocha	穆哈咖啡
mocha	用咖啡调味的
mocha	用咖啡调味
decisively	决然地
decisively	决然
decisively	果断地
decisively	果断
hamaul	搬运工人
hamaul	搬行李的人
vistaed	可了望用
vistaed	了望用的
vistaed	了望用
muttonfish	高鳍笛鲷
antediluvian	大洪水前的
antediluvian	大洪水前
antediluvian	上古的
antediluvian	上古
antediluvian	古风的
antediluvian	古风
antediluvian	大洪水以前的人
antediluvian	很老的人
antediluvian	老古董
renunciation	放弃
renunciation	弃权
renunciation	脱离关系
bulbil	鳞芽
bulbil	球芽
banshie	女妖精
polyisobutylene	聚异丁烯
transience	短暂
fitness	适当
fitness	适切性
defaecation	通便
defaecation	澄清
bedgown	睡衣
laksa	米粉汤面
crownland	王室领地
crownland	王室领
hyperesthesia	感觉过敏
triweekly	三星期一次的
triweekly	三星期一次
triweekly	一星期三次的
triweekly	一星期三次
triweekly	三周刊
triweekly	三周报
heartworm	犬恶丝虫
lubritorium	润滑油加油站
unflinchingly	不畏缩地
unflinchingly	不畏缩
unflinchingly	不妥协地
unflinchingly	不妥协
individualize	赋予个性
individualize	个别地加以考虑
perspectively	依透视画法
proportionable	成比例的
proportionable	成比例
proportionable	相称的
proportionable	相称
dadaism	达达主义
dadaism	达达派
aculeate	有刺的
aculeate	有刺
aculeate	一针见血的
aculeate	一针见血
pondok	芦棚
pondok	茅棚
alit	aligh
escadrille	飞行小队
escadrille	小舰队
alu	Arithmetic
alu	Logic
alu	Unit
alu	算术逻辑单元
predecessor	前辈
predecessor	前任
predecessor	原有事物
doings	行为
doings	活动
doings	社交活动
bariatrics	肥胖病学
ketchup	调味蕃茄酱
liquefaction	液化
vbscript	Visual
vbscript	Basic
vbscript	描述语言
bellows	风箱
oarweed	昆布
hegemonism	霸权主义
hegemonism	霸权
hegemonism	盟主权
hegemonism	支配权
athwartship	横过船的
athwartship	横过船
intricacy	复杂
intricacy	错综
multiracial	多民族的
multiracial	多民族
multiracial	多民族和睦相处的
multiracial	多民族和睦相处
casteless	没有社会阶级的
casteless	没有社会阶级
casteless	不属于任何阶级的
casteless	不属于任何阶级
remedial	治疗的
remedial	治疗
remedial	补救的
remedial	补救
vagabondage	流浪
vagabondage	流浪生活
vagabondage	流浪者
storekeeper	店主
coagulatory	引起凝结的
coagulatory	引起凝结
coagulatory	凝结的
coagulatory	凝结
glutaminase	谷氨酰胺酶
amalgam	汞合金
amalgam	汞齐
carriageway	车道
carriageway	马路
rosaria	蔷薇花坛
nonconductor	不传导体
nonconductor	绝缘体
terraalba	白土
tagalog	塔加路族人
mentalism	心灵主义
cannular	管状的
cannular	管状
cannular	管的
cannular	管
pulverable	能研成粉末的
pulverable	能研成粉末
ripeness	成熟
ripeness	老练
depeople	减少人口
petrographical	岩相学的
petrographical	岩相学
petrographical	岩类学的
petrographical	岩类学
ceremonialism	讲究仪式
ceremonialism	恪守礼节
bunkum	博取欢心的演说
bunkum	废话
adsorption	吸附
transdisciplinary	跨学科的
transdisciplinary	跨学科
transdisciplinary	学科间的
transdisciplinary	学科间
transdisciplinary	涉及若干学科的
transdisciplinary	涉及若干学科
electrocute	处电刑
electrocute	触电致死
motivic	动机的
motivic	动机
motivic	乐旨的
motivic	乐旨
inosite	纤维糖
inosite	肌糖
marv	机动重返大气层分弹头导弹
marv	装备机动重返大气层分弹头导弹
star	星
star	恒星
star	明星
star	名角
navigator	航海家
navigator	Netscape公司出品的WEB浏览器
hyoid	U字形的
hyoid	U字形
hyoid	舌骨的
hyoid	舌骨
hyoid	舌骨
lymphangiography	淋巴管造影术
puffingly	气喘吁吁地
puffingly	气喘吁吁
inbreaking	侵入
inbreaking	闯入
inbreaking	侵入的
inbreaking	侵入
splenectomize	切除……的脾
bacteremic	菌血症的
bacteremic	菌血症
dysphagy	吞咽困难
dysphagy	咽下困难
discriminant	判别式
photocall	接受宣传媒体拍照的时间
rep	棱纹平布
rurally	乡下地
rurally	乡下
rurally	农村风味地
rurally	农村风味
verminate	孳生害虫
verminate	孳生寄生虫
amicably	友善地
amicably	友善
tumbrel	农用自卸车
tumbrel	施肥车
tumbrel	二轮车
ornithosis	鸟疫
ornithosis	饲鸟病
provable	可证明的
provable	可证明
provable	可查明的
provable	可查明
literaryism	过度讲究的辞句
literaryism	过于推敲
refasten	再次固定
refasten	再次稳固
rosepoint	玫瑰花纹网地花边
basification	碱化
chloralism	习惯性使用三氯乙醛
chloralism	三氯乙醛中毒症
turner	车床工
turner	体育协会会员
kaki	亚洲柿树
kaki	柿子
tachygrapher	速记人
tachygrapher	速记员
earplug	耳塞
blinkard	很笨的人
blinkard	常眨眼或视力不佳的人
reticulitis	蜂窝胃炎
galvanotropism	向电性
bonus	奖金
bonus	红利
somnambulant	梦游的
somnambulant	梦游
somnambulant	患梦游症的
somnambulant	患梦游症
springlet	小泉
mesopelagic	中层的
mesopelagic	中层
storting	挪威议会
janus	两面神
usha	United
usha	States
usha	Housing
usha	Authority
usha	美国住房管理局
purvey	供给
purvey	供应
theirself	pro
theirself	=themself
assorted	多样混合的
assorted	多样混合
assorted	分类配全
brocaded	织成锦缎的
brocaded	织成锦缎
brocaded	穿锦缎的
brocaded	穿锦缎
brocaded	用浮雕法织锦的
brocaded	用浮雕法织锦
mesityl	oxide
mesityl	异亚丙基丙酮
mesityl	荚基化氧
ticking	被套料
serapis	塞拉皮斯
consensus	一致同意
consensus	多数人的意见
consensus	舆论
lampholder	灯座
lampholder	灯架插头
holohedry	全面体
holohedry	全对称晶形
torpify	=torpefy
insubordinately	不服从地
insubordinately	不服从
insubordinately	犯上地
insubordinately	犯上
interrogator	讯问者
interrogator	质问者
sensuousness	知觉
reflectible	能反射的
reflectible	能反射
reflectible	能反照的
reflectible	能反照
haemorrhoid	痔
wallaceism	华莱士主义
conversible	=conversable
bora	吹袭亚德里亚海沿岸的季节性东北冷风
bora	澳洲土人男孩成人仪式
spasmogen	致痉药
viricide	杀病毒剂
yamen	中国古代之衙门
sawbuck	锯木架
ravish	强夺
butterfly	蝴蝶
butterfly	蝶泳
cosmopolite	世界公民
cosmopolite	属于世界的
cosmopolite	属于世界
cosmopolite	见闻很广博的
cosmopolite	见闻很广博
controllable	可管理的
controllable	可管理
controllable	可操纵的
controllable	可操纵
controllable	可控制的
controllable	可控制
diagrid	堆芯栅板
chimerism	嵌合现象
chimerism	嵌合性
photomagnetic	光磁的
photomagnetic	光磁
percentage	百分数
percentage	百分率
percentage	百分比
extort	敲诈
extort	逼取
extort	强取
extort	勒索
subtotal	小计
subtotal	求……的部分和
subtotal	几乎全部的
subtotal	几乎全部
stage	舞台
stage	戏剧
stage	活动场所
stage	发展的进程
stage	阶段或时期
stage	驿站
stage	上演
stage	筹备
stage	举行
rheidity	流变现象
rheidity	流变度性
wangle	骗取
prophetess	女预言家
prophetess	女先知
empanel	记入名簿上
empanel	选任
carp	鲤鱼
carp	吹毛求疵
loam	肥土
loam	用肥土填
philologic	语言学的
philologic	语言学
polemist	善辩论者
polemist	争论者
callboy	仆役
callboy	唤演员按时上台之人
iolite	=cordierite
sovietism	苏维埃制度
selflessness	无私
selflessness	忘我
softpanel'	NULL)
damnify	损伤
damnify	损失
damnify	损害
pursily	因有钱而傲慢的
pursily	因有钱而傲慢
liveability	=livability
settecento	18世纪
pustulous	有小疙疸的
pustulous	有小疙疸
overset	打翻
overset	颠覆
overset	推翻
overset	为……排版过密
overset	打翻
overset	排版过密
fivescore	一百的
fivescore	一百
fossilate	成化石
fossilate	使僵化
tauri	Taurus
tauri	的所有格
exenterate	用外科手术去除
exenterate	去除内容物
exenterate	取出……的内脏器官
calculational	计算的
calculational	计算
county	县
county	郡
boastful	自负的
boastful	自负
boastful	喜夸耀的
boastful	喜夸耀
boastful	自夸的
boastful	自夸
argumentum	议论
argumentum	论点
voluptuary	耽于酒色的
voluptuary	耽于酒色
voluptuary	酒色之徒
antelucan	黎明前的
antelucan	黎明前
gazette	报纸
gazette	政府的公报
gazette	学报
gazette	在公报上刊登
gazette	在公报上刊载
phase	阶段
phase	状态
phase	相
phase	相位
phase	定相
tertial	第三列的
tertial	第三列
kibble	粗磨
blacklist	黑名单
blacklist	记于黑名单中
putrefiable	会腐烂的
putrefiable	会腐烂
thence	从此
thence	从那时起
po	symb
po	钋
po	pos
po	便壶
po	夜壶
po	波河
dockworker	码头工人
hols	假期
hols	休假
aphthoid	像口疮的
aphthoid	像口疮
aphthoid	似小溃疡的
aphthoid	似小溃疡
liaoning	辽宁
log	航行日志
log	原木
log	园形木材
log	园木
log	把……记入航行日志
log	伐木
log	把……锯成段
multicolor	多色
multicolor	五彩缤纷的
multicolor	五彩缤纷
logic	逻辑
logic	逻辑学
logic	逻辑性
tagger	附加物
nubia	努比亚
cacographer	拼写错误的人
cacographer	书法不佳的人
opencast	露天挖掘的
opencast	露天挖掘
vitrectomy	玻璃体切除术
caroler	欢唱的人
cleanup	清除
cleanup	获利
patella	膝盖骨
sadduceeism	撒都该教
sadduceeism	撒都该教派之教义
furze	荆豆属植物
epitasis	剧情向高潮发展
wrongdoer	做坏事的人
bifurcated	分为两部分
lacteal	乳状的
lacteal	乳状
buccaneering	海盗行为
buccaneering	掠夺
buccaneering	海盗的
buccaneering	海盗
draughtsman	国际象棋的棋子
draughtsman	起草人
epithalamus	丘脑上部
epithalamus	上丘脑
soundproof	隔音的
soundproof	隔音
tournament	比赛
tournament	锦标赛
tournament	联赛
oogenesis	卵子发生
oogenesis	成卵法
landlordly	地主的
landlordly	主
landlordly	房东的
landlordly	房东
countermovement	反向运动
cipherkey	暗号解答
cipherkey	密码索引
heteromorphosis	异形化
propriety	适当
booklore	书本知识
cresyl	=tolyl
conchology	贝壳学
conchology	贝类学
weimar	魏玛
backplane	底板
overquantification	过于着重数量
wikiup	=wickiup
josue	约书亚
lez	女同性恋者
undated	未标日期的
undated	未标日期
undated	无限期的
undated	无限期
rapc	Royal
rapc	Army
rapc	Pay
rapc	Corps皇家陆军财务队
acumination	锐利
acumination	尖头
faultfinding	找茬子
faultfinding	挑剔
faultfinding	喜欢挑剔的
faultfinding	喜欢挑剔
faultfinding	吹毛求疵
indeedy	=indeed
positive	肯定的
positive	肯定
positive	实际的
positive	实际
positive	积极的
positive	积极
positive	绝对的
positive	绝对
positive	确实的
positive	确实
positive	原级的
positive	原级
rampart	垒
rampart	壁垒
rampart	城墙
rampart	用壁垒围绕
rampart	防卫
beravement	丧失
beravement	丧事
clearheaded	头脑清楚的
clearheaded	头脑清楚
incunabula	摇篮期
incunabula	古版本
vermifuge	杀虫药
vermifuge	驱虫的
vermifuge	驱虫
fallway	朝上的坑口
technosphere	技术领域
repugnant	不一致的
repugnant	不一致
olifant	=oliphant
ideography	象形文字使用
breadwinner	养家活口的人
breadwinner	负担家计的人
intercommunity	共同性
intercommunity	共有
hybridise	=hybridize
demythologise	=demythologize
fantasia	幻想曲
augmentative	用来增强词义的语句
augmentative	有增加力的
augmentative	有增加力
augmentative	增大意义的
augmentative	增大意义
molina	即Tirso
molina	de
molina	Molina
airfreight	货物空运
airfreight	货物空运费
airfreight	空运
ghostwrite	代笔
bagger	装袋工
bagger	垒打
terrorise	=terrorize
vaquero	牧者
vaquero	放牛者
vaquero	牧童
ethnogenesis	人种形成
ethnogenesis	种族进化
template	模板
pacemaker	领跑者
pacemaker	带头人
pacemaker	标兵
pacemaker	起搏器
enchylema	透明质
enchylema	胞基质
namaycush	湖红点鲑
namaycush	大鳟鱼
ncv	c
ncv	no
ncv	commercial
ncv	value
ncv	无商业价值
lett	列托人
lett	列托语
litchi	荔枝
litchi	荔枝树
frittata	菜肉馅煎蛋饼
tiptop	绝顶
tiptop	最高点
tiptop	黄金时代
tiptop	出色的
tiptop	出色
tiptop	极好的
tiptop	极好
tiptop	非常好
burro	驴子
intertrigo	擦烂
eleusinian	古代希腊
eleusinian	Eleusis
eleusinian	市的
eleusinian	市
aspi	Advanced
aspi	SCSI
aspi	Programming
aspi	Interface
aspi	高级SCSI编程接口
cylinder	圆筒
cylinder	圆柱体
cylinder	汽缸
cylinder	柱面
crossroad	十字路
crossroad	十字路口
crossroad	歧途
disconcertedly	不安地
disconcertedly	不安
disconcertedly	惊慌地
disconcertedly	惊慌
gladius	古罗马军队的短剑
gravesian	格雷夫斯风格的
gravesian	格雷夫斯风格
aaup	American
aaup	Association
aaup	of
aaup	University
aaup	Professors
aaup	美国大学教授联合会
unfading	不褪色的
unfading	不褪色
unfading	不凋萎的
unfading	不凋萎
unfading	不衰的
unfading	不衰
unfading	可靠的
unfading	可靠
unfading	永不辜负期望的
unfading	永不辜负期望
combination	结合
combination	联合
combination	合并
combination	化合
combination	化合物
restructure	更改结构
restructure	重建构造
restructure	调整
restructure	改组
mesocolon	结肠系膜
phantasm	幻觉
countdown	倒数计秒
experimentative	=experimental
sportfish	供垂钓者钓着玩的鱼
bayou	小海湾
bayou	支流
bayou	河口
handbookinger	赌马
catholicize	一般化
plimsoll	橡皮底帆布鞋
rigescence	僵化
rigescence	生硬
fetishize	盲目迷恋
fetishize	以……为偶像
mouseproof	防鼠的
mouseproof	防鼠
cognovit	被告承认书
cognovit	认债书
rebunk	恢复……的名誉
award	奖
award	奖品
award	授予
award	判给
recurrent	再发生的
recurrent	再发生
recurrent	周期性发生的
recurrent	周期性发生
recurrent	循环的
recurrent	循环
pli	pounds
pli	per
pli	linear
pli	inch
pli	磅/英寸
coadjacent	互相连接的
coadjacent	互相连接
seminal	种子的
seminal	种子
seminal	精液的
seminal	精液
seminal	生殖的
seminal	生殖
tara	再会!
fenian	爱尔兰古代勇士
fenian	芬尼亚会会员
fenian	芬尼亚会的
fenian	芬尼亚会
fenian	芬尼亚主义的
fenian	芬尼亚主义
runologist	如尼文字学家
isobar	等压线
isobar	同重元素
isobar	同重核
overproduction	生产过剩
understratum	底层
mugho	pine
mugho	矮生山松
agriculture	农业
agriculture	农艺
agriculture	农学
spontaneously	自然地
spontaneously	自然
spontaneously	本能地
spontaneously	本能
conestoga	一种大篷马车
overshade	=overshadow
nephrology	肾脏学
touchingly	难以取悦地
touchingly	难以取悦
longtimer	老资格
longtimer	长期刑囚犯
wardship	监护
wardship	保护
superaltern	全称命题
mtu	Mobile
mtu	Test
mtu	Unit
mtu	移动式测试装置
mtu	maximum
mtu	transmission
mtu	unit
mtu	最大传输单元
schematize	把……系统化
schematize	用计划表达
msbc	Master
msbc	of
msbc	Science
msbc	in
msbc	Building
msbc	Construction
msbc	房屋建筑学硕士
dolorology	痛学
weasel	鼬鼠
weasel	黄鼠狼
weasel	狡猾的人
weasel	告密者
weasel	含糊话
weasel	狡辩
weasel	躲避
weasel	告密
weasel	含糊其词
weasel	抽掉的含义
trination	同日由同一神父主持三次弥撒的庆祝活动
possess	占有
possess	拥有
possess	持有
possess	摆布
possess	支配
clothesline	晒衣绳
tacmar	Tactical
tacmar	Multifunction
tacmar	Array
tacmar	Radar
tacmar	战术多功能相控阵雷达
skiascopy	视网膜镜检查
skiascopy	X线透视检查
polysaccharid	多醣
polysaccharid	聚糖
polysaccharid	多聚糖
tarpeian	塔尔皮亚岩石的
tarpeian	塔尔皮亚岩石
duneland	沙丘地带
pool	池
pool	撞球
pool	联营
pool	石油层
pool	合伙经营
pool	共享
pool	共有
pool	集中
pool	采掘
pool	汇聚成
pool	汇合成塘
pool	郁积
pool	联营
formfitting	合身的
formfitting	合身
thirteen	十三
norsk	挪威人的
norsk	挪威人
norsk	挪威人
bronchoscopy	支气管镜检
garrett	加勒特
linkup	连接
linkup	联系
linkup	会合
pandal	临时棚舍
cinerarium	骨灰存放处
laudableness	值得赞赏
laudableness	值得佩服
pathan	住在印度西北国境的阿富汗人
atman	生命的本源
atman	灵魂
atman	自我
menthene	薄荷烯
hyperpituitary	垂体机能亢进的
hyperpituitary	垂体机能亢进
apiculus	小尖端
curie	居里
theandric	神人两性结合的
theandric	神人两性结合
theandric	神人的
theandric	神人
fris	Frisian
ratine	平纹结子花呢
ratine	珠皮大衣呢
fulvous	黄褐色的
fulvous	黄褐色
fulvous	茶色的
fulvous	茶色
parcelgilt	局部镀金的
parcelgilt	局部镀金
parcelgilt	内表面镀金的
parcelgilt	内表面镀金
pharyngal	咽的
pharyngal	咽
profane	亵渎的
profane	亵渎
profane	亵渎
kashmirian	克什米尔人
kashmirian	克什米尔的
kashmirian	克什米尔
hypopiesis	血压过低
hypopiesis	低血压
unspliced	未拼接的
unspliced	未拼接
unspliced	非绞接的
unspliced	非绞接
townish	城镇特有的
townish	城镇特有
townish	城镇的
townish	城镇
bechic	治咳嗽的
bechic	治咳嗽
bechic	镇咳的
bechic	镇咳
traveled	富有旅行经验的
traveled	富有旅行经验
traveled	旅客多的
traveled	旅客多
traveled	旅客使用的
traveled	旅客使用
traveled	旅客常到的
traveled	旅客常到
wino	喜爱葡萄酒者
wino	酒鬼
cellule	小细胞
jughead	笨蛋
jughead	傻瓜
antemortem	临死前的
antemortem	临死前
prostacyclin	环前列腺素
upwafted	被托起的
upwafted	被托起
upwafted	被向上飘送的
upwafted	被向上飘送
tall	高的
tall	高
tall	长的
tall	长
tall	夸大的
tall	夸大
tall	夸大地
tall	夸大
rondino	简单的轮旋曲
electrify	使充电
electrify	使通电
electrify	使电气化
electrify	电气化
romanization	古罗马化
romanization	皈依天主教
offbeat	不规则的
offbeat	不规则
newsman	新闻记者
sicky	=sickie
poort	山口
poort	关口
poort	要隘
chessman	棋子
agamy	无婚姻制
okapi	霍加皮
sparkish	俊俏的
sparkish	俊俏
sparkish	美男子般的
sparkish	美男子般
acrospire	旋状幼芽
acrospire	幼根
zincous	锌的
zincous	锌
zincous	含锌的
zincous	含锌
zincous	阳极的
zincous	阳极
anestrous	不动情期的
anestrous	不动情期
adpress	紧压于……的表面
ebullism	体液沸腾
maranta	竹竽
dina	迪娜
microclimatology	微气象学
chasmic	如深壑般破裂的
chasmic	如深壑般破裂
yarak	良好飞行状态
yarak	强健
csce	Conference
csce	on
csce	Security
csce	and
csce	Cooperation
csce	in
csce	Europe
csce	欧洲安全和合作会议
nitrobacteria	硝化细菌
archly	狡猾地
archly	狡猾
archly	顽皮地
archly	顽皮
archly	主要地
archly	主要
pion	介子
healthwise	由健康的观点来说
discriminator	辨别者
discriminator	鉴别器
voteable	=votable
opaquely	不透明地
opaquely	不透明
opaquely	无光泽地
opaquely	无光泽
neandertal	=Neanderthal
ectosarcous	原虫外膜
scream	尖声叫
scream	尖声喊叫
scream	尖叫声
scream	喊叫声
hippocentaur	半人半马的怪物
mariology	圣母马利亚研究
mariology	关于圣母马利亚的学说
adjusted	调整过的
adjusted	调整过
flecklessly	无斑点地
flecklessly	无斑点
flecklessly	完美地
flecklessly	完美
demochristian	基督教民主党党员
exit	出口
exit	太平门
exit	退场
exit	去世
exit	退出
exit	脱离
exit	去世
exit	离开当前命令行外壳
seigneur	封建君主
seigneur	诸侯
adapt	使适应
adapt	改编
bey	州长
bey	土耳其对要人的尊称
lattimore	拉蒂摩尔
interpupillary	瞳孔间的
interpupillary	瞳孔间
desmolysis	解链作用
desmolysis	碳链分解作用
sharkskin	鲨鱼皮
sharkskin	鲨皮呢
dubiety	可疑性
dubiety	可疑的东西
dubiety	怀疑
handtailor	手工缝制
handtailor	定制
handtailor	特制
cervices	子宫颈
delouse	驱除虱子
incur	招致
bibulosity	酗酒
bibulosity	酒癖
disburden	解除负担
semiyearly	半年刊
semiyearly	半年一次的
semiyearly	半年一次
semiyearly	每年两次的
semiyearly	每年两次
semiyearly	每年两次地
semiyearly	每年两次
lordosis	脊柱前弯症
canned	罐装的
canned	罐装
canned	录音的
canned	录音
canned	一稿数用的
canned	一稿数用
canned	喝醉了的
canned	喝醉了
locum	临时代理
