epergne	饰盘
antiobscenity	防止猥亵材料传播的
antiobscenity	防止猥亵材料传播
eosinophilia	嗜曙红细胞过多
eosinophilia	嗜曙红血球增多
tamil	泰米尔人
tamil	泰米尔语
tamil	泰米尔语的
tamil	泰米尔语
tamil	泰米尔人的
tamil	泰米尔人
regalement	盛宴
regalement	丰餐
altitudinal	高度的
altitudinal	高度
altitudinal	标高的
altitudinal	标高
addendum	附录
addendum	补遗
sichuan	四川
redundantly	多余地
redundantly	多余
redundantly	冗余地
redundantly	冗余
spheroplast	球形体
spheroplast	原生质球
spheroplast	去壁细菌细胞
collectivization	集体化
picker	采摘者
picker	采摘工具
bye	枝节的问题
bye	不重要或次要的东西
bye	附属的
bye	附属
bioscope	放映机
permian	二叠纪的
permian	二叠纪
permian	二叠纪
brock	獾
brock	臭家伙
brock	坏蛋
colorist	善用色彩者
colorist	五彩画家
gelatification	胶凝化作用
debarrass	解围
debarrass	使脱离
typographical	印刷上的
typographical	印刷上
typographical	排字上的
typographical	排字上
magically	如魔法般地
magically	如魔法般
magically	用魔法地
magically	用魔法
overzeal	过分热心
yon	pro
yon	彼处之人或物
yon	彼处的
yon	彼处
yon	那边的
yon	那边
deciduoma	蜕膜瘤
deciduoma	合胞体瘤
discredited	不足信的
discredited	不足信
discredited	不名誉的
discredited	不名誉
tithonus	提托诺斯
glyptography	宝石雕刻术
gurnard	鲂鱼
apprize	通知
apprize	告知
monosemantic	单义的
monosemantic	单义
sheepmeat	羊肉
sheepmeat	羔羊肉
antenniform	触角形的
antenniform	触角形
euro	=European
tugboat	拖船
tugboat	拖轮
oocyst	卵囊
adwriter	撰拟广告文字者
incipiently	起初地
incipiently	起初
incipiently	早期地
incipiently	早期
spermophyte	=spermatophyte
paleotemperature	古温
figment	臆造的事物
figment	虚构的事
chromhidrosis	色汗症
haying	割干草
haying	堆干草
locked	锁定的
locked	锁定
university	大学
dispute	争论
dispute	辩论
dispute	怀疑
dispute	抗拒
dispute	阻止
dispute	争夺
dispute	争论
dispute	辩论
dispute	争吵
morphogen	成形素
labiovelarize	使成唇软颚音
creep	爬
creep	蹑手蹑脚
creep	蔓延
hilary	希拉里
hilary	即Hilarius
hilary	Saint
pantheistic	泛神论的
pantheistic	泛神论
semiretired	半退休的
semiretired	半退休
contrabandist	买卖禁品者
contrabandist	走私者
ochone	唉
ochone	哎呀
fengtien	奉天
coalite	科莱特无烟燃料
dactylology	手语法
knaggy	多节的
knaggy	多节
knaggy	凸凹的
knaggy	凸凹
hemline	底缘
hemline	底边
weekday	周日
weekday	平日
powderless	不用粉的
powderless	不用粉
powderless	无粉的
powderless	无粉
crooked	弯曲的
crooked	弯曲
crooked	拐骗的
crooked	拐骗
crooked	不老实的
crooked	不老实
stadimeter	手操测距仪
stolon	匍匐枝
mbd	minimal
mbd	brain
mbd	dysfunction
eructate	打噎
eructate	嗝出
inaudible	听不见的
inaudible	听不见
inaudible	不可闻的
inaudible	不可闻
quinate	奎尼酸
quinate	具有五小叶的
quinate	具有五小叶
quinate	由五枚小叶片组成的
quinate	由五枚小叶片组成
unspilled	未溢出的
unspilled	未溢出
unspilled	未流出的
unspilled	未流出
crossrail	横木
gravlax	渍鲑鱼片
psychical	灵魂的
psychical	灵魂
psychical	精神的
psychical	精神
fanny	Frances
fanny	的爱称
fanny	女子救护队队员
fanny	女性生殖器
reconquest	再征服
reconquest	夺回
eugenesis	生育力
lee	庇萌
lee	保护
lee	庇护所
lee	背风处
lee	避风的
lee	避风
lee	背风的
lee	背风
lee	下风的
lee	下风
lee	保护的
lee	保护
heterocaryosis	=heterokaryosis
isogloss	同言线
pangram	全字母短句(指包括英语全部26个字母的短句
pangram	如
debbie	黛比
pronator	旋前肌
enplane	搭乘飞机
corallite	珊瑚石
corallite	珊瑚色大理石
corallite	化石珊瑚
mineworker	矿工
quadriennium	=quadrennium
thread	线
thread	细丝
thread	线索
thread	思路
thread	螺纹
clipbook	剪贴本
onomatopoeic	拟声的
onomatopoeic	拟声
onomatopoeic	声喻的
onomatopoeic	声喻
megaron	中央大厅
insurant	保险契约者
insurant	被保险人
revolvable	能旋转的
revolvable	能旋转
revolvable	能被旋转的
revolvable	能被旋转
registrant	登记者
dietary	饭食的
dietary	饭食
dietary	规定的食物
dietary	饮食之规定
rubbing	摹拓
rubbing	摹拓品
shantou	汕头
jacket	短上衣
jacket	夹克
jacket	套
jacket	书籍的封面套纸
jacket	护封
jacket	马铃薯皮
jacket	给……穿夹克
jacket	给……装护套
iphone	VocalTel公司出的Internet
iphone	Phone软件
iphone	可通过Internet进行语音和视频通讯
camper	露营者
geoscience	地球科学
quash	取消
desulfur	除去硫磺
actorish	不受演技优劣影响的
actorish	不受演技优劣影响
peenge	发怨言
peenge	抱怨
peenge	发牢骚
hornless	无角的
hornless	无角
hornless	无号角的
hornless	无号角
muggee	遭背后袭击及抢劫者
licente	莱森梯
transversion	转换
transversion	颠换
packery	=packinghouse
nematicide	杀线虫剂
orchectomy	=orchiectomy
eolian	=Aeolian
eolian	风的
eolian	风
hanefiyeh	洗沐喷泉
pyrola	鹿蹄草
episcopate	主教之职
episcopate	主教区
episcopate	主教
serbonian	大沼泽的
serbonian	大沼泽
hyperconscious	a知觉太过敏锐的
hyperconscious	a知觉太过敏锐
hyperconscious	过于敏感的
hyperconscious	过于敏感
tout	吹捧
paraphrase	解释
paraphrase	解释
rappen	分
prelude	先驱
prelude	前奏
prelude	序幕
aliyah	登台读经文
paramedic	伞兵军医
paramedic	护理人员
dhaka	达卡
infructuous	不结果的
infructuous	不结果
infructuous	徒劳的
infructuous	徒劳
spoondrift	浪花
spoondrift	浪涛飞沫
forgetive	能够创造发明的
forgetive	能够创造发明
forgetive	富有想像力的
forgetive	富有想像力
synonymous	同义的
synonymous	同义
accrete	共生
accrete	合生
accrete	附着
accrete	使依附
accrete	使连接
accrete	共生的
accrete	共生
disk	磁盘
disk	磁碟片
disk	圆板
disk	圆盘
disk	圆盘状物
spymaster	间谍组织的首脑
overplay	夸大……的重要性
overplay	表演过火
overplay	打得比……好
mutograph	电影摄影机
ardent	热心的
ardent	热心
ardent	热情洋溢的
ardent	热情洋溢
ardent	激烈的
ardent	激烈
ardent	燃烧般的
ardent	燃烧般
rivalship	竞争
rivalship	对抗
tungstous	低价钨的
tungstous	低价钨
jangler	n
jangler	争吵者
jangler	吵闹者
jointure	寡妇所得遗产
jointure	由妻继承的遗产
megrim	眩晕
megrim	沮丧
assertion	主张
assertion	断言
assertion	声明
diageotropic	横生的
diageotropic	横生
phylloclade	叶状枝
phylloclade	代叶枝
nakhodka	临日本海之西伯利亚的不冻港
colorado	美国科罗拉多州
chainbridge	铁链吊桥
redeployment	遣调
redeployment	调换
gemara	犹太教的神学书Talmud
gemara	中的注释篇
rocking	摇摆的
rocking	摇摆
rocking	摇动的
rocking	摇动
clerk	职员
clerk	办事员
clerk	店员
chlormadinone	氯化孕酮
buttonholder	强留人谈话者
copygraph	油印机
chili	红辣椒
withoutdoors	=outdoors
victrola	维克多牌唱机
victrola	手摇留声机
vole	野鼠类
vole	全胜
vole	大满贯
vole	孤注一掷
vole	什么都干过
fluidity	流动性
fluidity	流质
fluidity	变移性
fluidity	流度
rectrix	舵羽
commandership	总司令之职
refreshen	=refresh
laminaria	昆布属植物
abandonee	被遗弃者
abandonee	被委付者
trouper	演员
trouper	戏团演员
trouper	老练演员
enunciative	表明的
enunciative	表明
enunciative	宣言的
enunciative	宣言
enunciative	发音清晰的
enunciative	发音清晰
protestation	明言
orismology	术语学
tenuity	薄
hieratical	=hieratic
bernadine	伯娜丁
overflow	溢出
overflow	超值
overflow	泛滥
overflow	充满
overflow	洋溢
overflow	充溢
quinquereme	五段帆船
karateka	空手道专家
midlittoral	中沿岸带的
midlittoral	中沿岸带
skin	皮
skin	皮肤
skin	兽皮
skin	皮毛
skin	外皮
skin	外壳
skin	长皮
leiotrichous	有直发的
leiotrichous	有直发
back	后面的
back	后面
back	在后面
back	早过去的
back	早过去
back	前的钱
back	向后地
back	向后
back	背部
back	后面
back	后退
back	支持
malnutrition	营养失调
malnutrition	营养不良
serodiagnosis	血清诊断
houseroom	家里的收容能量
houseroom	放东西的地方
saxtuba	低音萨克斯管
postvaccinal	种牛痘后的
postvaccinal	种牛痘后
postvaccinal	接种后的
postvaccinal	接种后
vincible	容易征服的
vincible	容易征服
vincible	易于克服的
vincible	易于克服
pelycosaur	盘龙
shift	移动
shift	轮班
shift	移位
shift	变化
shift	办法
shift	手段
shift	替换
shift	转移
shift	改变
shift	移转
shift	推卸
shift	变速
shift	转换
shift	移动
shift	转变
shift	推托
shift	变速
rimrock	顶岩
rimrock	悬崖
prag	=Prague
rapparee	爱尔兰的民兵
rapparee	土匪
rapparee	强盗
grinding	磨的
grinding	磨
grinding	磨擦的
grinding	磨擦
grinding	碾的
grinding	碾
cooktop	炉灶面
pyralidid	螟蛾
marzine	=Marezine
miniscule	草写小字的
miniscule	草写小字
miniscule	小字的
miniscule	小字
syrup	糖浆
syrup	果汁
obispo	四角羊
amor	爱神丘比特
titanic	钛的
titanic	钛
titanic	四价钛的
titanic	四价钛
floodlighting	泛光灯照明
shijiazhuang	石家庄
dessertspoon	餐后甜点匙
scurrilous	说话粗鄙恶劣的
scurrilous	说话粗鄙恶劣
scurrilous	使用低级粗俗语言的
scurrilous	使用低级粗俗语言
scurrilous	嘴损的
scurrilous	嘴损
scurrilous	下流的
scurrilous	下流
badness	恶劣状态
aerosiderolite	陨铁石
navigation	航海
navigation	航空
navigation	导航
navigation	领航
navigation	航行
drosometer	露量计
persiennes	百叶窗
aurelia	蛹
aurelia	水母
monobasic	单碱的
monobasic	单碱
cinematic	电影的
cinematic	电影
cinematic	影片的
cinematic	影片
blastula	囊胚
marriageable	达到结婚年龄的
marriageable	达到结婚年龄
marriageable	适宜结婚的
marriageable	适宜结婚
cameo	刻有浮雕的宝石或贝壳
turkophil	亲土耳其者
turkophil	偏爱土耳其风尚的人
subsellium	凸出托板
deviser	设计者
deviser	想出者
irian	伊里安(即新几内亚岛
bathybic	深海底的
bathybic	深海底
landownership	土地所有
planet	行星
diametral	直径的
diametral	直径
lactonize	使变为内酯
lactonize	内酯化
fustanella	白短裙
hesitant	犹豫的
hesitant	犹豫
hesitant	吞吞吐吐的
hesitant	吞吞吐吐
hesitant	犹豫不决
kananga	卡南加(旧称卢卢阿布尔
crud	脏家伙
antemeridian	上午的
antemeridian	上午
hydrocephalic	脑积水的
hydrocephalic	脑积水
toughly	坚强地
toughly	坚强
toughly	能吃苦耐劳地
toughly	能吃苦耐劳
toughly	固执地
toughly	固执
digiboard'	NULL)
carburet	使与碳化合
carburet	增碳
imperatorial	皇帝的
imperatorial	皇帝
imperatorial	大将军的
imperatorial	大将军
imperatorial	至尊的
imperatorial	至尊
imperatorial	威严的
imperatorial	威严
reminder	提醒的人
reminder	暗示
granophyre	花斑岩
granophyre	文象斑岩
interminably	无限地
interminably	无限
interminably	冗长地
interminably	冗长
redroot	美洲茶
redroot	西风古
keepsake	纪念品
yautia	箭叶黄体芋
immunochemist	免疫化学
canard	谣言
canard	误传
uptime	正常运行时间
pickwickian	匹克威克的
pickwickian	匹克威克
hexapody	六音步诗句
intelligentsia	知识分子
intelligentsia	知识阶层
intelligentsia	知识界
maglemosean	=Maglemosian
modificand	被修饰词
modificand	被限定词
interplait	使交织
interplait	使缠结
gager	计量者
gager	检量官
tylopod	有胼足的
tylopod	有胼足
tylopod	趾底有肉垫的
tylopod	趾底有肉垫
cupric	二价铜的
cupric	二价铜
manorialize	置……于庄园制度下
celsius	摄氏的
celsius	摄氏
trashery	废物
trashery	垃圾
tuckshop	学校内的糖果店
sociocracy	全民政治
astute	机敏的
astute	机敏
astute	狡猾的
astute	狡猾
nitriding	渗氮
handfast	婚约
handfast	抓牢
fittest	适当的
fittest	适当
fittest	胜任的
fittest	胜任
hiron	工字梁
demystification	非神秘化启蒙
demystification	启发
scythe	长柄镰刀
scythe	镰
scythe	用镰割
manana	明天
manana	不久以后
madrilena	马德里女人
biogeocenose	生物地理群落
biogeocenose	生态系统
foully	下流地
foully	下流
foully	卑鄙地
foully	卑鄙
outbuild	比……建得更多
preplacement	雇用前的
preplacement	雇用前
preplacement	录用前的
preplacement	录用前
hymnbook	赞美诗集
gen	情报
unenclosed	没围起来的
unenclosed	没围起来
unenclosed	不在修道院受管束的
unenclosed	不在修道院受管束
anacoluthon	句法前后不一致
established	已制定的
established	已制定
established	确定的
established	确定
plenitudinous	充足的
plenitudinous	充足
tantalizing	非常着急的
tantalizing	非常着急
document	公文
document	文件
document	文档
document	档案
document	文献
document	证明
disparaging	蔑视的
disparaging	蔑视
disparaging	毁谤的
disparaging	毁谤
disparaging	轻视的
disparaging	轻视
squeal	长声尖叫
squeal	告密
squeal	抱怨
squeal	激烈抗议
squeal	长而尖的声音
shapelessly	不成形地
shapelessly	不成形
shapelessly	无定形地
shapelessly	无定形
dexter	右侧的
dexter	右侧
dexter	右边的
dexter	右边
dexter	幸运的
dexter	幸运
dexter	吉利的
dexter	吉利
subcontract	转包合同
prevue	概说
prevue	预告片
nervy	肌肉发达的
nervy	肌肉发达
nervy	有勇气的
nervy	有勇气
nervy	冷静的
nervy	冷静
nacarat	鲜艳的桔红色
gastrea	=gastraea
amblygonite	锂磷铝石
extrality	治外法权
kinfolk	亲属
komi	科米人
griffin	狮身鹫首的怪兽
elevatory	向上举的
elevatory	向上举
elevatory	升高的
elevatory	升高
acceptable	可接受的
acceptable	可接受
acceptable	合意的
acceptable	合意
eonism	异性装粉癖
tyrolite	铜泡石
atop	在顶上
atop	在……的顶上
gladdest	glad
gladdest	的最高级
sabbatise	=Sabbatize
ghostdom	鬼域
ghostdom	鬼魂世界
ghostdom	冥界
blatherskite	听无聊话的人
blatherskite	爱说废话的人
zodiac	十二宫图
zodiac	黄道带
imaum	=imam
exceeding	非常的
exceeding	非常
exceeding	极度的
exceeding	极度
exceeding	胜过的
exceeding	胜过
exceeding	过度的
exceeding	过度
swinge	打鞭挞
exhaustee	财源耗尽者
cbpi	加拿大商业期刊索引
crystallise	=crystallize
stereotypy	铅版印刷术
tenny	=tenne
perfectionist	十全十美主义者
perfectionist	至善论者
rhein	大黄酸
lectionary	选文集
untogether	混乱的
untogether	混乱
untogether	乱七八糟的
untogether	乱七八糟
bacchae	酒神之女伴
bacchae	酒神Bacchus之女性崇拜者或女祭司
upswell	肿起
upswell	隆起
upswell	凸起
upswell	鼓起
upswell	上涨
mannerism	特殊习惯
mannerism	怪癖
grained	有木纹的
grained	有木纹
grained	除去毛的
grained	除去毛
grained	漆成木纹的
grained	漆成木纹
deconvolve	去……卷积
deconvolve	展开……卷积
lissome	柔软的
lissome	柔软
lissome	敏捷的
lissome	敏捷
maracaibo	马拉开波湾(即委内瑞拉湾
maracaibo	马拉开波湖
follicular	小囊的
follicular	小囊
follicular	卵泡的
follicular	卵泡
follicular	滤泡的
follicular	滤泡
spiritedly	有精神地
spiritedly	有精神
spiritedly	活泼地
spiritedly	活泼
sterilize	杀菌
sterilize	消毒
sterilize	使成不毛
edinburgh	爱丁堡
brayton	engine
balame	平衡
genitourinary	泌尿生殖器的
genitourinary	泌尿生殖器
formicate	爬动
formicate	群集
formicate	蠢动
tcb	taking
tcb	care
tcb	of
tcb	business
tcb	照顾事业
impostor	冒名顶替者
stratovision	同温层电视广播
capitol	国会大厦
capitol	州议会大厦
weatherworn	风雨侵蚀的
weatherworn	风雨侵蚀
pivot	枢轴
pivot	支点
pivot	中心点
pivot	重点
pivot	枢轴的
pivot	枢轴
pivot	在枢轴上转动
pivot	装枢轴于
crappie	刺盖太阳鱼属鱼
insectivora	食虫类
whimper	呜咽
whimper	哀诉
vacuity	空虚
klagenfurt	克拉根福
antislavery	反对奴隶制度
antislavery	反对奴隶制度的
antislavery	反对奴隶制度
guyana	圭亚那
puristic	修辞癖的
puristic	修辞癖
puristic	用语简洁的
puristic	用语简洁
wedgie	楔形后跟的女鞋
trellis	格架
trellis	格子
trellis	装设格子架或格子棚
overdraft	透支
overdraft	透支之款项
psychiatric	精神病学的
psychiatric	精神病学
psychiatric	精神病治疗的
psychiatric	精神病治疗
parsonian	帕森斯社会学理论的
parsonian	帕森斯社会学理论
pasticheur	模仿他人作品者
pasticheur	仿作者
pasticheur	集成曲作者
pasticheur	混成作品作者
idiosyncratic	特殊物质的
idiosyncratic	特殊物质
idiosyncratic	特殊的
idiosyncratic	特殊
idiosyncratic	异质的
idiosyncratic	异质
spirit	精神
spirit	灵魂
spirit	幽灵
spirit	妖精
spirit	勇气
spirit	火力
spirit	热情
spirit	情绪
spirit	诱拐
spirit	鼓励
spirit	鼓舞
hymn	赞美诗
hymn	圣歌
hymn	唱赞美歌
abraxas	古时刻在玉石上避邪的文字
abraxas	刻有这种符的玉石
duh	咄
rotatee	轮调休假之军人
rotatee	调防回归军
tanto	太多
tanto	那么多
tanto	这样
unesco	联合国教科文组织
pampa	南美大草原
forepost	=outpost
arboreal	树的
arboreal	树
arboreal	乔木的
arboreal	乔木
arboreal	树栖的
arboreal	树栖
begone	走开
begone	走开!滚蛋!
muscle	肌肉
muscle	臂力
muscle	瘦肉
muscle	肌
conglomeritic	=conglomerate
countrify	使土里土气
countrify	使粗俗
countrify	使有乡村风味
octastylos	八柱式建筑物
san	Storage
san	Area
san	Networks
san	存储区域网
print	版
print	印刷物
print	印迹
print	印章
print	印刷业
print	照片
print	印刷
print	出版
print	印于
print	用印刷体写
print	打印
thallus	叶状体
thallus	扁平体
schizoid	精神分裂症的
schizoid	精神分裂症
schizoid	精神分裂症患者
coordinator	协调者
coordinator	同等的人或物
organized	有组织的参加工会的
organized	有组织的参加工会
aut	Association
aut	of
aut	University
aut	Teachers大学教师协会
insphere	=ensphere
mouse	鼠
mouse	耗子
mouse	搜寻
sellable	=salable
nemesia	龙面花
manganic	锰的
manganic	锰
manganic	得自锰的
manganic	自锰
unequaled	无敌的
unequaled	无敌
unequaled	无比的
unequaled	无比
cretin	白痴病患者
ceilinged	有天花板的
ceilinged	有天花板
galiot	带帆的小型两排桨船
galiot	荷兰的小型商船
bedpost	床柱
enology	葡萄酒酿造学
batting	打击
batting	打球
batting	棉絮
demystify	使非神秘化
inefficiency	无效率
inefficiency	无能
immaterialism	非物质论
burka	的长袍
zenographic	木星表面的
zenographic	木星表面
ourology	=urology
herdic	赫狄克式马车
nitrifier	氮化物
nitrifier	硝化细菌
dipster	双翅目昆虫
aquamarine	绿玉
aquamarine	碧绿色
projector	放映机
awheel	骑脚踏车的
awheel	骑脚踏车
awheel	骑脚踏车地
awheel	骑脚踏车
inapparent	不显著的
inapparent	不显著
inapparent	不明显的
inapparent	不明显
rigmarolish	冗长废话的
rigmarolish	冗长废话
rigmarolish	胡言乱语的
rigmarolish	胡言乱语
coulda	=could
coulda	have
androphagous	吃人的
androphagous	吃人
adumbrate	画轮廓
adumbrate	预示
pleven	普列文
mesozoic	中生代
mesozoic	中生代的
mesozoic	中生代
showfolk	文艺界人士
showfolk	艺人
tallboy	高脚橱
tallboy	双层衣橱
killfile	可以过滤UseNet消息的文件
postorbital	眼窝后部的
postorbital	眼窝后部
tindery	火绒似的
tindery	火绒似
tindery	易燃的
tindery	易燃
karstification	喀斯特作用
cordage	绳索
cordage	薪炭材的堆积数
duchy	公爵领地
duchy	公爵领
duchy	直辖领地
duchy	直辖领
duchy	公国
astride	跨着
guanin	鸟嘌呤
kidderminster	英国
kidderminster	Worcestershire
kidderminster	的都市
unimpressible	不可印的
unimpressible	不可印
unimpressible	不可铭刻的不易受感动的
unimpressible	不可铭刻的不易受感动
unimpressible	难受影响的
unimpressible	难受影响
mainliner	主干线列车
amimeche	A
amimeche	M
amimeche	I
amimeche	Mech
amimeche	E
amimeche	Associate
amimeche	Member
amimeche	of
amimeche	the
amimeche	Institution
amimeche	ofMechanical
amimeche	Engineers
amimeche	机械工程师学会准会员
underact	不充分地表演
underact	不卖力地演
finlet	小鳍
justificative	起辩护作用的
justificative	起辩护作用
justificative	用以辩解的
justificative	用以辩解
apractic	运用不能症的
apractic	运用不能症
apractic	精神性失用症的
apractic	精神性失用症
micronucleus	小核
micronucleus	微核
amalekite	亚玛力人
afternoon	午后
afternoon	下午
afternoon	下午的
afternoon	下午
afternoon	晚期
definiendum	被下定义的词
unmalicious	非恶意的
unmalicious	非恶意
decolonize	使非殖民化
crooner	低声唱歌的人或歌手
collide	碰撞
collide	抵触
kay	凯
instigation	n
instigation	教唆
instigation	鼓动
instigation	煽动
gnomish	似侏儒的
gnomish	似侏儒
gnomish	好戏弄的
gnomish	好戏弄
poltava	波尔塔瓦
modernity	现代性
disutility	无用
disutility	无效
thetatron	θ收缩
thetatron	角向收缩
incunable	古书之一册
dracone	弹性拖曳容器
dracone	袋
cabernet	红葡萄酒
hosepipe	橡胶软管
disbud	摘去嫩芽
disbud	去蕾
cursoriness	粗率
cursoriness	疏忽
mog	撤走
jerque	检查
tramontana	干冷北风
tramontana	屈拉蒙塔那风
footslogger	步兵
footslogger	长途步行者
merohedrism	缺面对称
rebill	再付费给
vizagapatam	=Visakhapatnam
zg	zoological
zg	garden
subzone	分区
subzone	亚地区
coachful	马车满载之量
downdrift	往下漂流
downdrift	逐渐下降
customable	可征关税的
customable	可征关税
customable	可课税的
customable	可课税
crookery	欺骗
crookery	诈骗
disfranchisement	剥夺公民权
sideseat	边座
paroemiographer	谚语写作者
paroemiographer	谚语汇编者
shard	碎片
shard	破片
divorcee	离婚者
waw	=vav
innumerability	无数
innumerability	数不清
eduction	引出
eduction	排出
eduction	推断
eduction	引出物
eduction	离析
filamentous	细丝状的
filamentous	细丝状
filamentous	纤维所成的
filamentous	纤维所成
filamentous	如丝的
filamentous	如丝
pathetically	哀婉动人的
pathetically	哀婉动人
pathetically	可怜地
pathetically	可怜
pathetically	情绪上地
pathetically	情绪上
recover	重新获得
recover	重新获
recover	恢复
recover	使改过
recover	痊愈
recover	复原
recover	胜诉
accentor	鸣禽
accentor	领唱者
ironmould	铁锈迹
ironmould	墨水迹
ironmould	染上墨水迹
visceralization	内脏感染
visceralization	内脏病原体侵入
millionocracy	财阀政治
feedback	回授
feedback	反馈
feedback	反应
ectropion	外翻
ectropion	睑外翻
extraatmospheric	大气层外的
extraatmospheric	大气层外
tiddledywinks	弹小圆盘进杯子的游戏
alastair	阿拉斯泰尔
escharotic	腐蚀剂
escharotic	苛性剂
escharotic	生焦痂性的
escharotic	生焦痂性
tipi	=tepee
bucuresti	=Bucharest
uraemic	尿毒症的
uraemic	尿毒症
beverly	贝弗莉
forrader	更向前
diomede	=Diomedes
meclizine	=meclozine
lawlessly	非法地
lawlessly	非法
deutschland	德国
zn	元素锌的符号
pageboy	头发内卷
pageboy	小听差
mere	仅仅的
mere	仅仅
mere	起码的
mere	起码
mere	纯粹的
mere	纯粹
wastepaper	纸屑
wastepaper	废纸的
wastepaper	废纸
naevi	痣
patrimony	祖传的财物
patrimony	继承物
patrimony	遗产
wardenry	典狱长
wardenry	市
docudrama	文献电视片
phenomena	现象
ceresine	地蜡
roundabout	迂回的
roundabout	迂回
roundabout	转弯抹角的
roundabout	转弯抹角
roundabout	道路交叉处的环形路
roundabout	迂回路线
roundabout	兜圈子的话
cornelia	科妮莉亚
seduce	诱使
zygomycete	接合菌
thwartships	横向地
thwartships	横向
dartboard	掷镖的圆靶
custodian	管理人
apagogical	反证法的
apagogical	反证法
maisonnette	小屋
anopisthograph	单面有字的书ic//
anopisthograph	单面有字
chagigah	祭品
pawner	交当人
squarish	有点方的
squarish	有点方
sirian	天狼星的
sirian	天狼星
thousand	一千
thousand	一千个
thousand	许多
thousand	无数
phosphorolytic	磷酸解的
phosphorolytic	磷酸解
voltairean	伏尔泰的
voltairean	伏尔泰
voltairean	伏尔泰风格的
voltairean	伏尔泰风格
suitable	适当的
suitable	适当
suitable	相配的
suitable	相配
kittredge	基特里奇
hippish	有点忧郁的
hippish	有点忧郁
hippish	悲伤的
hippish	悲伤
counterplot	对抗另一计谋的计谋
counterplot	对抗策略
counterplot	将计就计
counterplot	用反计
veena	=vina
paraphernalia	随身用具
swinishly	下流地
swinishly	下流
swinishly	贪婪地
swinishly	贪婪
undistinguishable	/
undistinguishable	难辨别地/IFEbl/
undistinguishable	难辨别的
undistinguishable	难辨别
undistinguishable	难区分的
undistinguishable	难区分
micromere	小裂球
cupula	吸盘
cupula	子器
fond	喜爱的
fond	喜爱
fond	多情的
fond	多情
fond	喜欢的
fond	喜欢
fond	宠爱的
fond	宠爱
fond	温柔的
fond	温柔
magnetic	磁的
magnetic	磁
magnetic	有磁性的
magnetic	有磁性
magnetic	有吸引力的
magnetic	有吸引力
acetate	醋酸盐
acetate	醋酸纤维素及其制成的产品
tauntingly	嘲骂地
tauntingly	嘲骂
bliss	福佑
bliss	天赐的福
vedalia	澳洲瓢虫
blacking	黑色鞋油
blacking	黑色涂料
resiliometer	弹力计
warsong	军歌
magnetostatic	静磁的
magnetostatic	静磁
reencounter	再相遇
reencounter	重逢
isometrical	等大的
isometrical	等大
isometrical	等容积的
isometrical	等容积
statehood	州的状态或地位
jidda	吉达
streaking	裸奔
honest	诚实的
honest	诚实
honest	正直的
honest	正直
spiniform	脊柱形的
spiniform	脊柱形
spiniform	似脊柱的
spiniform	似脊柱
fastidiously	非常讲究地
fastidiously	非常讲究
fastidiously	一丝不苟地
fastidiously	一丝不苟
pyromancy	火卜
pyromancy	火占卜
detrude	推倒
detrude	扔掉
unweave	拆
unweave	解开
stearine	硬脂
stearine	硬脂酸
sherwani	高领长外套
bicornuous	=bicorn
after	在……之后
after	在……后面
after	模仿
after	与……一致
after	以……命名
after	后来的
after	后来
after	后面的
after	后面
conformism	盲目因袭的态度
conformism	因循守旧
tinty	色彩不调和的
tinty	色彩不调和
talmudic	犹太法典的
talmudic	犹太法典
longhand	普通书法
activex	微软倡导的ActiveX
activex	网络化多媒体对象技术
exedra	开敞式有座谈话间
exedra	半圆形室外坐椅
petalite	透锂长石
garlicky	大蒜似的
garlicky	大蒜似
garlicky	有大蒜气的
garlicky	有大蒜气
gullible	易受骗的
gullible	易受骗
overweight	超重
gcse	General
gcse	Certificate
gcse	of
gcse	Secondary
gcse	Education
crackbrain	傻子
crackbrain	疯子
crackbrain	无理性的人
pummelo	=pomelo
unbrotherly	非兄弟般的
unbrotherly	非兄弟般
unbrotherly	不友爱的
unbrotherly	不友爱
unbrotherly	不亲切的
unbrotherly	不亲切
impressionistic	印象派的
impressionistic	印象派
impressionistic	印象主义的
impressionistic	印象主义
impressionistic	给人深刻印象的
impressionistic	给人深刻印象
moujik	农民
scholar	学者
absorbingly	引人入胜地
absorbingly	引人入胜
absorbingly	非常有趣地
absorbingly	非常有趣
thymocyte	胸腺细胞
alaska	阿拉斯加州
reposefully	平稳地
reposefully	平稳
unverbalized	未用言辞表达的
unverbalized	未用言辞表达
unverbalized	非言语化的
unverbalized	非言语化
mycophilic	喜欢蘑菇的
mycophilic	喜欢蘑菇
mycophilic	食蘑菇的
mycophilic	食蘑菇
psychrophilic	喜爱寒带地方的
psychrophilic	喜爱寒带地方
psychrophilic	好寒性的
psychrophilic	好寒性
strome	=stroam
crenelation	开垛口
naturalise	使归化
naturalise	移植
pippip	再见
plexiglass	树脂玻璃
chiricahua	奇里卡华人
plutonism	地壳火成说
plutonism	火成论
exultancy	大喜
exultancy	狂喜
exultancy	=exultation
arrive	到达
arrive	抵达
novaculite	均密石英岩
pastorally	田舍风光地
pastorally	田舍风光
pastorally	牧歌般地
pastorally	牧歌般
otto	玫瑰油
unparliamentary	违反议会法的
unparliamentary	违反议会法
unparliamentary	不根据议会法的
unparliamentary	不根据议会法
diplomapiece	会员资格作品
moneyless	贫穷的
moneyless	贫穷
moneyless	一文不名的
