daishiki	=dashiki
shalom	您好
nondividing	不发生细胞分裂的
nondividing	不发生细胞分裂
irreligion	无宗教
irreligion	反宗教
hectowatt	百瓦
revertible	可回复的
revertible	可回复
revertible	应归还的
revertible	应归还
photofinishing	照相洗印加工
photofinishing	照相洗印服务
desk	书桌
desk	办公桌
clough	深谷
clough	水闸
sungar	胸墙
sungar	矮防护墙
swaggeringly	傲慢地
swaggeringly	傲慢
pronounceable	可发音的
pronounceable	可发音
pronounceable	可断言的
pronounceable	可断言
tabu	禁忌
tabu	禁止接近
alkene	烯烃
alkene	链烯
gawkily	鲁钝地
gawkily	鲁钝
gawkily	笨拙地
gawkily	笨拙
sanitaria	疗养地
sanitaria	疗养
sympathize	同情
sympathize	共鸣
sympathize	同感
sympathize	同意
sympathize	吊唁
accuracy	精确性
accuracy	正确度
trochlear	滑车的
trochlear	滑车
lemuria	利莫里亚
trippingly	轻快地
trippingly	轻快
trippingly	敏捷地
trippingly	敏捷
osmose	渗透
cosmogenic	宇宙发生的
cosmogenic	宇宙发生
cosmogenic	由宇宙线产生的
cosmogenic	由宇宙线产生
paedomorphosis	滞留发生
paedomorphosis	幼体发育
strike	罢工
strike	打击
strike	殴打
strike	打
strike	撞击
strike	冲击
strike	罢工
strike	打动
strike	划燃
strike	到达
strike	侵袭
strike	打
strike	打击
strike	罢工
strike	抓
strike	敲
strike	搏动
strike	打动
strike	穿透
windsucker	有咬槽咽气癖的马
recitable	可背诵的
recitable	可背诵
muscone	麝香酮
abattis	=abatis
brickmaking	制砖业
scandaliser	=scandalizer
corker	塞瓶的人
corker	非凡出众者
bureaux	办公室
valuation	估价
valuation	评价
valuation	计算
mishandled	胡乱操作的
mishandled	胡乱操作
ops	Office
ops	Price
ops	Stabilization
ops	物价管制局
parthenogonidium	单性生殖细胞
parthenogonidium	单性胞
contagiously	传染性地
contagiously	传染性
contagiously	蔓延地
contagiously	蔓延
sonneteer	十四行诗作者
sonneteer	小诗人
sonneteer	拙劣诗人
boathouse	船库
boathouse	艇库
paleographer	古文书学家
ethicize	使伦理化
ethicize	使变得道德
rafvr	Royal
rafvr	Air
rafvr	Force
rafvr	Volunteer
rafvr	Reserve皇家空军志愿后备队
fratricidal	杀兄弟的
fratricidal	杀兄弟
fratricidal	同族互杀的
fratricidal	同族互杀
impressment	强行征用
rimini	里米尼
joneses	与自己社会地位相等的人
joneses	邻居
beeswing	陈年葡萄酒表面上的浮薄膜
beeswing	有此种浮膜之陈年老酒
wapperjaw	突出的下巴
royalmast	最上桅
knowledgeability	知识丰富的
knowledgeability	知识丰富
knowledgeability	聪明的
knowledgeability	聪明
pleuron	侧板
matildawaltzer	旅人
matildawaltzer	徒步旅行者
combative	好战的
combative	好战
combative	杀气的
combative	杀气
combative	好斗的
combative	好斗
mahratti	=Marathi
bypass	旁路
bypass	设旁路
bypass	迂回
balaam	不可靠的预言人
balaam	补白
subclassify	将……归入亚纲
schiffli	席弗里刺绣机
schiffli	飞梭刺绣机
cryptoxanthin	隐黄质
cryptoxanthin	玉米黄质
oarless	无桨的
oarless	无桨
intelligential	理解力的
intelligential	理解力
intelligential	有灵性的
intelligential	有灵性
intelligential	传送情报的
intelligential	传送情报
loadmaster	装卸长
pianola	自动钢琴
pianola	轻而易举之事
neuritis	神经炎
hyperalgesic	痛觉过敏的
hyperalgesic	痛觉过敏
clinking	叮当响的
clinking	叮当响
clinking	无可比拟的
clinking	无可比拟
clinking	无上的
clinking	无上
clinking	极好的
clinking	极好
capsulated	有蒴的
capsulated	有蒴
capsulated	包于胶囊内的
capsulated	包于胶囊内
never	决不
never	从未
washboard	洗衣板
washboard	踢脚板
washboard	搓板壮的
washboard	搓板壮
hamper	妨碍
hamper	牵制
prideful	自傲的
prideful	自傲
prideful	高傲的
prideful	高傲
swinish	猪的
swinish	猪
swinish	猪一般的
swinish	猪一般
swinish	卑鄙的
swinish	卑鄙
swinish	非常自私的
swinish	非常自私
nus	National
nus	Union
nus	of
nus	Students全国学生联合会
eyeballing	目测
perfidy	不诚实
perfidy	背信
uncurl	使变直
uncurl	使舒展
unsymmetric	不对称的
unsymmetric	不对称
unsymmetric	不匀称的
unsymmetric	不匀称
tracing	追踪
tracing	追查
tracing	描摹
tracing	摹图
tracing	显迹
tracing	追踪
spinto	抒情兼戏剧性的
spinto	抒情兼戏剧性
mamaguy	哄
mamaguy	哄骗
leo	狮子
leo	狮子座
scutcher	打棉机
hydrophytic	水生的
hydrophytic	水生
devastate	毁坏
holmium	钬
assigner	分配人
assigner	指定人
billiards	台球
billiards	桌球
billiards	弹子戏
heathenise	=heathenize
aphrodisiacal	=aphrodisiac
copybook	习字簿
paravidya	超凡知识
endoblastic	内胚叶的
endoblastic	内胚叶
endoblastic	内胚层的
endoblastic	内胚层
luxemburg	卢森堡
hesperian	西方的
hesperian	西方
hesperian	西方国家的
hesperian	西方国家
hesperian	西方人
exsilentio	缺乏反证
exsilentio	在无反证的情况下
poulard	除去卵巢而养作肉鸡的母鸡
currency	流通
indicant	指示的
indicant	指示
indicant	表示的
indicant	表示
endomitosis	核内的有丝分裂
stringy	纤维的
stringy	纤维
illuminator	照明者
argentum	银
infra	在下
infra	以下
infra	下文
therefor	为此
therefor	因此
zendic	无神论者
zendic	不信神者
plausible	似是而非的
plausible	似是而非
runlet	桶
runlet	小河
unwieldy	笨拙的
unwieldy	笨拙
unwieldy	不实用的
unwieldy	不实用
unwieldy	难处理的
unwieldy	难处理
unwieldy	难使用的
unwieldy	难使用
unwieldy	笨重的
unwieldy	笨重
prophetical	预言的
prophetical	预言
prophetical	前兆的
prophetical	前兆
shoe	鞋
shoe	鞋子
shoe	穿……鞋
summator	加法器
summator	言语随机抽样演示器
qstol	quiet
qstol	short
qstol	takeoff
qstol	and
qstol	landing
qstol	低噪音短距起落
qstol	低噪音短距起落飞机
professionless	没有职业的
professionless	没有职业
momentum	动力
momentum	要素
galbulus	毯果之变形
megameter	=megametre
petrotectonics	岩石构成学
obligor	义务人
obligor	债务人
alphabetize	依字母顺序排列
alphabetize	以字母表示
whereas	然而
whereas	反之
whereas	鉴于
whereas	尽管
whereas	但是
impugnment	责难
impugnment	攻击
conditioned	有条件的
conditioned	有条件
conditioned	习惯于……的
conditioned	习惯于……
indiscoverable	难以发现的
indiscoverable	难以发现
testcross	测交
unmeet	不适合的
unmeet	不适合
unmeet	不适宜的
unmeet	不适宜
theurgy	神通
theurgy	神力
theurgy	法术
theurgy	妖术
epigyny	上位
banneret	方旗武士
banneret	爵位
iniquity	不公正
precarcinogen	前致癌物
ewigkeit	永恒
detox	使戒去毒瘾
detox	用以解毒的
detox	用以解毒
detox	用以去毒的
detox	用以去毒
detox	戒瘾诊所
detox	戒瘾病房
cablecasting	有线广播
curly	卷曲的
curly	卷曲
curly	卷毛的
curly	卷毛
curly	弯曲的
curly	弯曲
curly	有皱状纹理的
curly	有皱状纹理
sporting	运动的
sporting	运动
sporting	喜爱运动的
sporting	喜爱运动
sporting	公平的
sporting	公平
shaper	造形者
shaper	塑造者
infusorian	滴虫类原生动物
infusorian	纤毛虫类
infusorian	纤毛虫纲
oklahoma	俄克拉荷马州
housemate	住在同一房屋的人
housemate	同居者
criminate	定罪
criminate	使负罪
criminate	责备
preselector	预选器
flowerlet	小花
incurvature	内曲
incurvature	内弯
kilovar	千乏
kilovar	无效千伏安
heirship	继承权
bluffness	率直
bluffness	坦率
bluffness	直峭
pheasant	雉
pheasant	野鸡
harbour	海港
ecocatastrophe	生态灾难
tribble	干纸机架
genethlialogy	星命学
elysee	爱丽舍宫
elysee	巴黎的法国总统官邸
levitative	可飘浮于空中的
levitative	可飘浮于空中
geospace	地球空间
hidey	喂
lophophore	触手冠
lophophore	总担
neglectable	可忽视的
neglectable	可忽视
presentient	有预感的
presentient	有预感
presentient	预感到的
presentient	预感到
crocoite	赤铅矿
unchaste	不贞洁的
unchaste	不贞洁
centilitre	厘升
radionews	新闻广播
myxoma	粘液瘤
mooncalf	先天白痴
mooncalf	懒散的人
mooncalf	月球动物
carack	从前西
carack	葡两国用的大型帆船
genius	天才
genius	天赋
genius	天才人物
drylot	肥育场
admass	易受大众传媒影响的群众
iodimetry	=iodometry
drury	lane
drury	特鲁里街
gravettian	格拉维特的
gravettian	格拉维特
gravettian	旧石器时代晚期的
gravettian	旧石器时代晚期
radioscopically	放射镜地
radioscopically	放射镜
radioscopically	放射观察法地
radioscopically	放射观察法
shaba	沙巴区(旧称加丹加省
rufescent	带红色的
rufescent	带红色
oysterroot	婆罗门参
brachydactyly	短指畸形
lathee	铁箍棒
pomegranate	石榴
mollie	=mollienisia
mannite	=mannitol
mythopoetry	神话诗
hesitate	犹豫
hesitate	踌躇
hesitate	不愿
houstonia	茜草科小植物
canaled	有运河的
canaled	有运河
chuffed	高兴的
chuffed	高兴
chuffed	开心的
chuffed	开心
flubdub	空话
flubdub	哗众取宠
flubdub	艳丽服装
hypodermically	皮下地
hypodermically	皮下
habenula	缰
habenula	系带
habenula	松果体缰
null	无效力的
null	无效力
null	无效的
null	无效
null	无价值的
null	无价值
null	等于零的
null	等于零
null	零
null	空
null	零迅号
luminance	亮度
kimberley	金伯利
phenetol	苯乙醚
polychromic	=polychrome
curite	板铅铀矿
allred	全在大英帝国版图内的
allred	全在大英帝国版图内
voltammetry	伏安法
eurytopicity	广适性
influent	流入的
influent	流入
influent	支流
reassure	使……安心
reassure	再保证
reassure	使……恢复信心
reassure	打消……的疑虑
copyreader	技术编辑
copyreader	校订人
whitebeard	白胡子老人
whitebeard	老翁
archeozoic	太古生代
yugoslavia	南斯拉夫
protogyny	雌蕊先熟
sermonize	说教
sermonize	布道
sermonize	说大道理与人听
wottest	=wost
senora	夫人
senora	太太
chemosterilize	用化学绝育剂使
chemosterilize	绝育
quadragesima	四旬节
regretable	=regrettable
silicious	=siliceous
visigoth	西哥特人
iricism	=Irishism
cloudwards	朝着云地
cloudwards	朝着云
picturesque	独特的
picturesque	独特
saturant	使饱和的
saturant	使饱和
saturant	饱和剂
recliner	斜躺者
recliner	可躺式椅
excusingly	辩辞地
excusingly	辩辞
excusingly	辩解地
excusingly	辩解
imperturbed	镇静的
imperturbed	镇静
imperturbed	神色自若的
imperturbed	神色自若
minischool	小型学校
minischool	专科实验学校
curmudgeon	乖戾的家伙
unbelieving	不相信的
unbelieving	不相信
unbelieving	多疑的
unbelieving	多疑
unbelieving	不信宗教的
unbelieving	不信宗教
intelligencer	情报员
makah	=Makkah
sigmate	S形的
sigmate	S形
sigmate	在字尾加上S字形的
sigmate	在字尾加上S字形
offshoot	分支
offshoot	支流
paralyze	使瘫痪
paralyze	使麻痹
redbone	美洲赤狗
wittiness	机智
wittiness	临机应变
markedness	显著地位
dimension	尺寸
dimension	尺度
dimension	维
dimension	元
superdreadnought	超无畏级战舰
nobbily	时髦地
nobbily	时髦
nobbily	华丽地
nobbily	华丽
tankbuster	反坦克飞机
tankbuster	反坦克炮
upbraidingly	叱责地
upbraidingly	叱责
upbraidingly	谴责地
upbraidingly	谴责
laccolith	岩盖
leguminous	豆科的
leguminous	豆科
butut	布图
ragworm	=clamworm
anhydration	除去水分
anhydration	脱水
separability	可分离性
cureless	无法医好的
cureless	无法医好
cureless	无法医治的
cureless	无法医治
cureless	不能救济的
cureless	不能救济
brazilin	巴西木素
cede	放弃
papyraceous	纸草的
papyraceous	纸草
papyraceous	纸状的
papyraceous	纸状
diaphone	对应音
diaphone	雾笛
radicand	被开方数
cathecticize	=cathect
cartoon	画漫画
cartoon	卡通片
cartoon	动画片
lyra	天琴座
geriatrist	老年病学者
reporting	报告
warrantee	被保证人
warrantee	被担保人
nameable	可命名的
nameable	可命名
nameable	可指名的
nameable	可指名
newspaperdom	报界
newspaperdom	新闻界
computeracy	计算机知识
glomeration	成球状
glomeration	球状体
glomeration	球状化
inconsonant	不协调的
inconsonant	不协调
inconsonant	不协和的
inconsonant	不协和
inconsonant	不一致的
inconsonant	不一致
terrane	岩层
doloroso	感伤的
doloroso	感伤
doloroso	悲痛的
doloroso	悲痛
doloroso	感伤地
doloroso	感伤
abducent	向外扩展的
abducent	向外扩展
desacralize	使非神圣化
desacralize	使世俗化
anecdotical	轶事的
anecdotical	轶事
pronominal	代名词的
pronominal	代名词
pronominal	代名词性质的
pronominal	代名词性质
coercivity	矫顽性
pentaerythritol	季戊四醇
anatolian	安那托利亚语
teleview	用电视机收看
teleview	收看电视
kinkle	卷发
lanceolated	枪尖形的
lanceolated	枪尖形
lanceolated	披针形的
lanceolated	披针形
signiory	=signory
trail	踪迹
trail	痕迹
trail	形迹
trail	跟踪
trail	追踪
trail	拉
trail	拖
trail	拖拉
trail	没精打采地走
unmortise	使脱榫
threaten	恐吓
threaten	威胁
threaten	预示
threaten	似有发生或来临的可能
threaten	可能来临
drayman	运货马车车夫
smokeproof	防烟的
smokeproof	防烟
xvi	罗马数字
xvi	16
synthetase	合成酶
litteratim	=literatim
tricorne	三角帽
tricorne	船形帽
tricorne	三角的
tricorne	三角
chink	裂口
chink	裂缝
chink	叮当声
chink	叮当响
chink	中国佬
apparente	明显的
apparente	明显
renature	使恢复原来属性
renature	使复性
renature	复性
pentachord	五弦琴
pentachord	五音音阶
immalleable	不能适应的
immalleable	不能适应
immalleable	非柔顺的
immalleable	非柔顺
cofeature	辅助节目
pulpify	使化成纸浆
pulpify	使柔软
candlewick	烛芯
unvouched	未被证明的
unvouched	未被证明
unvouched	未被证实的
unvouched	未被证实
yakuza	日本瘪三
bedouin	贝多因人
baffle	困惑
baffle	阻碍
baffle	为难
washed	洗过的
washed	洗过
lifeful	充满活力的
lifeful	充满活力
lifeful	充满生气的
lifeful	充满生气
mammula	乳头突
cave	洞穴
cave	窑洞
cave	凹陷
cave	投降
cave	挖洞
cave	使凹陷
noodlework	脑力活动
noodlework	思考
noodlework	钻研
chlordiazepoxide	甲氨二氮草
chlordiazepoxide	利眠宁
nudge	用肘轻推
nudge	轻推为引起注意
deprecatingly	不赞成地
deprecatingly	不赞成
deprecatingly	恳求地
deprecatingly	恳求
revaccinate	再种痘
revaccinate	再接种疫苗
percheron	佩尔什马
practician	熟练者
practician	开业者
enthalpimetry	测焓
enthalpimetry	热函测量
stamford	斯坦福德
paramo	高山稀疏草地
paramo	高山稀疏草
egyptian	埃及的
egyptian	埃及
egyptian	埃及人的
egyptian	埃及人
egyptian	埃及人
gambir	黑儿茶
gambir	棕儿茶
gambir	苍儿茶
dentinasal	齿鼻音
dentinasal	齿鼻音的
dentinasal	齿鼻音
patchouli	广藿香
patchouli	天竺薄荷
patchouli	广藿香油
pallia	pallium的复数
bukharan	布哈拉的
bukharan	布哈拉
throughither	=throughother
bacchic	酒神的
bacchic	酒神
bacchic	醉的
bacchic	醉
bacchic	喧闹的
bacchic	喧闹
bacchic	酒神的
bacchic	酒神
bacchic	狂欢狂饮的
bacchic	狂欢狂饮
literalize	照字义解释
literalize	拘泥于字句
bulgur	碾碎的干小麦
pungent	刺激性的
pungent	刺激性
pungent	辛辣的
pungent	辛辣
pungent	尖锐的
pungent	尖锐
pungent	苦痛的
pungent	苦痛
pungent	严厉的
pungent	严厉
tragicomical	悲喜剧的
tragicomical	悲喜剧
tallyho	呔嗬!
tallyho	四匹马拉的马车
tallyho	追捕的叫声
tallyho	用吆喝声表示发现
emigrator	移民
emigrator	移居外国的人
galley	狭长船
galley	大型划船
galley	船上厨房
galley	长方活字盘
galley	军舰
trading	贸易
radicalness	激进
radicalness	极端
lymphatolysis	淋巴组织破坏
lymphatolysis	淋巴组织溶解
circumcolumnar	绕着圆柱的
circumcolumnar	绕着圆柱
circumcolumnar	绕柱的
circumcolumnar	绕柱
inapplicable	不适用的
inapplicable	不适用
bronchopneumonia	支气管肺炎
sorbonnist	=Sorbonist
antihemophilic	抗血友病的
antihemophilic	抗血友病
penitentiary	监狱
penitentiary	收容所
penitentiary	教养所
penitentiary	忏悔的
penitentiary	忏悔
penitentiary	监禁的
penitentiary	监禁
expander	使增大者
expander	使身体健壮的强身器具
terminus	终点
terminus	界标
terminus	终点站
anoscope	肛门窥器
anoscope	肛镜
hilch	跛行
hilch	跛行
medium	媒体
medium	方法
medium	媒介
medium	中间的
medium	中间
medium	中等的
medium	中等
medium	半生熟的
medium	半生熟
arsphenamine	胂凡纳明
arsphenamine	六零六
pandora	潘多拉
kolkhoz	苏联的集体农庄
preshrunk	加以防缩加工的的
preshrunk	加以防缩加工
pirogen	=piroshki
epigeal	生长在地上的
epigeal	生长在地上
epigeal	贴地生长的
epigeal	贴地生长
epigeal	浅水生长的
epigeal	浅水生长
lanthanide	原子序数
lanthanide	58至81
lanthanide	间的稀土元素
lanthanide	镧系元素
multipliable	可增加的
multipliable	可增加
multipliable	可乘的
multipliable	可乘
pantie	s:
pantie	短裤
comedo	粉刺
trichomonacide	杀
trichomonacide	滴虫剂
vagrant	游民
vagrant	漂泊的
vagrant	漂泊
nebraska	内布拉斯加州
phthisiology	痨病学
phthisiology	结核病学
honies	honey的复数
antirheumatic	治疗风湿药剂
antirheumatic	治疗风湿病的
antirheumatic	治疗风湿病
antirheumatic	防风湿病的
antirheumatic	防风湿病
psychometrics	心理测验学
neuroregulator	神经调节质
telautography	电报传真术
wetback	"湿背人"
uropod	尾肢
uropod	尾足
uropod	腹足
bastinado	杖笞
bastinado	打脚掌的刑罚
bastinado	杖
bastinado	打脚掌
cultrate	锋利且尖锐的
cultrate	锋利且尖锐
cultrate	小刀状的
cultrate	小刀状
gambado	马的跳跃
gambado	恶作剧
gambado	乱跳
mutt	蠢人
mutt	笨蛋
mutt	杂种狗
underbush	=underbrush
spiel	演说
spiel	故事
spiel	饶舌
spiel	喋喋不休地高谈阔论
spiel	演奏音乐
clubroot	棒状硬化根
clubroot	根瘤病
djinni	=jinni
proclivity	倾向
ambush	埋伏
ambush	伏兵
ambush	埋伏
invertible	颠倒的
invertible	颠倒
sutton	萨顿
pensionable	有资格领退休金的
pensionable	有资格领退休金
pensionable	可领退休金的
pensionable	可领退休金
gftu	General
gftu	Federation
gftu	of
gftu	Trade
gftu	Unions工会总联合会
phalanx	方阵
phalanx	密集队
phalanx	密集人群
phalanx	指骨
phalanx	趾骨
brahmapootra	婆罗吸摩鸡
orexis	欲望
orexis	食欲
valet	贴身男仆
valet	衣物架
valet	伺候
billiard	台球的
billiard	台球
billiard	弹子戏的
billiard	弹子戏
thumbprint	拇指的指纹
thumbprint	个性特征
discomfiture	挫折
discomfiture	失败
discomfiture	崩溃
discomfiture	尴尬
grieved	伤心的
grieved	伤心
hibernation	过冬
hibernation	冬眠
hibernation	避寒
payt	payment
schlemiel	倒楣的人
schlemiel	笨手笨脚的人
varnish	清漆
varnish	凡立水
varnish	光泽面
varnish	掩饰
varnish	修饰
ashy	灰的
ashy	灰
ashy	灰烬的
ashy	灰烬
ashy	苍白的
ashy	苍白
pseudopod	伪足
paediatrist	儿科医师
paediatrist	儿科学家
satyagrahi	不合作主义者
kaonic	含有K介子的
kaonic	含有K介子
rictal	露齿裂嘴的
rictal	露齿裂嘴
rictal	嘴裂的
rictal	嘴裂
tridecane	烷
shammy	麂皮革
ligulate	舌状的
ligulate	舌状
semiconducting	半导体的
semiconducting	半导体
semiconducting	有半导体特性的
semiconducting	有半导体特性
unneighbourly	不睦邻的
unneighbourly	不睦邻
unneighbourly	不友善的
unneighbourly	不友善
unneighbourly	不喜欢与人交往的
unneighbourly	不喜欢与人交往
viet	越南
fruitless	不结果实的
fruitless	不结果实
cosine	余弦
thenar	手掌的
thenar	手掌
thenar	足底的
thenar	足底
thenar	手掌
thenar	足底
tavr	Territorial
tavr	and
tavr	Army
tavr	Volunteer
tavr	Reserve本土军和陆军志愿后备队
lysimeter	溶度计
lysimeter	测渗计
bryony	葫芦科的一种蔓草
mohave	莫哈维族
sulphatase	硫酸酯酶
inscience	无知
fido	业余爱好者网络
fidibus	纸捻
nephelite	=nepheline
sulfurous	硫磺的
sulfurous	硫磺
sulfurous	含有硫磺的
sulfurous	含有硫磺
sanctorium	圣祠
sanctorium	圣庙
tricrotic	三波
tricrotic	三重搏的
tricrotic	三重搏
interstrain	不同品系间的
interstrain	不同品系间
interstrain	杂交的
interstrain	杂交
retinaculum	着粉腺
saucerize	对施碟形手术
imperforated	未穿孔的
imperforated	未穿孔
imperforated	闭锁的
imperforated	闭锁
serpentarium	养蛇室
serpentarium	蛇类展出馆
irruption	侵入
irruption	急速增加
parrotfish	鹦嘴鱼
parrotfish	隆头鱼
fluorography	X光间接摄影法
fluorography	荧光照相术
hoppingly	卖力地
hoppingly	卖力
hoppingly	忙碌地
hoppingly	忙碌
bedeswoman	救济院受施之女人
bedeswoman	女乞丐
nobeing	不存在
phenician	=Phoenician
strangles	腺疫
bittock	少许
bittock	一点儿
enormously	非常地
enormously	非常
enormously	巨大地
enormously	巨大
nummary	货币的
nummary	货币
causalgic	灼痛的
causalgic	灼痛
causalgic	灼状神经痛的
causalgic	灼状神经痛
allelomorph	对偶值
blandish	谄媚
blandish	奉承
blandish	讨好
triphenylamine	三苯胺
sightworthy	值得一看的
sightworthy	值得一看
sightworthy	值得参观的
sightworthy	值得参观
cotemporaneous	同时代的
cotemporaneous	同时代
withdrawal	收回
withdrawal	撤退
withdrawal	退回
withdrawal	取消
withdrawal	退隐
withdrawal	停止服药
withdrawal	退股
joggle	轻摇
joggle	摇动
joggle	摇曳
joggle	啮合
joggle	轻摇
joggle	摇动
joggle	啮合扣
ethylamine	乙胺
fitch	臭猫
fitch	臭猫毛
fitch	臭猫皮
sirach	西拉书
arcover	电弧放电
arcover	闪络
arcover	飞弧
cloudless	无云的
cloudless	无云
wetfastness	耐湿性
pontificate	教皇的职位
pontificate	主教的地位
pontificate	装作教皇的说话
ablare	喧闹的
ablare	喧闹
ablare	喧哗地
ablare	喧哗
ablare	吵闹地
ablare	吵闹
biotype	同型小种
biotype	生物型
coquina	软质石灰石的一种
reinless	放纵的
reinless	放纵
reinless	自由的
reinless	自由
reinless	无缰绳的
reinless	无缰绳
bailable	可保释的
bailable	可保释
bailable	可交保的
bailable	可交保
marengo	马伦戈式的
marengo	马伦戈式
marengo	油炸后加西红柿和蘑菇一起炖的
marengo	油炸后加西红柿和蘑菇一起炖
ceremonial	仪式
ceremonial	正式的
ceremonial	正式
hazardous	危险的
hazardous	危险
hazardous	冒险的
hazardous	冒险
hazardous	碰运气的
hazardous	碰运气
besiege	围困
besiege	围攻
besiege	包围
greenockite	硫镉矿
equalarea	等面积的
equalarea	等面积
smaltine	砷钴矿
gastronomist	美食家
whisky	威士忌酒
whisky	威士忌酒的
whisky	威士忌酒
ambiance	=ambience
statesmanlike	有政治家风格的
statesmanlike	有政治家风格
statesmanlike	有政治家之身份的
statesmanlike	有政治家之身份
sandy	沙的
sandy	沙
sandy	含沙的
sandy	含沙
sandy	沙质
sandy	Sandy
sandy	桑迪
melaphyre	暗玢岩
satisfaction	满意
satisfaction	满足
satisfaction	令人满意的事物
coindication	征兆之一
nucellus	珠心
prefigurative	预示的
prefigurative	预示
overplus	剩余
overplus	过剩
scarification	乱割
scarification	乱刺
scarification	松土
button	钮扣
button	按钮
button	扣住
button	扣紧
fuzznuts	讨厌鬼
fuzznuts	小子
unitar	United
unitar	Nations
unitar	Institute
unitar	for
unitar	Training
unitar	andResearch
unitar	联合国训练研究所
ignitor	=igniter
quartus	第四的
quartus	第四
octonarian	八韵脚的
octonarian	八韵脚
octonarian	八韵脚
contain	包含
contain	容纳
contain	容忍
contain	自制
contain	可被……除尽
swayless	不摇摆的
swayless	不摇摆
swayless	不倾侧的
swayless	不倾侧
yate	各种桉树
yate	桉树的木材
thermomechanical	热机的
thermomechanical	热机
thermomechanical	热机械的
thermomechanical	热机械
gnomic	格言的
gnomic	格言
gnomic	含格言的
gnomic	含格言
ablate	融化
snakebird	蛇鹈鸟
jacques	雅克
kineticist	动力学家
kineticist	动态艺术家
ulotrichous	鬈发人种的
ulotrichous	鬈发人种
ulotrichous	鬈发的
ulotrichous	鬈发
algarroba	角豆树
algarroba	牧豆树
spiritualist	唯心论者
spiritualist	巫师
martyrologist	殉教史研究者
martyrologist	殉教者传记作者
compost	混合肥料
compost	堆肥
canary	金丝雀
canary	淡黄色
wallonian	瓦龙语
rhyton	古希腊的角状环
undertenant	=subtenant
zucchetto	无边帽
retrocede	交还
retrocede	归还
offput	使困窘
offput	使气恼
offput	使倒胃口
chinanet	中国邮电部建设的公用主干网
discrown	罢黜……的王位
discrown	使退位
biomagnification	生物放大
killick	小锚
killick	石锚
killick	海军一等兵
conjugal	结婚的
conjugal	结婚
conjugal	夫妇间的
conjugal	夫妇间
sociality	社交
sociality	交际
sociality	社会性
inkosi	酋长
inkosi	首领
inkosi	老爷
worked	处理过的
worked	处理过
worked	作装饰用的
worked	作装饰用
nucleinase	核质酵素
intraperitoneal	腹膜内的
intraperitoneal	腹膜内
intraperitoneal	进入腹膜腔内的
intraperitoneal	进入腹膜腔内
intraperitoneal	引流过腹膜的
intraperitoneal	引流过腹膜
polarisation	=polarization
microtone	微音程
sociopolitical	社会政治的
sociopolitical	社会政治
sociopolitical	同时涉及社会和政治的
sociopolitical	同时涉及社会和政治
equalization	均等
equalization	平等化
equalization	同等化
tinea	癣
exaggerated	夸大的
exaggerated	夸大
exaggerated	言过其实的
exaggerated	言过其实
exaggerated	夸张的
exaggerated	夸张
chthonophagia	食土癖
baneberry	一种有毒植物
baneberry	此种植物的果实
spirited	英勇的
spirited	英勇
steelworker	钢铁工厂的工人
ccpit	China
ccpit	Council
ccpit	for
ccpit	the
ccpit	Promotion
ccpit	of
ccpit	International
ccpit	Trade
ccpit	中国国际贸易促进委员会
motorway	汽车高速公路
armipotence	兵力强大
armipotence	军备充实
notionist	宗教观点偏激的人
unwillingness	不愿意
unwillingness	不情愿
lepidosiren	南美肺鱼
saltatorial	跳跃的
saltatorial	跳跃
setenant	连在一起面值不同的
setenant	连在一起面值不同
monophobia	孤独恐惧症
revengefully	燃起报复念头地
revengefully	燃起报复念头
cryosurgeon	低温外科医生
turrethead	转台
caramelize	加熔熔化而变成焦糖
halyard	升降索
isallobar	等气压图
halocline	跃层
gwyniad	白鲑
veadar	=Adar
veadar	Sheni
ennyyee	倦怠的女人
ennyyee	倦怠的
ennyyee	倦怠
byliner	署名作者
distilment	蒸馏法
distilment	蒸馏液
comminatory	威吓的
comminatory	威吓
troglodyte	穴居人
troglodyte	隐居者
troglodyte	老顽固
troglodyte	类人猿
easygoing	逍遥自在的
easygoing	逍遥自在
easygoing	悠闲的
easygoing	悠闲
easygoing	懒散的
easygoing	懒散
easygoing	放荡的
easygoing	放荡
easygoing	不严肃的
easygoing	不严肃
virology	滤过性微生物学
acronichal	日落时发生的
acronichal	日落时发生
acronichal	薄暮的
acronichal	薄暮
terrify	使恐怖
terrify	恐吓
musketeer	持步枪的士兵
musketeer	步兵
lymphogranuloma	`lImfEJ9^`lEJmE/
lymphogranuloma	淋皉AnjJ9lEJmE`tEJs腿庋恐
welwitschia	千岁兰
tucket	喇叭调
agonic	不成角的
agonic	不成角
agonic	无偏差的
agonic	无偏差
berat	统治者赐给人民的权利
hylology	材料学
prepensely	故意地
prepensely	故意
prepensely	预先谋画地
prepensely	预先谋画
everyplace	到处
everyplace	各处
rimless	无边的
rimless	无边
hypobarism	比重低于脑脊髓液
hypobarism	低比重
integral	完整的
integral	完整
integral	整体的
integral	整体
integral	积分
integral	完整
integral	部分
producing	生产的
producing	生产
photobiologic	光生物学的
photobiologic	光生物学
khaph	的变体
resorbent	再吸收的
resorbent	再吸收
uncorrected	未订正的
uncorrected	未订正
uncorrected	未修正的
uncorrected	未修正
uncorrected	未加管教和
uncorrected	未调整的
uncorrected	未调整
spermatocide	杀精子剂
grey	灰色的
grey	灰色
grey	灰白的
grey	灰白
grey	灰色
