presidiary	驻防
polygamical	=polygamous
niftic	漂亮的
niftic	漂亮
niftic	俏皮的
niftic	俏皮
insult	侮辱
insult	凌辱
insult	侮辱
insult	凌辱
autunite	钙
autunite	铀云母
aerocurve	曲翼飞机
aerocurve	曲翼
ringhals	粗皮小眼镜蛇
curse	诅咒
curse	咒语
curse	祸根
curse	祸因
curse	诅咒
curse	咒骂
curse	降祸
curse	使受罪
windstorm	暴风
anticoagulant	抗凝血剂
behring	白令
impropriator	接受教会财产移交者
intercalate	设置
intercalate	插入
herdman	牧人
undaunted	大无畏的
undaunted	大无畏
undaunted	勇敢的
undaunted	勇敢
approachability	可接近
approachability	易接近
mover	行动者
mover	搬运家具的人
mover	原动力
mover	鼓吹者
tolerationism	容忍主义
tolerationism	宗教信仰自由主义
haematimeter	血球计
dehort	劝阻
phanerozoic	显生宙的
phanerozoic	显生宙
overstatement	大话
hereunto	到此为止
hereunto	迄今
flatter	过分夸赞
flatter	奉承
flatter	阿谀
flatter	使高兴
flatter	使满意
autotrophic	自造营养物质的
autotrophic	自造营养物质
autotrophic	自给营养的
autotrophic	自给营养
endogamous	同族结婚的
endogamous	同族结婚
endogamous	同系交配的
endogamous	同系交配
tahsildar	税务员
tahsildar	收税人
macular	有斑点的
macular	有斑点
macular	有污点的
macular	有污点
acinaceous	多子的
acinaceous	多子
curriculum	课程
caressive	似爱抚的
caressive	似爱抚
caressive	亲柔的
caressive	亲柔
ibm	美国国际商用机器公司
vulturous	兀鹰的
vulturous	兀鹰
vulturous	贪婪的
vulturous	贪婪
reoccupy	收复
reoccupy	再占领
reoccupy	再次出任
possibilism	可能派信条
possibilism	可能主义
mythographer	神话收集者
mythographer	神话讲述者
hili	hilus
hili	的复数
rosaniline	由苯胺制得的红色染料
scriber	划线器
scriber	描绘标记的用具
laguna	小湖
laguna	小池
nihility	虚无
nihility	无
disneyland	迪斯尼乐园
junkyard	废旧物堆积
junkyard	分类、出售处
junkyard	旧汽车丢弃的地方
chemotropically	向药性地
chemotropically	向药性
dilatorily	慢吞吞地
dilatorily	慢吞吞
dilatorily	迟缓地
dilatorily	迟缓
etherialize	=etherealize
falsify	伪造
elisabethville	伊利沙伯维尔(扎伊尔东南部城市卢本巴希
charter	租
charter	包
charter	宪章
puttie	=puttee
luminaire	泛光灯
luminaire	光源
endowmenfpolicy	人寿保险单
fuck	性交
fuck	欺骗
fuck	利用
fuck	诅咒
fuck	与……性交
fuck	性交
fuck	杂种
fuck	性交对象
fuck	毫不在乎
fuck	他妈的
fuck	他妈
manoir	乡间别墅
ingest	摄取
ingest	咽下
ingest	吸收
plinth	柱基
plinth	方形底座
soigne	整齐的
soigne	整齐
soigne	整洁的
soigne	整洁
rhinolithiasis	鼻石病
rhinolithiasis	鼻石症
gilbert	吉伯
grappler	抓东西的人或物
grappler	手
libri	liber的复数
stoutly	刚强地
stoutly	刚强
stoutly	坚决地
stoutly	坚决
substantiate	使实体化
substantiate	证实
comical	好笑的
comical	好笑
comical	滑稽的
comical	滑稽
phare	=pharos
lettish	列托语
decongestive	可降低充血的
decongestive	可降低充血
coder	编码器
coder	编码器
coder	编码装置
intertwist	搓合
intertwist	缠绕
pasturable	适于作牧场的
pasturable	适于作牧场
faconne	细花纹织物
faconne	细花纹饰品
faconne	有细花纹的
faconne	有细花纹
laryngectomize	为……作喉头切除术
humanist	人道主义者
humanist	人文主义者
exalt	晋升
pagandom	异教徒的世界
pagandom	异教徒
pagandom	无宗教信仰的人们
restharrow	匍匐芒柄花
misguided	被误导的
misguided	被误导
slow	慢的
slow	慢
slow	迟钝的
slow	迟钝
slow	不活跃的
slow	不活跃
slow	缓慢的
slow	缓慢
slow	减速
slow	减缓
slow	缓慢
brad	曲头钉
plastics	整形外科
plastics	外科修补术
thumper	击键声检测器
taxonomist	分类学者
nitre	硝酸钾
nitre	硝石
slavdom	斯拉夫民族
sigri	炉灶
sidewise	向一边的
sidewise	向一边
sidewise	横斜的
sidewise	横斜
pussyfooter	抱骑墙态度者
pussyfooter	观望者
pussyfooter	禁酒主义者
gam	鲸鱼群
gam	社交
gam	腿
gam	社交
gam	联欢
transitoriness	暂时
transitoriness	短暂
lush	青葱的
lush	青葱
lush	味美的
lush	味美
lush	豪华的
lush	豪华
lush	繁荣的
lush	繁荣
arsenopyrite	毒砂
arsenopyrite	含砷黄铁矿
resinosis	流脂
externe	=extern
baghdad	巴格达
eventually	最后
eventually	终于
mach	一种UNIX操作系统
mach	采用微内核技术
ambagious	迂远的
ambagious	迂远
ambagious	迂曲的
ambagious	迂曲
cataclysm	灾难
cataclysm	大洪水
cataclysm	地震
cataclysm	大变动
botswana	博茨瓦纳
cudgel	棍棒
cudgel	用棍棒打
saltish	微咸的
saltish	微咸
saltish	略带咸味的
saltish	略带咸味
necrophobia	死亡恐怖
necrophobia	尸体恐怖
pyramidion	小金字塔
pyramidion	方尖塔的顶角锥
meagrely	瘦地
meagrely	瘦
meagrely	贫弱地
meagrely	贫弱
newissue	新发行的债券
scuttle	天窗
scuttle	舱室小孔
scuttle	煤桶
scuttle	急速逃走
scuttle	急促地跑
scuttle	急忙撤退
scuttle	凿沉
scuttle	毁坏
scuttle	毁坏
entellus	癯猿
biker	骑摩托车的人
unassailed	未受攻击的
unassailed	未受攻击
unassailed	未受袭击的
unassailed	未受袭击
bulgarian	保加利亚人
handbill	传单
handbill	招贴
pretended	假装的
pretended	假装
pretended	虚假的
pretended	虚假
remissible	可宽恕的
remissible	可宽恕
remissible	可赦免的
remissible	可赦免
buttonhold	强留
ramp	斜坡
ramp	坡道
ramp	敲诈
ramp	狂跳乱撞
ramp	敲诈
ramp	蔓延
ramp	使有斜面
ramp	敲诈
joad	流动工人
rencontre	遭遇
rencontre	邂逅
rencontre	漫谈会
nonobjectivity	缺乏客观
nonobjectivity	抽象艺术派之作风
monacal	=monastic
vambrace	前臂铠甲
vambrace	全臂铠甲
admissive	容许的
admissive	容许
relume	重新点燃起
relume	重新照亮
dastard	懦夫
dastard	胆小的人
dastard	怯懦的
dastard	怯懦
dastard	畏缩的
dastard	畏缩
marketstead	=marketplace
frena	frenum的复数
cheliform	螯状的
cheliform	螯状
eyestalk	眼柄
lynchet	=lynch
achilles	阿基里斯
autoboat	汽艇
autoboat	机动艇
glyptics	宝石雕刻术
lure	引诱
drafter	起草者
or	或
or	或者
or	还是
or	Operations
or	Research
or	运筹学研究
resumptively	概括地
resumptively	概括
comprehensively	包括地
comprehensively	包括
inaugurate	举行就职典礼
inaugurate	创新
inaugurate	开辟
inaugurate	举行开幕典礼
vahana	伐诃纳
fraze	磨损或减小直径
ubangi	乌班吉
milligrame	毫克
milligrame	千分之一公分
grammarian	文法家
grammarian	文法教师
grammarian	文法学者
olivaceous	橄榄色的
olivaceous	橄榄色
nonideal	非理想的
nonideal	非理想
semiagricultural	半农业的
semiagricultural	半农业
olein	甘油之油酸脂
olein	脂肪之液状部分
simplism	单纯化主义
simplism	简化主义
kudzu	野葛
rejigger	重新安排
rejigger	重新装备
rejigger	更改
fulgurite	闪电
fulgurite	熔岩
alterne	交替群落
confectioner	糖果制造人
confectioner	糖果店
obstreperous	喧嚣的
obstreperous	喧嚣
obstreperous	任性的
obstreperous	任性
endothermic	吸热的
endothermic	吸热
endothermic	温血的
endothermic	温血
rotational	转动的
rotational	转动
rotational	轮流的
rotational	轮流
crypt	土窖
crypt	地下室
crypt	地穴
loof	=luff
carpale	腕骨
somewise	以某种方式
somewise	用某种方法
undersecretary	次长
undersecretary	副部长
olympiad	奥林匹克世界运动大会
olympiad	四年周期
graciously	和蔼地
graciously	和蔼
graciously	优雅地
graciously	优雅
genealogist	系谱学者
genealogist	系谱专家
recoverable	可重获的
recoverable	可重获
pregnable	可攻击的
pregnable	可攻击
pregnable	易受攻击的
pregnable	易受攻击
pregnable	可受孕的
pregnable	可受孕
hematogenesis	造血作用
hematogenesis	生血
tamizdat	塔密兹达
expatiation	详细的说明
expatiation	详述
expatiation	铺陈
exudate	流出物
exudate	分泌液
chucker	投掷者
rheumy	稀粘液的
rheumy	稀粘液
rheumy	潮湿的
rheumy	潮湿
frontogenesis	锋生
millionaire	百万富翁
millionaire	大富豪
tinderbox	火绒箱
tinderbox	易燃物
tinderbox	潜伏着暴乱或战争危险的人
cernet	China
cernet	Education
cernet	and
cernet	Research
cernet	Network
cernet	中国教育与科研计算机网
bison	美洲或欧洲的野牛
twigged	有细枝的
twigged	有细枝
twigged	有嫩枝的
twigged	有嫩枝
pagination	标记页数
pagination	分页
wadset	抵押
wadset	典当
tetrahydrocannabinol	四氢大麻醇
tetrahydrocannabinol	四氢大麻酚
deluxe	豪华的
deluxe	豪华
deluxe	华丽的
deluxe	华丽
deluxe	豪华地
deluxe	豪华
oma	orderly
oma	marketing
oma	agreement有秩序的市场销售协定
mummery	哑剧表演
mummery	可笑的仪式
atherogenic	导致动脉粥样化的
atherogenic	导致动脉粥样化
lifeboat	救生艇
russophobe	惧俄者
russophobe	厌恶俄国者
modernday	现代的
modernday	现代
modernday	当代的
modernday	当代
smorzando	渐次消失的
smorzando	渐次消失
moonshiner	烈酒私酿者
moonshiner	烈酒走私者
greaseproof	不透油的
greaseproof	不透油
debate	争论
debate	辩论
debate	争论
debate	辩论
regelate	重新结冰
maidenly	处女般的
maidenly	处女般
maidenly	适合于少女的
maidenly	适合于少女
maidenly	柔和的
maidenly	柔和
toothcomb	细齿梳子
toothcomb	缜密调查
hyperbatic	倒装法的
hyperbatic	倒装法
sidle	横着走
sidle	悄悄贴近
sidle	侧身而行
sidle	横行
sidle	侧走
sidle	挨近
gland	密封管
punjabi	Punjab
punjabi	语
punjabi	Punjab
pinnatipartite	羽状深裂的
pinnatipartite	羽状深裂
onthe	在
featherwit	愚者
featherwit	笨者
experimentalism	Ik9speri`mentElIzEm/
experimentalism	经验主义//lIst/
experimentalism	试验者
experimentalism	实验主义者
lall	把/r/音读成/l/音
bastardize	判定为私生子
bastardize	使质次
bastardize	使不纯
wastrel	废物
neuralgic	神经痛的
neuralgic	神经痛
lg	Low
lg	German
moderatorship	教政组织首脑的职权
modificative	=modificatory
teacake	当茶点用的饼干
pose	姿势
pose	姿态
pose	摆好姿势
pose	形成
pose	引起
pose	造成
pose	摆姿势
pose	佯装
pose	矫揉造作
peloponnesos	伯罗奔尼撒半岛
narky	脾气坏的
narky	脾气坏
narky	易生气的
narky	易生气
palazzos	=palazzo
palazzos	pants
apyretic	无热的
apyretic	无热
apyretic	不发热的
apyretic	不发热
findable	可发现的
findable	可发现
findable	可找到的
findable	可找到
stuccowork	灰泥工
robe	长袍
robe	罩衣
robe	礼服
robe	制服
snippet	小片
snippet	片断
snippet	摘录
snippet	不足道的人
snippet	不知天高地厚的年轻人
krill	磷虾
divertissement	娱乐
kiwanian	基瓦尼俱乐部的会员
kiwanian	基瓦尼俱乐部的
kiwanian	基瓦尼俱乐部
chromophoric	发色团的
chromophoric	发色团
chromophoric	载色体的
chromophoric	载色体
recumbently	靠着地
recumbently	靠着
recumbently	躺着地
recumbently	躺着
alphametic	字母算术
brassfounding	黄铜铸造
carotenoid	类胡罗卜素
substation	分站
substation	分所
substation	变电站
collective	集体的
collective	集体
collective	集体
shirttail	衬衣下摆
shirttail	社论栏
shirttail	幼小的
shirttail	幼小
shirttail	远房的
shirttail	远房
overoccupied	过于拥挤的
overoccupied	过于拥挤
horological	钟表的
horological	钟表
horological	钟表术的
horological	钟表术
vocalization	发声法
molecularity	分子状
molecularity	分子性
shmeer	=schmeer
chairoplane	旋转飞椅
duchess	公爵夫人
duchess	女公爵
senatus	=senatus
senatus	academicus
kodachrome	柯达彩色胶片
hypochondriacal	忧郁症的
hypochondriacal	忧郁症
hypochondriacal	过分担心自己健康的
hypochondriacal	过分担心自己健康
cancerization	癌化
fiddle	小提琴
fiddle	无意识而不停地拨弄
fiddle	虚度时光
fiddle	拉小提琴
fiddle	拉小提琴
fiddle	瞎搞
pentathlete	五项全能运动员
hyphenate	以连字符号连接
paintbrush	画笔
paintbrush	漆刷
boomtown	新兴都市
perimeter	周长
perimeter	周界
stepper	以特殊姿态行走的人或动物
stepper	跳舞者
montgolfier	热
montgolfier	气球
ukiyoe	浮世绘
voyageable	能航行的
voyageable	能航行
voyageable	能航海的
voyageable	能航海
pelage	毛皮
waxing	上蜡
visitation	访问
visitation	探望
visitation	正式的视察
visitation	天罚
visitation	天降的祸福
schistoid	片岩状的
schistoid	片岩状
perfectionism	十全十美主义
perfectionism	至善论
udp	User
udp	Datagram
udp	Protocol
udp	用户数据报文协议
niobium	铌
firefly	萤火虫
typewriting	打字
typewriting	打字工作
sikkim	锡金
exciting	令人兴奋的
exciting	令人兴奋
exciting	使人激动的
exciting	使人激动
acceleratory	加速的
acceleratory	加速
acceleratory	催促的
acceleratory	催促
coversed	sine
coversed	余矢
preocular	眼前的
preocular	眼前
randomness	随意
randomness	无安排
ymodem	一种文件传输协议
ymodem	是XMODEM的扩充
manipulable	可以操作的
manipulable	可以操作
manipulable	可操纵自如的
manipulable	可操纵自如
merseyside	默西塞德郡
rss	Regiae
rss	Societatis
rss	Socius
defining	定义
pergelisol	=permafrost
lambaste	痛打
lambaste	严责
synsepalous	=gamosepalous
snob	势利的人
snob	假内行
moulage	印模
moulage	印痕
tardily	缓慢
neurophysin	后叶激素运载蛋白
chassis	底盘
trieteric	一次的
trieteric	一次
movement	运动
movement	动作
movement	运转
movement	乐章
eikon	圣像
eikon	画像
scandalmonger	专事诽谤的人
scandalmonger	到处传播丑闻的人
sheryl	谢乐尔
gracia	格雷西亚
nightmarish	恶梦似的
nightmarish	恶梦似
nightmarish	不愉快的
nightmarish	不愉快
fallen	倒下的
fallen	倒下
fallen	伐倒的
fallen	伐倒
fallen	伏地的
fallen	伏
fallen	堕落的
fallen	堕落
fallen	落下来的
fallen	落下来
fallen	陷落的
fallen	陷落
fallen	fall
fallen	的过去分词
chileanize	使置于智利政府控制之下
chileanize	使智利化
widder	=widow
mathematician	数学家
reliction	水位渐消退
reliction	新生地
reliction	新生
cetology	鲸类学
frills	臭架子
frills	虚饰
aeroallergen	高空过敏症
aeroallergen	气源性致敏原
regermination	再发芽
regermination	重新生长
mutually	互相地
mutually	互相
mutually	互助
copperah	干椰子肉
ankerite	铁白云石
fidley	锅炉舱顶棚
throughother	混乱地
throughother	混乱
throughother	杂乱地
throughother	杂乱
throughother	乱七八糟地
throughother	乱七八糟
fuliginosity	黑褐阴沉的状态
umohoite	钼铀矿
crispen	使脆
crispen	使鲜脆
crispen	变脆
crispen	变得鲜脆
geopolitic	地理政治学的
geopolitic	理政治学
iridocapsulitis	虹膜晶状体囊炎
axminster	一种以黄麻为底之羊毛织花地毯
refutatory	反驳的
refutatory	反驳
refutatory	辩驳的
refutatory	辩驳
refutatory	驳斥的
refutatory	驳斥
refutatory	反驳的
refutatory	反驳
refutatory	辩驳的
refutatory	辩驳
reticulum	网状组织
voicespond	口声通信
realist	现实主义者
defogger	除雾器:
linksland	海边沙丘地带
fie	咄!呸!
unwieldiness	笨拙
didakai	=didicoi
bracteole	小苞片
presidial	驻防军的
presidial	驻防军
presidial	总统的
presidial	总统
presidial	主持的
presidial	主持
presidial	管辖的
presidial	管辖
presidial	省区的
presidial	省区
dy	镝
otiose	闲着的
otiose	闲着
otiose	怠惰的
otiose	怠惰
otiose	没有用的
otiose	没有用
otiose	多余的
otiose	多余
grand	盛大的
grand	盛大
grand	豪华的
grand	豪华
grand	重大的
grand	重大
grand	主要的
grand	主要
grand	极重要的
grand	极重要
tortuous	曲折的
tortuous	曲折
tortuous	转弯抹角的
tortuous	转弯抹角
goblinry	小妖精行为
regraft	再接枝于
dynamoelectric	电动的
dynamoelectric	电动
dynamoelectric	发电的
dynamoelectric	发电
troophorse	骑兵马
sink	沉下
sink	下沉
sink	水槽
sink	水池
sink	接收器
zymase	酿酶
zymase	酒化酶
luminesce	发冷光
luminesce	变明亮
layelder	平信徒长老
eunuch	太监
eunuch	宦官
partite	分裂的
partite	分裂
partite	深裂的
partite	深裂
muffin	松饼
throughly	十分地
throughly	十分
throughly	彻底地
throughly	彻底
rowdedowdy	=rowdydowdy
madder	洋西
madder	人造西草染料
enrapture	使狂喜
oldster	老人
hydroxid	氢氧化物
diminution	减少
diminution	减低
diminution	缩小
ligure	紫玛瑙
stracciatella	鸡蛋干酪汤
demulsify	反乳化
unsight	不检查的
unsight	不检查
unsight	未见过的
unsight	未见过
beautydom	美人圈
beautydom	花国
acidhead	吸麦角酸二乙酰胺成瘾者
acidhead	嗜用迷幻药者
acidhead	瘾君子
olfactometer	嗅觉计
olfactometer	嗅觉测量器
heterochromosome	异染色体
emblement	庄稼
persist	坚持
persist	持续
repeatedly	重复地
repeatedly	重复
repeatedly	再三地
repeatedly	再三
guardrail	栏杆
guardrail	护轨
majagua	牙买加黄槿
tiercel	雄鹰
aeroelastics	空气弹性学
ceremonious	讲究仪式的
ceremonious	讲究仪式
ceremonious	隆重的
ceremonious	隆重
undemonstrable	无法证明的
undemonstrable	无法证明
undemonstrable	难以证明的
undemonstrable	难以证明
enure	弄惯
enure	使强固
with	有
with	以
with	用
with	同……
with	由于
with	和……一致
with	赞成
with	关于
with	就
monkey	猴子
manganese	锰
oso	Orbiting
oso	Solar
oso	Observatory
multicollinearity	多重共线性
commissary	代表
commissary	物资供应所
commissary	委员
wriggler	扭动的人或物
wriggler	孑孓
overchurched	设有过多教堂的
overchurched	设有过多教堂
funniosity	滑稽
funniosity	可笑的事
camiknickers	连裤紧身内衣
fuzzbuzz	忙乱
fuzzbuzz	喧闹
dawdling	闲逛的
dawdling	闲逛
dawdling	懒散的
dawdling	懒散
hemerocallis	=day
hemerocallis	lily
whirlybird	直升飞机
ferriferous	含铁的
ferriferous	含铁
ferriferous	含有三价铁的
ferriferous	含有三价铁
traitorously	叛逆地
traitorously	叛逆
traitorously	不忠地
traitorously	不忠
ruddle	代赭石
ruddle	用红土做记号
ruddle	使发红
sagger	制烧箱的耐火黏土
sagger	箱
orthodonture	=orthodontics[讹音变体
ampelopsis	蛇葡萄属植物
ampelopsis	美国蔓藤
forepassed	过去的
forepassed	过去
forepassed	既往的
forepassed	既往
brimfull	盈满的
brimfull	盈满
welladay	呜呼!哀哉!
laboring	劳动
laboring	操劳
ideation	构思能力
ideation	思维能力
ideation	构思过程
repleviable	可发还的
repleviable	可发还
undivided	未分开的
undivided	未分开
undivided	专一的
undivided	专一
undivided	专心的
undivided	专心
veronese	意大利之维罗纳Verona的
veronese	意大利之维罗纳Verona
veronese	维罗纳人的
veronese	维罗纳人
icecap	常积不消的冰
icecap	冰盖
traffic	交通
traffic	通行
traffic	运输
traffic	贸易
traffic	交通量
traffic	交易
traffic	交往
traffic	通信量
traffic	交易
traffic	买卖
traffic	在……通行
traffic	用……作交换
palaeoanthropology	古人类学
preponderance	优势
preponderance	占优势
calamander	柿木
anthophilous	虫媒的
anthophilous	虫媒
anthophilous	爱花的
anthophilous	爱花
usng	United
usng	States
usng	National
usng	Guard
usng	美国国民警卫队
narrowfisted	吝啬的
narrowfisted	吝啬
narrowfisted	小气的
narrowfisted	小气
scissorsbill	下等人
scissorsbill	愚笨的人
eclipse	食
eclipse	日蚀
eclipse	月蚀
eclipse	蒙蔽
eclipse	衰落
eclipse	引起日蚀
eclipse	引起月蚀
eclipse	超越
eclipse	使黯然失色
hairstreak	翅上有细纹的蝶
hairstreak	灰蝶科
myotomy	肌切开术
uncontroverted	无争论的
uncontroverted	无争论
uncontroverted	无争辩的
uncontroverted	无争辩
uncontroverted	无可争辩的
uncontroverted	无可争辩
uncontroverted	无可置疑的
uncontroverted	无可置疑
centennially	每百年一次地
centennially	每百年一次
craziness	发狂
craziness	热中
craziness	狂热
decompress	减压
amie	女朋友
amie	爱人
whammer	钢锥锤
hemialgia	单侧痛
maceration	泡软
maceration	因绝食而衰弱
measled	患麻疹的
measled	患麻疹
hemocytoblastic	血胚细胞的
hemocytoblastic	血胚细胞
hemocytoblastic	原始血细胞的
hemocytoblastic	原始血细胞
glary	光辉的
glary	光辉
glary	闪耀的
glary	闪耀
syncretise	=syncretize
hailstorm	下得很大的冰雹
karyosome	染色质核仁
karyosome	核粒
cuchifrito	炸肉丁
histogenetic	组织发生的
histogenetic	组织发生
seem	象是
seem	似乎
spirally	成螺旋形
odontalgic	牙痛的
odontalgic	牙痛
odontalgic	患牙痛的
odontalgic	患牙痛
flee	逃避
flee	逃跑
flee	逃走
flee	消散
flee	逃
flee	消失
lentic	静水的
lentic	静水
lentic	生活于静水中的
lentic	生活于静水中
raphide	针晶体
listener	收听者
listener	听众
anguiped	有蛇状足的
anguiped	有蛇状足
chymic	化学的
chymic	化学
evangelicalism	福音派的教义
evangelicalism	福音
evangelicalism	教义的信仰
neuropsychiatry	神经精神医学
graining	漆木纹
graining	漆成木纹的方法
anther	花粉囊
schmutz	污物
schmutz	垃圾
schmutz	废物
minus	负的
minus	负
minus	减的
minus	减
minus	减去
minus	负数
acidize	用酸处理
acidize	使酸化
rafflesia	大花草属
obscurantic	蒙昧主义的
obscurantic	蒙昧主义
printing	印刷
printing	印刷术
printing	印花
viridian	浓绿色颜料
viridian	鲜绿色的
viridian	鲜绿色
consolette	小型落地式收音机
preferential	先取的
preferential	先取
preferential	优先的
preferential	优先
preferential	特惠的
preferential	特惠
ghastliness	可怕
nottingham	诺丁汉
tabby	平纹
tabby	斑猫
tabby	使起波纹
tabby	平纹织物的
tabby	平纹织物
tabby	起波纹的
tabby	起波纹
tonnage	登记吨位
tonnage	排水量
peleus	珀琉斯
nisus	努力
nisus	为达成目标的冲劲
impermissibility	不许可
impermissibility	不允许
contracture	挛缩
protectory	育幼院
protectory	儿童教养院
artifact	人造物品
methimazole	甲巯基咪唑
methimazole	他巴唑
methimazole	甲硫咪唑
humberside	亨伯赛德郡
cryobiology	低温生物学
signorine	小姐
signorine	未婚女子
arvo	下午
queenie	奎尼
avellan	四臂榛果形的
avellan	四臂榛果形
rancidly	令人作呕地
rancidly	令人作呕
rancidly	讨厌地
rancidly	讨厌
polydomous	多巢的
polydomous	多巢
jostler	推挤的人
jostler	扒手
russianise	=Russianize
eacm	East
eacm	African
eacm	Common
eacm	Market
eacm	东非共同市场
schizo	精神分裂症的
schizo	精神分裂症
methoxychlor	甲氧氯
methoxychlor	甲氧滴滴涕
nonfiction	非小说的散文文学
envy	羡慕
envy	嫉妒
zymometer	发酵计
zymometer	发酵测定器
subversive	颠覆性的
subversive	颠覆性
subversive	破坏性的
subversive	破坏性
subversive	颠覆破坏分子
subversive	危险分子
quietistic	寂静主义的
quietistic	寂静主义
trehala	虫茧蜜
sulfazin	=sulphazin
toyon	类似枸骨而结红果实的常绿树
mispleading	申诉
leaded	行间空格特别大的
leaded	行间空格特别大
aminobenzene	氨基苯
aminobenzene	酸
antacid	中和酸性的
antacid	中和酸性
antacid	抗酸性的
antacid	抗酸性
antacid	抗酸剂
technofreak	技术迷
sanguinivorous	=sanguivorous
rotissomat	电热轮转自动烤肉器
photodegradable	可光降解的
photodegradable	可光降解
parton	部分子
oat	燕麦
oat	麦片粥
malicious	怀恶意的
malicious	怀恶意
malicious	恶毒的
malicious	恶毒
apotropaism	用魔术驱邪
brushland	灌木林地
brushland	灌木林
brushland	矮灌丛
ambroid	=amberoid
graphitoidal	似石墨的
graphitoidal	似石墨
graphitoidal	石墨状的
graphitoidal	石墨状
rhabdomyosarcoma	横纹肌肉瘤
sough	飒飒声
shorts	短裤
tenpenny	十便士的
tenpenny	十便士
tenpenny	十便士
cheezit	当心
cheezit	走开
jocularity	滑稽
jocularity	戏谑
jocularity	打趣
invariably	不变地
invariably	不变
invariably	总是
invariably	总是
able	能……的
able	能……
able	有才能的
able	有才能
able	能干的
able	能干
able	能够的
able	能够
incredibly	不能相信地
incredibly	不能相信
barbarity	残暴的行为
barbarity	残忍
doing	做
doing	干
doing	行为
doing	活动
doing	所作所为
myocardiograph	心肌运动描记器
beefalo	s)
beefalo	皮弗娄牛
centiare	平方米
insistency	强迫
insistency	坚决要求
tubulate	成管的
tubulate	成管
tubulate	管状的
tubulate	管状
tubulate	制成管状
tubulate	为……装管
wri	war
wri	risk
wri	insurance
rau	自动装置组合单元
atishoo	阿嚏
subeditor	副编辑
subeditor	副主编
annihilable	可消灭的
annihilable	可消灭
annihilable	可毁坏的
annihilable	可毁坏
jotter	笔记本
motherly	母亲的
motherly	母亲
mir	米尔
unpretending	不装模作样的
unpretending	不装模作样
unpretending	不骄傲的
unpretending	不骄傲
unpretending	谦逊的
unpretending	谦逊
unpretending	质朴的
unpretending	质朴
babesiasis	焦虫病
invigilate	看守
invigilate	监考
overcapitalize	对……之资本估价过高
overcapitalize	过分投资于
mythologer	=mythologist
fissive	分裂的
fissive	分裂
fissive	分裂生殖的
fissive	分裂生殖
propitiator	劝解者
secession	脱离
hottish	尚热的
hottish	尚热
hottish	热乎乎的
hottish	热乎乎
mensurability	可测量
mensurability	可测性
begad	天哪
elliptoid	椭圆状的
elliptoid	椭圆状
elliptoid	椭圆的
elliptoid	椭圆
regge	雷琪理论的
regge	雷琪理论
persulphate	过硫酸盐
hackle	梳理
hackle	乱砍
hackle	锯齿形
hackle	颈上的羽毛
hackle	针排
semplice	单纯的
semplice	单纯
semplice	无装饰音的
semplice	无装饰音
imagination	想象
imagination	空想
imagination	想象的事物
imagination	想象力
imagination	听觉
britishly	似英国人地
britishly	似英国人
courtyard	庭院
courtyard	院子
inequality	不平等
inequality	不同
inequality	不等式
inequality	不平均
inobservantly	不注意地
inobservantly	不注意
inobservantly	怠慢地
inobservantly	怠慢
orthoclase	正长石
unstockinged	未穿长袜的
unstockinged	未穿长袜
caravaggiesque	卡拉瓦乔的
caravaggiesque	卡拉瓦乔
caravaggiesque	卡拉瓦乔作品的
caravaggiesque	卡拉瓦乔作品
farfamed	驰名的
farfamed	驰名
farfamed	威名远播的
farfamed	威名远播
botryoid	一束葡萄状的
botryoid	一束葡萄状
monocarp	一次结实植物
systematiser	=systematizer
alkalify	使成碱性
alkalify	碱化
aurorean	晨曦的
aurorean	晨曦
coot	黑鸭
coot	笨蛋
coot	傻瓜
sheaves	一束
homeothermal	=homoiothermal
malang	玛琅
baskerville	巴斯克维尔体
naiad	水中的仙女
naiad	女游泳家
seat	座
seat	座位
seat	所在地
seat	所在
seat	场所
seat	席位
seat	使坐下
underpaid	underpay过去式及过去分词
underpaid	所得报酬过低的
underpaid	所得报酬过低
isocratic	权力平等主义的
isocratic	权力平等主义
regionalist	地方主义者
regionalist	地方主义作家
riflebird	风鸟
duchenne	dystrophy
ejectamenta	喷出物
ejectamenta	渣滓
pruine	=prune
dynamic	动力的
dynamic	动力
dynamic	动力学的
dynamic	动力学
dynamic	动态的
dynamic	动态
staphyloma	葡萄肿
deconvolution	去卷积
deconvolution	反褶积
liquor	液体
liquor	汁
liquor	酒精饮料
liquor	溶液
liquor	浸水
liquor	喝酒
alder	桤木
acetum	醋酸溶液
acetum	醋
feudatorial	封建的
feudatorial	封建
feudatorial	世仇的
feudatorial	世仇
slanchwise	斜向地
slanchwise	斜向
barology	重力论
barology	重力学
kingdom	王国
kingdom	天国
kingdom	上帝的统治
kingdom	领域
xenate	氙酸盐
superfoetation	=superfetation
psychoactive	作用于精神的
psychoactive	作用于精神
psychoactive	影响心理状态的
psychoactive	影响心理状态
classroom	教室
gmt	Greenwich
gmt	Mean
gmt	Time
gmt	格林尼治标准时间
karnaugh	卡诺图
physical	身体的
physical	身体
physical	物质的
physical	物质
physical	自然的
physical	自然
physical	物理的
physical	物理
physical	体格检查
temporariness	暂时
advantage	优势
advantage	有利条件
advantage	利益
pentagonese	五角大楼行话
pentagonese	美国国防部行话
pentagonese	军界行话
creak	吱吱响声
creak	吱吱作响
railroading	铁路建设
railroading	仓促行事
