synclinal	倾斜
counterclockwise	反时针方向
counterclockwise	反时针方向
skat	一种用三十二张牌三人玩的纸牌游戏
counterstain	复染剂
counterstain	复染色
prepublication	正式出版前的
prepublication	正式出版前
eyeservant	阳奉阴违的仆人
eyeservant	在雇主看着时才干活的人
fleck	斑点
fleck	雀斑
fleck	斑纹
fleck	微粒
fleck	使起斑点
fleck	使有斑纹
fleck	使有斑驳
tholepin	浆耳
tholepin	浆架
tholepin	浆栓
spinor	旋量
globefish	河豚
windbound	因逆风而不能航行的
windbound	因逆风而不能航行
windbound	妨碍行动自由的
windbound	妨碍行动自由
carven	雕刻的
carven	雕刻
risker	冒险者
risker	投机者
caught	catch的过去式和过去分词
citronella	香茅
citronella	枫茅
monarda	香蜂草
atween	=between
parent	双亲
parent	父亲
insalutary	不卫生的
insalutary	不卫生
insalutary	不健全的
insalutary	不健全
brummie	Ⅰ
brummie	伯明翰人
synesthesea	共感觉
synesthesea	副感觉
basilicon	软膏的一种
imphal	英帕尔
disbar	逐出法庭
disbar	剥夺律师资格
dash	少量
dash	冲撞
dash	破折号
dash	锐气
dash	精力
dash	干劲
dash	猛掷
dash	冲撞
dash	泼溅
dash	使猛撞
dash	搀和
dash	使破灭
dash	使沮丧
dash	匆忙完成
neurochemist	神经化学专家
neurochemist	神经化学研究者
winkle	食用螺
winkle	挑出
winkle	剔出
winkle	闪耀
itr	Internet
itr	Talk
itr	Radio
itr	国际互联网广播台
itr	Internal
itr	Transfer
itr	Rate
itr	内部传输速率
turnout	聚集的人群
turnout	出席者
turnout	产量
georgian	乔治亚州人
georgian	乔治亚人
georgian	乔治王时代
georgian	该时代艺术风格的
georgian	该时代艺术风格
georgian	乔治亚的
georgian	乔治亚
charlock	野芥子
supraconductivity	超导电性
superadd	再加上
superadd	添加
plasminogen	血纤维蛋白溶酶原
plasminogen	血浆酶原
gork	植物人
pertain	适合
pertain	属于
longies	长内衣裤
idolism	过份尊崇
idolism	谬见
underjawed	下颌突出的
underjawed	下颌突出
underjawed	突下颌的
underjawed	突下颌
huisache	合金欢
opportune	及时、适宜的
opportune	及时、适宜
southwide	美国南部各州的
southwide	美国南部各州
pinguid	油腻的
pinguid	油腻
pinguid	脂肪多的
pinguid	脂肪多
vitamine	维生素
beachwear	海滩装
byssinosis	绵纤维吸入性肺炎
mitogen	有丝分裂原
mitogen	促细胞分裂剂
mitogen	分裂素
banaba	巴纳巴岛(即大洋岛
unbound	已自由的
unbound	已自由
unbound	未装订的
unbound	未装订
unbound	unbind的过去式和过去分词
petrograph	岩石的碑文
revegetate	再生长
revegetate	再植
procrastinator	拖延者
procrastinator	拖拉者
procrastinator	因循者
synodical	相合的
synodical	相合
areostyle	疏柱式的
areostyle	疏柱式
prefabrication	配件预先制造
ask	询问
ask	问
ask	要求
ask	问
ask	要求
ask	需要
ask	邀请
nwt	Northwest
nwt	Territories
injector	注射器
horribly	可怕地
horribly	可怕
horribly	非常地
horribly	非常
unstalked	无茎的
unstalked	无茎
unstalked	无秆的
unstalked	无秆
evangelistic	福音书作者的
evangelistic	福音书作者
evangelistic	福音传道者的
evangelistic	福音传道者
rehabilitant	康复中的病残者
pneumodynamics	=pneumatics
dulia	对天使和圣徒的尊崇
schematism	系统性组合
taxology	分类学
deadliness	致命
bridegroom	新郎
within	内部
within	里头
within	在内部
within	在内心里
within	在……之内
within	不越出
within	里面的
within	里面
within	内部的
within	内部
hydrocephalous	患脑积水的
hydrocephalous	患脑积水
organotropic	亲器官的
organotropic	亲器官
latinian	拉丁语支
hypogeusia	味觉减退
hypogeusia	味觉迟钝
laypeople	外行
laypeople	非专业人员
laypeople	未担任神职的一般信徒
cubist	立体派艺术家
cubist	立体派的
cubist	立体派
shintoist	神道教徒
infancy	幼年
zoophilous	由小动物传播的
zoophilous	由小动物传播
zoophilous	爱护动物的
zoophilous	爱护动物
locksman	水闸值班人
amex	美国证券交易所
deaerator	脱气器
profuseness	挥霍
juichin	见Ruijin
roadcraft	驾车的知识
roadcraft	驾驶技巧
attagirl	好啊
attagirl	好棒
akee	一种热带树
prophesy	预言
prophesy	预报
rabbinic	希伯莱语
rabbinic	后期希伯莱语
rabbinic	犹太法师的
rabbinic	犹太法师
crookback	驼背
slowdown	降低速度
slowdown	减速
kantian	康德哲学
cutely	精明地
cutely	精明
cutely	伶俐地
cutely	伶俐
inflammability	易燃性
exogen	外长植物
exogen	双子叶植物
barbarously	野蛮地
barbarously	野蛮
barbarously	下流地
barbarously	下流
autolyse	=autolyze
conferral	授予
conferral	赐给
kornberg	科恩伯格
kanzu	康祖长袍
melville	梅尔维尔
wingspan	翼展
scattergraph	=scatter
scattergraph	diagram
glyceride	甘油酯
glyceride	脂肪酸丙酯
firelight	火光
saraband	萨拉班舞
saraband	萨拉班舞曲
accessional	附加的
accessional	附加
accessional	另外的
accessional	另外
semisynthetic	半合成的
semisynthetic	半合成
tamarisk	撑柳
wien	=Vienna
semipolitical	半政治的
semipolitical	半政治
nylghau	印度大羚羊
clithral	有屋顶的
clithral	有屋顶
chihuahua	吉娃娃
diagrammatize	作成图表
diagrammatize	图解
coprolaliac	秽语症的
coprolaliac	秽语症
coprolaliac	污秽言语的
coprolaliac	污秽言语
collegial	大学
collegial	大学之组织的
collegial	大学之组织
inflood	流入
inflood	注入
thermopane	瑟莫潘双层隔热窗玻璃
retransform	使再变形
retransform	使变回原形
enrapt	狂喜的
enrapt	狂喜
enrapt	神魂颠倒的
enrapt	神魂颠倒
biflex	有两处弯曲的
biflex	有两处弯曲
biflex	朝两个方向弯曲的
biflex	朝两个方向弯曲
arab	阿拉伯的
arab	阿拉伯
arab	阿拉伯人
anchorman	新闻节目主持人
hdcopy	一种拷贝工具
osmium	锇
miskolc	米什科尔茨
wheeler	车夫
wheeler	车轮制造人
shiver	颤抖
shiver	打碎
shiver	碎裂
shiver	颤抖
shiver	碎片
yech	哟
wfm	Wired
wfm	for
wfm	Management
wfm	由英特尔所提议的电脑系统管理指导方针
colouration	染色
colouration	着色
regrass	再长草
regrass	恢复牧地状态
cymbidium	兰
cymbidium	兰花
praisable	值得赞扬的
praisable	值得赞扬
cheero	=cheerio
dehypnotize	解除催眠状态
dehypnotize	解除催眠术
elaboration	苦心经营
elaboration	苦心经营的结果
elaboration	详尽的细节
succussation	=succussion
brashly	胃灼热地
brashly	胃灼热
brashly	骤雨般地
brashly	骤雨般
foochow	福州
proboscidean	长鼻类的
proboscidean	长鼻类
acu	Aironet
acu	Client
acu	Utility
acu	Aironet
acu	客户工具
unfeather	拔去的羽毛
botanist	植物学家
meshugana	蠢人
hydronephrosis	肾盂积水
alabandite	硫锰矿
amenably	顺从地
amenably	顺从
amenably	服从地
amenably	服从
broomie	扫地工
antipolitical	反传统政治的
antipolitical	反传统政治
wieldy	易于使用的
wieldy	易于使用
wieldy	适合的
wieldy	适合
anterior	前面的
anterior	前面
anterior	在前的
anterior	在前
spicose	=spicous
cataleptoid	似强直性昏厥的
cataleptoid	似强直性昏厥
agapanthus	产于非洲的爱情花
thyrsi	密锥花序
thyrsi	神杖
fioritura	花音
fioritura	装饰音
affinity	密切关系
affinity	吸引力
affinity	姻亲关系
affinity	亲合力
psycholinguist	9psaIkEJlIN`st/
psycholinguist	心理语裗wIstIks/
psycholinguist	语言性学家
rapist	强奸者
rapist	强奸犯
shadeless	没有阴影的
shadeless	没有阴影
macchinetta	滴注式咖啡壶
joro	妓女
unadopted	没被采纳的
unadopted	没被采纳
unadopted	私有道路的
unadopted	私有道路
distillation	蒸馏
distillation	蒸馏法
distillation	蒸馏物
distillation	精华
distillation	精髓
umpteenth	第无数次的
umpteenth	第无数次
ccs	Combined
ccs	Chiefs
ccs	of
ccs	Staff
ccs	参谋长联席会议
baroscope	气压计的一种
overpower	制服
overpower	压倒
overpower	供给……过强的力量
figuresome	有些显著的
figuresome	有些显著
flashhouse	盗贼
flashhouse	无赖及卖淫妇的巢窟
flashhouse	贼巢
whiteboy	白衣会会员
peeling	剥皮
peeling	剥下的皮
descloizite	钒铅锌矿
oxidoreductase	氧化还原酶
amiga	女性朋友
abdominous	大肚子的
abdominous	大肚子
abdominous	肥胖的
abdominous	肥胖
estimable	可尊敬的
estimable	可尊敬
estimable	可估计的
estimable	可估计
estimable	可贵的
estimable	可贵
estimable	有价值的
estimable	有价值
ombudsman	调查官员舞弊情况的政府官员
greenbrier	绿蔷薇
multiplier	增加者
multiplier	繁殖者
multiplier	乘数
multiplier	增效器
multiplier	乘法器
antitechnology	反对以牺牲人道取得技术发展的
antitechnology	反对以牺牲人道取得技术发展
metacontrast	偏对比现象
redstart	红尾鸲
unyielding	坚硬的
unyielding	坚硬
unyielding	不能弯曲的
unyielding	不能弯曲
unyielding	不屈的
unyielding	不屈
infirmness	弱
infirmness	虚弱
nowhither	不到任何地方
pantagruelian	庞大固埃式的
pantagruelian	庞大固埃式
pantagruelian	粗野而爱戏谑的
pantagruelian	粗野而爱戏谑
pantagruelian	=Pantagruelist
gudgeon	易骗的人
soy	酱油
soy	大豆
expeditionary	远征的
expeditionary	远征
briskly	活泼地
briskly	活泼
briskly	精神勃勃地
briskly	精神勃勃
pubescence	到达青春期
pubescence	软毛
gymnastical	=gymnastic
fumagillin	烟曲霉素
cement	水泥
cement	接合剂
cement	接合
cement	用水泥涂
cement	巩固
cement	粘牢
unaffectionate	缺乏爱的
unaffectionate	缺乏爱
unaffectionate	没有感情的
unaffectionate	没有感情
sovietise	=sovietize
sanguinity	血色
sanguinity	气色好
nodus	节
nodus	结节
nodus	难点
bulawayo	布拉瓦约
geisha	艺妓
geisha	歌妓
unshakeable	不可动摇的
unshakeable	不可动摇
unshakeable	坚定不移的
unshakeable	坚定不移
rattail	没毛的马尾巴
metrificate	=metricate
indetermination	不确定
indetermination	无法断定
cerebral	脑的
cerebral	脑
cerebral	大脑的
cerebral	大脑
inclinable	倾向于……的
inclinable	倾向于……
humous	腐殖土的
humous	腐殖土
humous	腐殖质的
humous	腐殖质
mastocarcinoma	乳癌
paperless	无纸传输信息的
paperless	无纸传输信息
gibbet	绞刑架
gibbet	绞刑
falteringly	口吃地
falteringly	口吃
falteringly	支吾地
falteringly	支吾
aneurismal	动脉瘤的
aneurismal	动脉瘤
cashomat	自动付款机
finity	有限
finity	限定
unreconstructible	不能重建的
unreconstructible	不能重建
unreconstructible	不能改建的
unreconstructible	不能改建
frigidaire	电冰箱之一种
frigidaire	其商标名
pulsator	震动器
pulsator	搅拌器
ferro	为西班牙耶劳岛的旧称
silverbeater	银匠
supervisee	被监督者
supervisee	被管理者
supervisee	被指导者
tcd	Trinity
tcd	College
tcd	Dublin
tcd	都柏林圣三一学院
stammer	口吃
stammer	结巴着说出
stammer	结结巴巴地说
stammer	口吃
molluscoid	软体动物似的
molluscoid	软体动物似
molluscoid	拟软体动物的
molluscoid	拟软体动物
molluscoid	拟软体动物
transducer	传感器
transducer	变频器
transducer	变换器
rasp	粗锉刀
rasp	擦菜板
rasp	刺耳声
rasp	激怒人的举动
rasp	用粗锉刀锉
rasp	用擦菜板擦碎
rasp	粗声粗气地说
rasp	粗锉
rasp	锉磨
rasp	发刺耳声
decantation	移注
peccary	野猪类
marquise	侯爵夫人
marquise	女侯爵
schistosomiasis	血吸虫病
osmolality	同渗重摩
khud	悬崖
khud	峡谷
khud	绝壁
disembogue	注入
disembogue	开航
urundi	乌隆迪(东非国家布隆迪
inconceivable	不能想像的
inconceivable	不能想像
inconceivable	难以相信的
inconceivable	难以相信
diazine	磺安剂
aquarian	宝瓶座时段生的人
aquarian	宝瓶座时代的
aquarian	宝瓶座时代
aquarian	太空时代的
aquarian	太空时代
renter	租贷人
susceptance	电纳
aldehyde	醛
aldehyde	乙醛
oblivion	遗忘
oblivion	湮没
oblivion	赦免
marvel	奇迹
marvel	大为惊异
marvel	觉得惊奇
intervalometer	定时曝光控制计
bakeshop	=bakehouse
polisher	磨亮的人
polisher	磨光器
arrhizal	没有根的
arrhizal	没有根
bimbo	女人
bimbo	尤指浪荡好淫的女人
zooming	快速上升的
zooming	快速上升
noserag	手帕
newsmonger	爱传播新闻的人
newsmonger	饶舌者
yarraman	马
assumingly	傲慢地
assumingly	傲慢
assumingly	无礼地
assumingly	无礼
troubadour	行吟诗人
troubadour	民谣歌手
foughten	曾为战场的
foughten	曾为战场
prednisolone	脱氢皮质
thunk	铮
thunk	铛
thunk	锵
grippe	流行性感冒
rougeetnoir	纸牌赌博之一种
formulate	用公式表示
formulate	明确地表达
formulate	作简洁陈述
formulate	阐明
praepostor	级长
praepostor	指导生
chromogenic	发色的
chromogenic	发色
chromogenic	发色体的
chromogenic	发色体
symmetrophobia	反对称
symmetrophobia	不对称
subtilisin	枯草杆菌蛋白酶
uninspired	未赋予灵感的
uninspired	未赋予灵感
uninspired	缺乏创见的
uninspired	缺乏创见
uninspired	平凡的
uninspired	平凡
hagiarchy	圣人政治
hagiarchy	圣人之间的尊卑次序组织
duodiode	双二极管
leaden	铅制的
leaden	铅制
leaden	铅灰色的
leaden	铅灰色
leaden	沉闷的
leaden	沉闷
leaden	沉重的
leaden	沉重
london	伦敦
echo	回声
echo	回音
echo	回波
echo	发回声
echo	随声附和
echo	摹仿
echo	重复
echo	反射
echo	禁止在屏幕上显示批处理命令行
laten	变迟
acquirability	可得
acquirability	可
acquirability	可获
bromo	止头痛药
bromo	助消化药
bromo	镇静剂
unskilful	不熟练的
unskilful	不熟练
unskilful	笨拙的
unskilful	笨拙
xograph	立体影像
roseleaf	玫瑰花瓣
polyisocyanate	=polyurethane
considering	考虑
considering	顾及
considering	认为
considering	鉴于
considering	考虑到
considering	顾及
dumpy	矮胖的
dumpy	矮胖
dumpy	粗短的
dumpy	粗短
dumpy	矮脚鸡
dumpy	矮沙发
dumpy	短雨伞
sutlery	随军小商贩的职业
lamellirostral	扁嘴类的
lamellirostral	扁嘴类
children	孩子
children	孩子们
indra	因陀罗
romeo	罗密欧
romeo	热恋的男子
romeo	室内便鞋
blockage	封锁
blockage	妨碍
fowling	捕鸟
fowling	打鸟
cruzeiro	克鲁赛罗
choregus	合唱团之指挥
hydrothermal	热水的
hydrothermal	热水
hydrothermal	热液的
hydrothermal	热液
remoteness	远离
remoteness	遥远
chardin	Teilhard
chardin	de
chardin	夏尔丹
extant	现存的
extant	现存
extant	未毁的
extant	未毁
extant	突出的
extant	突出
extant	显著的
extant	显著
discursiveness	漫谈离题
discursiveness	推论
bogey	妖怪
bogey	可怕的人
deponent	立誓词者
deponent	宣誓作证者
crinoid	百合样的
crinoid	百合样
crinoid	海百合类的
crinoid	海百合类
crinoid	海百合类
swipes	味道平淡的低级啤酒
supergravity	超引力
geoponics	农业
geoponics	乡间
bedarken	使完全黑暗
pothook	S形锅钩
pothook	挂钩
pothook	书法潦草
hierograph	=hierogram
tinnitus	耳鸣
loanword	外来词
loanword	借用词
valor	英勇
valor	勇猛
healable	可治好的
healable	可治好
unhinge	取下……的铰链
unhinge	使移走
unhinge	使动摇
unhinge	拉开
unhinge	搅乱
unhinge	使分开
unhinge	使失常
bombycid	蛾的一种
ismailiya	=Ismailia
cameralism	重商主义的经济或财政
buckhorn	鹿角
sarajevo	萨拉热窝
ecogeographical	生态地理的
ecogeographical	生态地理
cyclonoscope	飓风中心测定仪
ashen	灰色的
ashen	灰色
ashen	苍白的
ashen	苍白
antiproton	反质子
mats	Military
mats	Air
mats	Transport
mats	Service
mats	军事空运局
semicolony	半殖民地
semicolony	半殖民
lexicographic	词典的
lexicographic	词典
lexicographic	词典编辑的
lexicographic	词典编辑
europlug	欧式插头
demimondaine	暗娼
demimondaine	妓女
demimondaine	名声不好的女人
demimondaine	花街柳巷的
demimondaine	花街柳巷
direttissima	陡峭攀登
embryotomy	难产时的碎胎术
antifeedant	拒食素
lactose	乳糖
inadequacy	不充分
freedwoman	自由妇女
promissory	允诺的
promissory	允诺
promissory	约定的
promissory	约定
promissory	有约束力的
promissory	有约束力
lineation	划线
cautious	谨慎的
cautious	谨慎
cautious	小心的
cautious	小心
eyeliner	眼线膏
lacteous	乳的
lacteous	乳
lacteous	乳状的
lacteous	乳状
suffragette	妇女参政权论者
very	很
very	甚
very	及其
very	非常
very	完全
very	真正的
very	真正
very	真实的
very	真实
very	恰好的
very	恰好
very	绝对的
very	绝对
very	十足的
very	十足
very	特别的
very	特别
battleship	战舰
ferricyanogen	氰铁酸盐的三价基
strongbox	保险箱
inalterable	不能变更的
inalterable	不能变更
inalterable	不变的
inalterable	不变
diastole	心脏舒张
diastole	心脏舒张期
echograph	音响测深自动记录仪
echograph	回声深度记录器
vernation	多叶卷叠式
tabnab	蛋糕
tabnab	小圆面包
tabnab	美味小吃
nettlefish	海蜇
nettlefish	水母
humph	哼
humph	发哼声
chummery	同房间
chummery	同宿舍
subcontraoctave	大字二组
wold	无树木的山地
wold	无树木的山
wold	荒野
sexto	六开本
ceremonially	仪式上
ceremonially	礼仪上
crawlway	天花板很低之走廊
plenitude	充分
hypnopompic	半醒的
hypnopompic	半醒
hypnopompic	半有意识状态的
hypnopompic	半有意识状态
galactopoiesis	乳汁的分泌
galactopoiesis	产乳
galactopoiesis	生乳
coadjustment	相互调节
attractive	吸引人的
attractive	吸引人
attractive	有魅力的
attractive	有魅力
teleprinter	电传打字机
frap	缚紧
frap	收紧
stiletto	一种小剑
stiletto	打孔
stiletto	钻孔锥
unfavourably	不适宜地
unfavourably	不适宜
unfavourably	不利地
unfavourably	不利
blivit	不必要的东西
blivit	乱七八糟的东西
blivit	恼人的事物
iconometer	光像测定器
iconometer	量影仪
iconometer	直视取景器
admission	允许进入
admission	承认某事之陈述
admission	供认
utopia	乌托邦
utopia	理想的完美境界
utopia	空想的社会改良计划
auckland	奥克兰
antientertainment	反传统的娱乐
inconsistency	矛盾
japanophobia	恐日症
japanophobia	憎恶日本
reimprisonment	再囚禁
anodal	=anodic
sverdrup	斯维尔德鲁普
booky	=bookish
interknit	使交缠
interknit	互相联系
incretionary	a的
incretionary	a
incretionary	激素的
incretionary	激素
swith	迅速地
swith	迅速
swith	立刻
swith	当即
scotch	苏格兰人
scotch	苏格兰语
scotch	苏格兰人的
scotch	苏格兰人
scotch	苏格兰语的
scotch	苏格兰语
scotch	刻痕
scotch	镇压
scotch	粉碎
scotch	刻痕
scotch	使受伤
shred	碎片
shred	破布
shred	少量剩余
shred	最少量
shred	撕碎
shred	切碎
safrol	=safrole
mahomet	穆罕默德
brinkman	边缘主义者
brinkman	实行边缘政策者
fat	脂肪
fat	肥肉
fat	肥大的
fat	肥大
fat	丰满的
fat	丰满
fat	肥的
fat	肥
fat	胖的
fat	胖
fat	油腻的
fat	油腻
fat	养肥
fat	在……中加入脂肪
fat	长肥
fat	File
fat	Allocation
fat	Table
fat	文件分配表
viciousness	恶意
viciousness	邪恶
cytometry	血细胞计数
licensure	发给许可证
rhabdocoele	单肠目涡虫
nutrimental	有营养的
nutrimental	有营养
manganiferous	含锰的
manganiferous	含锰
palpebra	眼睑
vadm	Vice
vadm	Admiral
dapple	斑纹
dapple	花马
dapple	有斑纹的
dapple	有斑纹
dapple	起斑纹
lubberland	极舒适的地方乐土
rollered	具有滑轮的
rollered	具有滑轮
rollered	装在滑轮上的
rollered	装在滑轮上
newsprint	新闻用纸
groundless	无根据的
groundless	无根据
groundless	没有理由的
groundless	没有理由
betweentimes	在中间的时间
guadeloupe	瓜德罗普岛
augural	卜占的
augural	卜占
augural	前兆的
augural	前兆
madrepore	石珊瑚
computerate	非计算机盲的
computerate	非计算机盲
microfarad	微法拉
vestryman	教区会成员
vestryman	教区委员
thar	Desert塔尔沙漠
hexahydrobenzene	六氢苯
coyly	害羞地
coyly	害羞
coyly	羞怯地
coyly	羞怯
papmeat	软食
crystallogeny	晶体发生学
crystallogeny	晶体发生学
crystallogeny	结晶发生学
fruitwood	果树材
perchloride	高氯化物
breugel	family
breugel	勃鲁盖尔家族
heathenize	做异教徒
heathenize	使成异教徒
chasmal	深陷的
chasmal	深陷
chasmal	似裂罅的
chasmal	似裂罅
spurious	伪造的
spurious	伪造
spurious	假造的
spurious	假造
spurious	欺骗的
spurious	欺骗
ale	淡色啤酒
bisection	两断
bisection	对分
retrovert	向后弯曲
retrovert	使后屈
hetaira	=hetaera
liposoluble	脂溶的
liposoluble	脂溶
prosoma	前体
flagboat	旗艇
opendoc	开放式文档接口
farcie	塞有馅的
farcie	塞有馅
toxophily	射箭
toxophily	对射箭的爱好
scindapsus	马来西亚绿萝
turgite	水赤铁矿
formicivorous	食蚂蚁的
formicivorous	食蚂蚁
anhydrous	无水的
anhydrous	无水
devoted	投入的
devoted	投入
devoted	深爱的
devoted	深爱
privateering	以私掠船巡逻
privateering	掳获商船
oversleep	睡过头
elf	小精灵
elf	矮人
elf	淘气鬼
elf	恶作剧的人
elf	恶人
emergent	紧急的
emergent	紧急
emergent	浮现的
emergent	浮现
emergent	突然出现的
emergent	突然出现
emergent	自然发生的
emergent	自然发生
alfresco	在户外
alfresco	在露天
bridewell	感化院
bridewell	拘留所
bridewell	牢狱
bridewell	监牢
yumpie	=Yuppie
symmetric	相称性的
symmetric	相称性
symmetric	均衡的
symmetric	均衡
plowhead	=ploughhead
meganewton	兆牛顿
quip	讽刺
quip	妙语
quip	双关语
quip	说讽刺的话
quip	嘲弄
quip	说托辞
pyxides	药箱
pyxides	宝石盒
pyxides	盖果
centiliter	厘升
impracticability	无法实施
impracticability	不能实施的事项
glutaraldehyde	戊二醛
declamatory	雄辩家式的
declamatory	雄辩家式
declamatory	演说口吻的
declamatory	演说口吻
declamatory	朗读式的
declamatory	朗读式
courage	勇气
courage	精神
travolater	自动人行道
confrere	会友
confrere	同行
confrere	同事
canalicular	小管的
canalicular	小管
canalicular	微管的
canalicular	微管
canalicular	似小管的
canalicular	似小管
canalicular	似微管的
canalicular	似微管
ablastin	抑殖素
equitableness	公平
equitableness	正当
ubication	位置
ubication	场所
bethel	圣地
bethel	圣
bethel	礼拜堂
bethel	非国教徒的教堂
nitrosylsulphuric	亚硝基硫酸的
nitrosylsulphuric	亚硝基硫酸
unobservant	不注意的
unobservant	不注意
unobservant	不遵守的
unobservant	不遵守
ruthlessly	冷酷地
ruthlessly	冷酷
ruthlessly	残忍地
ruthlessly	残忍
namierite	=Namierian
surfboard	冲浪板
surfboard	以冲浪板滑水
matrix	矩阵
homoscedastic	同方差的
homoscedastic	同方差
distributively	分配地
distributively	分配
distributively	分发地
distributively	分发
breastwork	赶工做成的防壁
circulator	循环器
amass	收集
amass	积聚
uniovular	单卵的
uniovular	单卵
fleckless	无斑点的
fleckless	无斑点
fleckless	完美的
fleckless	完美
hesped	悼词
tjirebon	井里汶
macbeth	麦克白
statutable	法令的
statutable	法令
statutable	法规的
statutable	法规
creeping	爬行
creeping	爬行的
creeping	爬行
froggish	像蛙的
froggish	像蛙
froggish	蛙状的
froggish	蛙状
deepness	深度
taffeta	平纹皱丝织品
neighborless	无邻居的
neighborless	无邻居
neighborless	孤独的
neighborless	孤独
runaround	借口
runaround	遁词
cotentin	Peninsula
cotentin	科唐坦半岛
palatodental	腭齿的
palatodental	腭齿
bioenergetics	生物能学
intrigue	阴谋
intrigue	诡计
intrigue	密谋
intrigue	私通
intrigue	激起……的兴趣
intrigue	用诡计取得
intrigue	用诡计取
dazzling	眼花缭乱的
dazzling	眼花缭乱
dazzling	耀眼的
dazzling	耀眼
polygynous	一夫多妻的
polygynous	一夫多妻
polygynous	多雌蕊的
polygynous	多雌蕊
spick	=spic
choroid	脉络膜的
choroid	脉络膜
choroid	脉络膜
kookaburra	笑翠鸟
varoom	呜呜声
gynophore	雌蕊柄
epizoology	=epizootiology
rhodonite	蔷薇辉石
sympathectomy	交感神经切除术
sympathectomy	交感神经阻断术
disemplane	下飞机
differentiable	可辨的
differentiable	可辨
differentiable	可区分的
differentiable	可区分
differentiable	可微的
differentiable	可微
necromania	=necrophilia
necromantic	降神术的
necromantic	降神术
necromantic	妖术的
necromantic	妖术
overemphasized	过份强调的
overemphasized	过份强调
overemphasized	过份强调
overemphasized	过份强调
parched	炎热的
parched	炎热
crmp	Corps
crmp	of
crmp	Royal
crmp	Military
crmp	Police
crmp	皇家宪兵队
muskie	=maskinonge
colicweed	荷包牡丹
waterlocked	环水的
waterlocked	环水
cochlear	耳蜗的
cochlear	耳蜗
preludio	前奏曲
balladry	民谣
allopathist	用对抗疗法的医生
videographer	电视录像制作人
aggregation	集合
aggregation	集合体
aggregation	聚合
clansman	同族的人
clansman	族人
clansman	同宗的人
xenoantibody	异种抗体
cambridgeshire	剑桥郡
lingulate	舌状的
lingulate	舌状
editorially	以编辑身份地
editorially	以编辑身份
koulibiaca	=coulibiac
guenevere	格韦纳维亚
pilgarlic	秃头
pilgarlic	受人嘲弄的人
pilgarlic	可怜虫
achievable	做得成的
achievable	做得成
achievable	可完成的
achievable	可完成
achievable	可有成就的
achievable	可有成就
knockabout	粗造的
knockabout	粗造
knockabout	喧闹的
knockabout	喧闹
knockabout	到处闲荡的
knockabout	到处闲荡
knockabout	闹剧
knockabout	小游艇
knockabout	流浪汉
folklorish	带民间传说的
folklorish	带民间传说
saffron	藏红花
saffron	干藏红花粉金黄色
saffron	桔黄色
saffron	藏红花色的
saffron	藏红花色
clypeus	大圆盾
clypeus	额板
clypeus	唇基
cadet	军官学校学生
cadet	拉皮条的人
bahai	巴哈教徒
bahai	巴哈教的
bahai	巴哈教
festucine	稻草色的
festucine	稻草色
festucine	浅黄色的
festucine	浅黄色
dithyramb	酒神的赞美歌
dithyramb	狂热的诗
angled	成角的
angled	成角
unwound	未卷绕的
unwound	未卷绕
unwound	松散的
unwound	松散
unwound	unwind的过去式和过去分词
bergamot	梨的一种
bergamot	香柠檬
bergamot	香柠檬油
maccaroni	s)
maccaroni	=macaroni
certiorari	诉讼文件移送命令
mace	钉头
mace	权杖
mace	肉豆蔻
mace	肉豆蔻树
mace	豆蔻香料
mace	催泪瓦斯
mace	肉豆蔻皮
profusion	丰富
circumradius	外接圆半径
stackstand	垫架
witchman	巫医
eudemon	善良的精灵
eudemon	守护神
staminodium	=staminode
wisha	哦
wisha	哎呀
disinfection	消毒
corrector	修正者
corrector	校正者
corrector	校对者
alliterative	头韵的
alliterative	头韵
alliterative	头韵体的
alliterative	头韵体
tights	贴身衬衣
tights	紧身衣
chanty	船歌
ascertain	确定
ascertain	探知
falasha	法拉沙人
liposome	脂质体
enteritidis	肠炎
hardtop	室内电影院
hardtop	有金属顶盖的汽车
hardtop	有金属顶盖的
hardtop	有金属顶盖
libia	=Libya
rhizomatous	地下茎的
rhizomatous	下茎
rhizomatous	生地下茎的
rhizomatous	生地下茎
crosshatch	以交叉线作出阴影
crosshatch	画出交叉阴影线
expansionary	扩张性的
expansionary	扩张性
expansionary	膨胀的
expansionary	膨胀
antilyssic	预防狂犬病的
antilyssic	预防狂犬病
antilyssic	抗狂犬病的
antilyssic	抗狂犬病
unbarbered	未理发的
unbarbered	未理发
unbarbered	未剃须的
unbarbered	未剃须
unbarbered	未修面的
unbarbered	未修面
condonation	宽恕
condonation	赎罪
tetherball	绳球
garmenture	服装
garmenture	衣着
taking	营业收入
taking	取得
taking	取
taking	捕获
taking	吸引人的
taking	吸引人
taking	迷人的
taking	迷人
taking	可爱的
taking	可爱
taking	会传染的
taking	会传染
intranational	一国之内的
intranational	一国之内
intranational	国内的
intranational	国内
intranational	民族内的
intranational	民族内
ably	能干地
ably	能干
ably	巧妙地
ably	巧妙
gadgetry	小配件
gadgetry	小玩意
sherbet	冰冻果子露
leviable	应纳税的
leviable	应纳税
qcb	Queue
qcb	Control
qcb	Block
qcb	队列控制块
stivy	气闷的
stivy	气闷
stivy	塞满的
stivy	塞满
biestings	生犊后母牛的初乳
antiradical	反激进主义的
antiradical	反激进主义
quebrada	山谷小溪
quebrada	山涧
